"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","RAC06","MA01"
"g001190_000002","g001190","ribN","Riboflavin transporter",70,39,311,1,1,1,0,0,0,0,311,"Riboflavin transporter(311)","ribN(311)",501,1074,936.26,513,1,"RAC06_00479","MA01_01905"
"g004386_000003","g004386",NA,"hypothetical protein",80,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",222,555,514.19,514,1,"RAC06_04017","MA01_02840"
"g002122_000001","g002122",NA,"hypothetical protein",60,31,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",966,1047,1000.4,515,1,"RAC06_02902","MA01_03960"
"g002379_000002","g002379",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1278,1290,1278.21,516,1,"RAC06_02491","MA01_04387"
"g005596_1_000004","g005596_1","alaC","Glutamate-pyruvate aminotransferase AlaC",90,11,311,1,1,2,0,1,0,1,312,"Glutamate-pyruvate aminotransferase AlaC(312)","alaC(312)",516,1221,1214.08,517,1,"RAC06_00790","MA01_01625"
"g001172","g001172","mepM","hypothetical protein",50,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):Murein DD-endopeptidase MepM(1)","NA(310):mepM(1)",360,1356,1308.75,518,1,"RAC06_00432","MA01_01953"
"g000359_1_000018","g000359_1","potA","Spermidine/putrescine import ATP-binding protein PotA",70,25,311,1.02,1,3,0,5,0,7,318,"Spermidine/putrescine import ATP-binding protein PotA(295):Vitamin B12 import ATP-binding protein BtuD(10):sn-glycerol-3-phosphate import ATP-binding protein UgpC(6):hypothetical protein(5):Maltose/maltodextrin import ATP-binding protein MalK(2)","potA(295):btuD(10):ugpC(6):NA(5):malK(2)",210,1062,1044.25,519,1,"RAC06_00153","MA01_02232"
"g004297_1_000005","g004297_1","eno","Enolase",80,14,311,1,1,1,4,0,4,0,311,"Enolase(315)","eno(315)",417,1275,1259.27,520,1,"RAC06_00697","MA01_01718"
"g000618","g000618",NA,"hypothetical protein",50,44,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",207,402,234.98,521,1,"RAC06_03902","MA01_02953"
"g005839_000003","g005839",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",438,444,440.78,522,1,"RAC06_02984","MA01_03879"
"g000448_1_000005","g000448_1","ilvG","Acetolactate synthase isozyme 2 large subunit",80,51,311,1,1,1,1,0,1,0,311,"Acetolactate synthase isozyme 2 large subunit(311):3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(1)","ilvG(311):iolD(1)",420,1731,1657.77,523,1,"RAC06_00173","MA01_02212"
"g002211_000001","g002211","ydiK","Putative transport protein YdiK",60,29,311,1,1,1,1,0,1,0,311,"Putative transport protein YdiK(249):hypothetical protein(63)","ydiK(249):NA(63)",558,1281,1188.17,524,1,"RAC06_00714","MA01_01701"
"g001379_000001","g001379","asnC","Regulatory protein AsnC",60,36,311,1.04,1,2,0,11,0,11,322,"Regulatory protein AsnC(198):Leucine-responsive regulatory protein(123):hypothetical protein(1)","asnC(198):lrp(123):NA(1)",354,471,431.77,525,1,"RAC06_04297","MA01_02543"
"g002654_000003","g002654","gltX","Glutamate--tRNA ligase",80,26,311,1.01,1,2,0,2,0,2,313,"Glutamate--tRNA ligase(313)","gltX(313)",1455,1488,1458.47,526,1,"RAC06_03870","MA01_02985"
"g002178_000003","g002178","iscA","Iron-binding protein IscA",80,31,311,1,1,1,0,0,0,0,311,"Iron-binding protein IscA(160):Protein SufA(151)","iscA(160):sufA(151)",387,423,389.75,527,1,"RAC06_00839","MA01_01576"
"g003179_000003","g003179","mnmA","tRNA-specific 2-thiouridylase MnmA",80,23,311,1,1,1,0,0,0,0,311,"tRNA-specific 2-thiouridylase MnmA(311)","mnmA(311)",1197,1389,1203.68,528,1,"RAC06_04074","MA01_02764"
"g000816_000003","g000816","pheT","Phenylalanine--tRNA ligase beta subunit",80,43,311,1,1,1,2,0,2,0,311,"Phenylalanine--tRNA ligase beta subunit(313)","pheT(313)",273,2439,2408.92,529,1,"RAC06_02530","MA01_04348"
"g004546_000003","g004546","glnII","Glutamine synthetase",80,16,311,1,1,2,0,1,0,1,312,"Glutamine synthetase(312)","glnII(312)",990,1272,1037.26,530,1,"RAC06_04211","MA01_02628"
"g001079_000002","g001079","pdxJ","Pyridoxine 5'-phosphate synthase",70,42,311,1.03,1,2,0,8,0,8,319,"Pyridoxine 5'-phosphate synthase(319)","pdxJ(319)",750,861,762.84,531,1,"RAC06_00273","MA01_02112"
"g000402_000002","g000402","csxA","Exo-beta-D-glucosaminidase",70,53,311,1,1,1,0,0,0,0,311,"Exo-beta-D-glucosaminidase(212):hypothetical protein(96):Beta-galactosidase(3)","csxA(212):NA(96):lacZ(3)",2448,2565,2461.66,532,1,"RAC06_00468","MA01_01917"
"g000015_2_000014","g000015_2","ybiS","hypothetical protein",70,95,311,2.4,1,6,2,182,2,435,746,"hypothetical protein(743):putative L%2CD-transpeptidase YbiS(5)","NA(743):ybiS(5)",144,1029,772.82,533,1,"RAC06_01520","MA01_00898"
"g003846_000003","g003846","sthA","putative soluble pyridine nucleotide transhydrogenase",80,20,311,1,1,1,0,0,0,0,311,"putative soluble pyridine nucleotide transhydrogenase(310):Soluble pyridine nucleotide transhydrogenase(1)","sthA(311)",1401,1779,1412.9,534,1,"RAC06_00796","MA01_01619"
"g001833_000003","g001833","yciK","putative oxidoreductase YciK",80,33,311,1,1,1,0,0,0,0,311,"putative oxidoreductase YciK(311)","yciK(311)",741,762,741.88,535,1,"RAC06_01254","MA01_01165"
"g000554_1_000001","g000554_1",NA,"hypothetical protein",60,45,311,1.28,1,2,1,87,1,87,398,"hypothetical protein(399)","NA(399)",267,1980,1767.05,536,1,"RAC06_03990","MA01_02865"
"g002323_000002","g002323","mraZ","Transcriptional regulator MraZ",70,29,311,1,1,1,0,0,0,0,311,"Transcriptional regulator MraZ(311)","mraZ(311)",441,477,448.45,537,1,"RAC06_00193","MA01_02192"
"g005145_000003","g005145",NA,"hypothetical protein",80,15,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",144,192,144.31,538,1,"RAC06_00858","MA01_01557"
"g000352","g000352",NA,"hypothetical protein",50,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",387,897,762.14,539,1,"RAC06_00543","MA01_01841"
"g003016_1_000011","g003016_1","argG","Argininosuccinate synthase",90,10,311,1,1,1,0,0,0,0,311,"Argininosuccinate synthase(311)","argG(311)",1224,1413,1231.6,540,1,"RAC06_03086","MA01_03777"
"g000414_2_000021","g000414_2","cheW","Chemotaxis protein CheW",80,11,311,1.01,1,2,0,2,0,2,313,"Chemotaxis protein CheW(313)","cheW(313)",477,483,477.53,541,1,"RAC06_03149","MA01_03714"
"g003402_000003","g003402","cysK1","O-acetylserine sulfhydrylase",80,23,311,1,1,1,0,0,0,0,311,"O-acetylserine sulfhydrylase(311)","cysK1(311)",969,969,969,542,1,"RAC06_02469","MA01_04409"
"g004451_000002","g004451","map","Methionine aminopeptidase",70,18,311,1,1,1,0,0,0,0,311,"Methionine aminopeptidase(311)","map(311)",750,804,752.68,543,1,"RAC06_04229","MA01_02610"
"g005883_000004","g005883","rpoD","RNA polymerase sigma factor RpoD",90,11,311,1,1,1,1,0,1,0,311,"RNA polymerase sigma factor RpoD(312)","rpoD(312)",708,2067,2049.42,544,1,"RAC06_04436","MA01_02403"
"g001989_000001","g001989","ltaE","Low specificity L-threonine aldolase",60,28,311,1,1,1,1,0,1,0,311,"Low specificity L-threonine aldolase(311):hypothetical protein(1)","ltaE(311):NA(1)",228,1131,1047.15,545,1,"RAC06_03964","MA01_02891"
"g002453_000003","g002453","kdsA","2-dehydro-3-deoxyphosphooctonate aldolase",80,27,311,1,1,1,1,0,1,0,311,"2-dehydro-3-deoxyphosphooctonate aldolase(312)","kdsA(312)",306,855,843.28,546,1,"RAC06_00698","MA01_01717"
"g001137_000002","g001137","pth","Peptidyl-tRNA hydrolase",70,40,311,1,1,1,0,0,0,0,311,"Peptidyl-tRNA hydrolase(311)","pth(311)",690,783,716.53,547,1,"RAC06_04363","MA01_02477"
"g000082_000003","g000082","ftsK","hypothetical protein",80,41,311,2.01,2,4,0,311,0,313,624,"hypothetical protein(621):DNA translocase FtsK(3)","NA(621):ftsK(3)",210,3072,2741.9,548,1,"RAC06_02588;RAC06_02946","MA01_03916;MA01_04276"
"g001479_1_000002","g001479_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,36,311,1,1,1,0,0,0,0,311,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(188):NADPH-dependent reductase BacG(123)","fabG(188):bacG(123)",786,900,792.52,549,1,"RAC06_01353","MA01_01066"
"g000074_000001","g000074",NA,"putative enoyl-CoA hydratase 1",60,93,311,1.01,1,2,206,2,207,2,313,"putative enoyl-CoA hydratase 1(310):hypothetical protein(210)","NA(520)",198,1551,708.27,550,1,"(RAC06_03934:RAC06_03935)","(MA01_02920:MA01_02921)"
"g014033_000005","g014033","rpmF","50S ribosomal protein L32",95,4,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L32(311)","rpmF(311)",186,186,186,551,1,"RAC06_03060","MA01_03803"
"g003809_000003","g003809",NA,"hypothetical protein",80,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,312,228.21,552,1,"RAC06_00765","MA01_01650"
"g002881_1_000003","g002881_1","scrK","Fructokinase",70,25,311,1,1,1,0,0,0,0,311,"Fructokinase(311)","scrK(311)",927,951,927.31,553,1,"RAC06_02359","MA01_00097"
"g000003_2_000032","g000003_2","pctA","hypothetical protein",70,465,311,7.28,3,16,198,311,336,1954,2265,"hypothetical protein(2307):Methyl-accepting chemotaxis protein PctA(197):Methyl-accepting chemotaxis protein 4(62):Biofilm dispersion protein BdlA(19):Methyl-accepting chemotaxis protein McpP(15):Methyl-accepting chemotaxis protein PctB(11):Methyl-accepting chemotaxis protein IV(8):Methyl-accepting chemotaxis protein II(7):Methyl-accepting chemotaxis protein III(2):Methyl-accepting chemotaxis protein PctC(1):Methyl-accepting chemotaxis protein I(1)","NA(2307):pctA(197):mcp4(62):bdlA(19):mcpP(15):pctB(11):tap(8):tar(7):trg(2):tsr(1):pctC(1)",144,2652,1906.07,554,1,"(RAC06_00084:RAC06_01761);(RAC06_00177:RAC06_04371);(RAC06_01688:RAC06_04031);RAC06_00073;RAC06_00324;RAC06_01218;RAC06_01363;RAC06_01474;RAC06_01522;RAC06_01565;RAC06_01713;RAC06_02090;RAC06_02397;RAC06_02398;RAC06_02401;RAC06_03150","(MA01_00045:MA01_00048:MA01_02469);(MA01_00049:MA01_00944:MA01_04825);(MA01_00655:MA01_02312);(MA01_00728:MA01_02808);MA01_00329;MA01_00703;MA01_00852;MA01_00896;MA01_01056;MA01_01201;MA01_02061;MA01_02208;MA01_02301;MA01_03713"
"g000211","g000211","hmrR","HTH-type transcriptional regulator HmrR",50,65,311,1.56,1,4,1,165,1,174,485,"HTH-type transcriptional regulator HmrR(341):hypothetical protein(145)","hmrR(341):NA(145)",387,489,439.3,555,1,"RAC06_01416","MA01_01000"
"g002767_000002","g002767","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",70,27,311,1,1,1,0,0,0,0,311,"Monofunctional biosynthetic peptidoglycan transglycosylase(164):Biosynthetic peptidoglycan transglycosylase(147)","mtgA(311)",681,906,728.25,556,1,"RAC06_03058","MA01_03805"
"g001529_000001","g001529","mltC","Membrane-bound lytic murein transglycosylase C",60,34,311,1,1,1,1,0,1,0,311,"Membrane-bound lytic murein transglycosylase C(306):Endo-type membrane-bound lytic murein transglycosylase A(4):hypothetical protein(2)","mltC(306):emtA(4):NA(2)",150,648,570.62,557,1,"RAC06_00191","MA01_02194"
"g003628_000002","g003628",NA,"hypothetical protein",70,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",267,267,267,558,1,"RAC06_02111","MA01_00308"
"g001178","g001178","garD","Galactarate dehydratase (L-threo-forming)",50,40,311,1.5,1,3,1,156,1,157,468,"Galactarate dehydratase (L-threo-forming)(431):Altronate dehydratase(38)","garD(431):uxaA(38)",333,1563,1522.59,559,1,"RAC06_03031","MA01_03832"
"g005834_000003","g005834","rpmE","50S ribosomal protein L31",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L31(311)","rpmE(311)",222,222,222,560,1,"RAC06_04015","MA01_02842"
"g000099_000001","g000099","tmk","Thymidylate kinase",60,79,311,2,2,2,1,311,1,311,622,"Thymidylate kinase(312):DNA polymerase III subunit tau(163):hypothetical protein(148)","tmk(312):dnaX(163):NA(148)",165,1038,857.84,561,1,"RAC06_00632;RAC06_00633","MA01_01783;MA01_01784"
"g000904_000002","g000904","dapB","4-hydroxy-tetrahydrodipicolinate reductase",70,45,311,1,1,1,0,0,0,0,311,"4-hydroxy-tetrahydrodipicolinate reductase(311)","dapB(311)",813,873,830.86,562,1,"RAC06_02656","MA01_04208"
"g000457","g000457",NA,"hypothetical protein",50,56,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",549,714,602.29,563,1,"RAC06_03721","MA01_03134"
"g007514_000004","g007514","ndhC","NAD(P)H-quinone oxidoreductase subunit 3%2C chloroplastic",90,9,311,1,1,1,0,0,0,0,311,"NAD(P)H-quinone oxidoreductase subunit 3%2C chloroplastic(171):NAD(P)H-quinone oxidoreductase subunit 3(140)","ndhC(311)",366,495,373.78,564,1,"RAC06_01101","MA01_01316"
"g002077_1_000005","g002077_1","acsA","Acetyl-coenzyme A synthetase",80,26,311,1.11,1,3,1,34,1,35,346,"Acetyl-coenzyme A synthetase(347)","acsA(345):acs(2)",216,1962,1942.85,565,1,"RAC06_02883","MA01_03980"
"g001281_000003","g001281","pyrC","Dihydroorotase",80,39,311,1,1,1,0,0,0,0,311,"Dihydroorotase(311)","pyrC(311)",1038,1053,1041.06,566,1,"RAC06_02362","MA01_00094"
"g001288_1_000003","g001288_1","groS1","10 kDa chaperonin 1",80,32,311,1.17,1,3,0,45,0,54,365,"10 kDa chaperonin 1(329):10 kDa chaperonin 5(36)","groS1(329):groS5(36)",288,315,298.32,567,1,"RAC06_01827","MA01_00589"
"g001331_000001","g001331","dctD","C4-dicarboxylate transport transcriptional regulatory protein DctD",60,38,311,1,1,1,0,0,0,0,311,"C4-dicarboxylate transport transcriptional regulatory protein DctD(311)","dctD(311)",1332,1377,1365.9,568,1,"RAC06_04079","MA01_02759"
"g003341_000003","g003341","tig","Trigger factor",80,21,311,1,1,1,1,0,1,0,311,"Trigger factor(312)","tig(312)",522,1506,1477.36,569,1,"RAC06_00799","MA01_01616"
"g002156_000001","g002156","rspR","HTH-type transcriptional repressor RspR",60,31,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor RspR(176):HTH-type transcriptional regulator LutR(121):Transcriptional regulator NanR(11):hypothetical protein(3)","rspR(176):lutR(121):nanR(11):NA(3)",687,801,712.71,570,1,"RAC06_03692","MA01_03163"
"g000004_10","g000004_10","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",50,355,311,7.38,2,12,222,311,327,1985,2296,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(1289):Maltose/maltodextrin import ATP-binding protein MalK(508):Trehalose import ATP-binding protein SugC(467):Vitamin B12 import ATP-binding protein BtuD(245):Spermidine/putrescine import ATP-binding protein PotA(136)","ugpC(1289):malK(508):sugC(467):btuD(245):potA(136)",492,1200,1092.35,571,1,"RAC06_03618;RAC06_03742","MA01_03113;MA01_03237;MA01_04834"
"g000958_1_000008","g000958_1","fghA","S-formylglutathione hydrolase",80,38,311,1,1,1,0,0,0,0,311,"S-formylglutathione hydrolase(311)","fghA(311)",831,846,834.34,572,1,"RAC06_00473","MA01_01911"
"g000593_000001","g000593",NA,"hypothetical protein",60,52,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1257,1509,1472.28,573,1,"RAC06_04286","MA01_02552"
"g000523_000002","g000523","coaBC","Coenzyme A biosynthesis bifunctional protein CoaBC",70,52,311,1,1,1,0,0,0,0,311,"Coenzyme A biosynthesis bifunctional protein CoaBC(311)","coaBC(311)",1206,1257,1219.68,574,1,"RAC06_02455","MA01_04423"
"g003932_000003","g003932","pdxH","Pyridoxine/pyridoxamine 5'-phosphate oxidase",80,20,311,1,1,1,0,0,0,0,311,"Pyridoxine/pyridoxamine 5'-phosphate oxidase(311)","pdxH(311)",621,621,621,575,1,"RAC06_01671","MA01_00745"
"g000712","g000712",NA,"hypothetical protein",50,48,311,1,1,2,1,1,1,1,312,"hypothetical protein(313)","NA(313)",555,684,599.58,576,1,"RAC06_01461","MA01_00957"
"g004766_000003","g004766","rlmN","Dual-specificity RNA methyltransferase RlmN",80,16,311,1,1,1,0,0,0,0,311,"Dual-specificity RNA methyltransferase RlmN(311)","rlmN(311)",1233,1341,1252.35,577,1,"RAC06_03081","MA01_03782"
"g001788_000001","g001788",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",984,1059,1038.52,578,1,"RAC06_02877","MA01_03986"
"g000016_2_000018","g000016_2","gsiA","Glutathione import ATP-binding protein GsiA",70,66,311,1.82,1,5,0,215,0,254,565,"Glutathione import ATP-binding protein GsiA(564):hypothetical protein(1)","gsiA(564):NA(1)",222,1899,1824.88,579,1,"RAC06_03839","MA01_03017"
"g002625_000002","g002625",NA,"hypothetical protein",70,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",390,420,399.78,580,1,"RAC06_02897","MA01_03965"
"g000183_000002","g000183","mftE","Putative mycofactocin system creatinine amidohydrolase family protein MftE",70,73,311,1,1,2,0,1,0,1,312,"Putative mycofactocin system creatinine amidohydrolase family protein MftE(293):3-dehydro-scyllo-inosose hydrolase(15):Creatinine amidohydrolase(4)","mftE(293):iolN(15):crnA(4)",756,825,803.04,581,1,"RAC06_03915","MA01_02940"
"g006133_1_000006","g006133_1","phoB","Phosphate regulon transcriptional regulatory protein PhoB",95,7,311,1,1,1,0,0,0,0,311,"Phosphate regulon transcriptional regulatory protein PhoB(311)","phoB(311)",684,687,684.01,582,1,"RAC06_02343","MA01_00113"
"g002086_000003","g002086","ade","Adenine deaminase",80,30,311,1,1,1,0,0,0,0,311,"Adenine deaminase(311)","ade(272):adeC(39)",1644,1752,1701.26,583,1,"RAC06_04242","MA01_02596"
"g001366_000002","g001366","yhhQ","Queuosine precursor transporter",70,33,311,1,1,1,0,0,0,0,311,"Queuosine precursor transporter(311)","yhhQ(311)",549,711,638.6,584,1,"RAC06_03189","MA01_03673"
"g001630_000002","g001630","apbC","Iron-sulfur cluster carrier protein",70,34,311,1,1,1,0,0,0,0,311,"Iron-sulfur cluster carrier protein(311)","NA(165):apbC(146)",681,1200,1145.42,585,1,"RAC06_01793","MA01_00623"
"g005424_000004","g005424","dksA","RNA polymerase-binding transcription factor DksA",90,14,311,1,1,1,0,0,0,0,311,"RNA polymerase-binding transcription factor DksA(311)","dksA(311)",420,480,421.35,586,1,"RAC06_00369","MA01_02016"
"g002540_000001","g002540","kdsD","Arabinose 5-phosphate isomerase KdsD",60,28,311,1,1,1,0,0,0,0,311,"Arabinose 5-phosphate isomerase KdsD(311)","kdsD(311)",996,1131,1004.84,587,1,"RAC06_03972","MA01_02884"
"g001964_000002","g001964","yciC","Putative metal chaperone YciC",70,31,311,1.02,1,2,1,5,1,5,316,"Putative metal chaperone YciC(315):hypothetical protein(2)","yciC(315):NA(2)",144,1317,1194.15,588,1,"RAC06_00740","MA01_01675"
"g003797_000003","g003797",NA,"hypothetical protein",80,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,357,309.28,589,1,"RAC06_00778","MA01_01637"
"g002336_000003","g002336","pcrA","ATP-dependent DNA helicase PcrA",80,27,311,1,1,2,0,1,0,1,312,"ATP-dependent DNA helicase PcrA(305):ATP-dependent DNA helicase Rep(6):hypothetical protein(1)","pcrA(305):rep(6):NA(1)",231,2622,2488.4,590,1,"RAC06_00241","MA01_02144"
"g001221_000002","g001221",NA,"hypothetical protein",70,38,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",705,855,718.58,591,1,"RAC06_02387","MA01_00059"
"g000557_1_000002","g000557_1","ftsZ","Cell division protein FtsZ",70,47,311,1.79,1,3,0,241,0,247,558,"Cell division protein FtsZ(558)","ftsZ(558)",279,1827,1413.06,592,1,"RAC06_00209","MA01_02176"
"g000003_1_000141","g000003_1","bdlA","hypothetical protein",80,231,311,4.4,1,10,41,309,46,1057,1368,"hypothetical protein(1281):Biofilm dispersion protein BdlA(123):Methyl-accepting chemotaxis protein II(4):Methyl-accepting chemotaxis protein IV(3):Methyl-accepting chemotaxis protein PctA(3):Methyl-accepting chemotaxis protein III(2):Methyl-accepting chemotaxis protein PctB(1)","NA(1281):bdlA(123):tar(4):tap(3):pctA(3):trg(2):pctB(1)",198,2430,1875.84,593,1,"RAC06_01214;RAC06_01718;RAC06_03976;RAC06_04199;RAC06_04340;RAC06_04341","MA01_00698;MA01_01205;MA01_02499;MA01_02500;MA01_02641;MA01_02879;MA01_04494;MA01_04823;MA01_04831"
"g000003_3_000001","g000003_3","bdlA","hypothetical protein",60,426,311,8.94,3,28,107,311,185,2469,2780,"hypothetical protein(2802):Biofilm dispersion protein BdlA(122):Methyl-accepting chemotaxis protein III(19):Methyl-accepting chemotaxis protein IV(18):Methyl-accepting chemotaxis protein II(7):Methyl-accepting chemotaxis protein 4(3):Methyl-accepting chemotaxis protein McpU(2):Aerotaxis receptor(1):Methyl-accepting chemotaxis protein I(1):Methyl-accepting chemotaxis protein PctB(1)","NA(2802):bdlA(122):trg(19):tap(18):tar(7):mcp4(3):mcpU(2):tsr(1):aer(1):pctB(1)",132,2601,1867.52,594,1,"(RAC06_00513:RAC06_03910);RAC06_00225;RAC06_01227;RAC06_01564;RAC06_02082;RAC06_03748;RAC06_04746","(MA01_00853:MA01_01871);MA01_00337;MA01_01192;MA01_02160;MA01_02945;MA01_03107;MA01_04484;MA01_04485"
"g005142_000003","g005142",NA,"hypothetical protein",80,15,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",510,519,514.5,595,1,"RAC06_01165","MA01_01251"
"g000740_000001","g000740","thcD","Rhodocoxin reductase",60,47,311,1,1,2,0,1,0,1,312,"Rhodocoxin reductase(200):Ferredoxin--NAD(P)(+) reductase fdr(112)","thcD(200):fdr(112)",978,1227,1216.91,596,1,"RAC06_01320","MA01_01099"
"g000332_000001","g000332","ccmH","hypothetical protein",60,60,311,1,1,1,1,0,1,0,311,"hypothetical protein(174):Cytochrome c-type biogenesis protein CcmH(138)","NA(174):ccmH(138)",249,645,485.75,597,1,"RAC06_01372","MA01_01045"
"g004343_1_000004","g004343_1","prs","Ribose-phosphate pyrophosphokinase",80,14,311,1,1,1,0,0,0,0,311,"Ribose-phosphate pyrophosphokinase(311)","prs(311)",933,1071,933.44,598,1,"RAC06_04373","MA01_02467"
"g002020_1_000010","g002020_1","clpP","ATP-dependent Clp protease proteolytic subunit",90,13,311,1,1,1,0,0,0,0,311,"ATP-dependent Clp protease proteolytic subunit(311)","clpP(311)",315,636,632.01,599,1,"RAC06_01118","MA01_01299"
"g001144","g001144",NA,"Cytochrome c-556",50,41,311,1,1,1,0,0,0,0,311,"Cytochrome c-556(261):hypothetical protein(50)","NA(311)",432,468,443.29,600,1,"RAC06_01752","MA01_00664"
"g000061_1_000001","g000061_1","acrB","Multidrug efflux pump subunit AcrB",60,36,311,1.3,1,3,4,91,4,92,403,"Multidrug efflux pump subunit AcrB(289):Multidrug/solvent efflux pump membrane transporter MepB(66):hypothetical protein(33):Multidrug export protein AcrF(9):Multidrug resistance protein MexB(5):Toluene efflux pump membrane transporter TtgB(3):Solvent-resistant pump membrane transporter SrpB(2)","acrB(289):mepB(66):NA(33):acrF(9):mexB(5):ttgB(3):srpB(2)",129,3177,2794.89,601,1,"RAC06_03452","(MA01_03406:MA01_03407)"
"g001494_1_000005","g001494_1","fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI",80,17,311,1,1,1,0,0,0,0,311,"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI(311)","fabI(311)",819,819,819,602,1,"RAC06_01674","MA01_00742"
"g000254_000001","g000254","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",60,65,311,1,1,1,0,0,0,0,311,"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(311)","mnmC(311)",654,891,712.22,603,1,"RAC06_04202","MA01_02638"
"g003414_000003","g003414","tsf","Elongation factor Ts",80,22,311,1,1,1,1,0,1,0,311,"Elongation factor Ts(312)","tsf(312)",357,927,924.16,604,1,"RAC06_00752","MA01_01663"
"g004501_000003","g004501","aroH","Phospho-2-dehydro-3-deoxyheptonate aldolase",80,16,311,1,1,1,0,0,0,0,311,"Phospho-2-dehydro-3-deoxyheptonate aldolase(311)","aroH(311)",1374,1500,1379.21,605,1,"RAC06_00341","MA01_02044"
"g000144_000001","g000144","miaA","tRNA dimethylallyltransferase",60,77,311,1,1,2,1,1,1,1,312,"tRNA dimethylallyltransferase(313)","miaA(313)",219,924,890.19,606,1,"RAC06_00259","MA01_02126"
"g000188_1_000002","g000188_1","ocd","Ornithine cyclodeaminase",70,65,311,1.62,1,4,3,171,3,193,504,"Ornithine cyclodeaminase(506):Alanine dehydrogenase(1)","ocd(506):ala(1)",417,1152,1050.05,607,1,"RAC06_02217","MA01_00203"
"g000972","g000972",NA,"26 kDa periplasmic immunogenic protein",50,44,311,1,1,1,0,0,0,0,311,"26 kDa periplasmic immunogenic protein(311)","NA(311)",735,747,743.87,608,1,"RAC06_00145","MA01_02240"
"g003851_000003","g003851","amn","AMP nucleosidase",80,20,311,1,1,1,0,0,0,0,311,"AMP nucleosidase(311)","amn(311)",1488,1515,1506.55,609,1,"RAC06_01328","MA01_01091"
"g001573_000001","g001573","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",60,36,310,1,1,2,0,1,0,1,311,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(215):Maltose/maltodextrin import ATP-binding protein MalK(96)","ugpC(215):malK(96)",615,1122,1077.03,610,1,"RAC06_02734","MA01_04130"
"g002871_000002","g002871","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",70,18,310,1,1,2,2,1,2,1,311,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(206):Trehalose import ATP-binding protein SugC(103):Vitamin B12 import ATP-binding protein BtuD(3):Energy-coupling factor transporter ATP-binding protein EcfA1(1)","ugpC(206):sugC(103):btuD(3):ecfA1(1)",207,1095,1067.8,610,2,"RAC06_02733","MA01_04131"
"g004648_000003","g004648","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",80,17,310,1,1,2,0,1,0,1,311,"sn-glycerol-3-phosphate transport system permease protein UgpA(162):Trehalose transport system permease protein SugA(115):hypothetical protein(30):Lactose transport system permease protein LacF(3):L-arabinose transport system permease protein AraP(1)","ugpA(162):sugA(115):NA(30):lacF(3):araP(1)",867,888,872.01,610,3,"RAC06_02732","MA01_04132"
