"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AF310","CFBP5473","CFBP5477"
"g004695_000003","g004695","lon","Lon protease",80,16,311,1,1,1,0,0,0,0,311,"Lon protease(311)","lon(311)",1590,2421,2416.62,313,1,"AF310_00024","CFBP5473_01862","CFBP5477_03393"
"g006205_000003","g006205","hupB","DNA-binding protein HRL18",80,12,311,1,1,1,0,0,0,0,311,"DNA-binding protein HRL18(159):DNA-binding protein HRL53(82):DNA-binding protein HRm(70)","NA(241):hupB(70)",276,276,276,313,2,"AF310_00025","CFBP5473_01861","CFBP5477_03392"
"g003433_000002","g003433","pcaH","Protocatechuate 3%2C4-dioxygenase beta chain",70,21,311,1.01,1,2,1,2,1,2,313,"Protocatechuate 3%2C4-dioxygenase beta chain(313):hypothetical protein(1)","pcaH(313):NA(1)",198,750,739.52,314,1,"AF310_03525","CFBP5473_03176","CFBP5477_04613"
"g001662_000001","g001662","pcaG","Protocatechuate 3%2C4-dioxygenase alpha chain",60,33,311,1.01,1,2,1,2,1,2,313,"Protocatechuate 3%2C4-dioxygenase alpha chain(313):hypothetical protein(1)","pcaG(313):NA(1)",204,621,614.48,314,2,"AF310_03524","CFBP5473_03175","CFBP5477_04612"
"g002874_000003","g002874","truB","tRNA pseudouridine synthase B",80,26,311,1,1,1,0,0,0,0,311,"tRNA pseudouridine synthase B(310):hypothetical protein(1)","truB(310):NA(1)",138,948,938.04,315,1,"AF310_01717","CFBP5473_00059","CFBP5477_01297"
"g003812_000002","g003812","rbfA","Ribosome-binding factor A",70,20,311,1,1,1,0,0,0,0,311,"Ribosome-binding factor A(311)","rbfA(311)",405,429,417.13,315,2,"AF310_01718","CFBP5473_00060","CFBP5477_01298"
"g000227","g000227","cobD","Cobalamin biosynthesis protein CobD",50,70,311,1,1,1,1,0,1,0,311,"Cobalamin biosynthesis protein CobD(246):Cobalamin biosynthesis protein CbiB(65):hypothetical protein(1)","cobD(246):cbiB(65):NA(1)",144,1086,962.89,316,1,"AF310_00625","CFBP5473_00270","CFBP5477_01508"
"g000249","g000249","cobQ","Cobyric acid synthase",50,68,311,1,1,1,0,0,0,0,311,"Cobyric acid synthase(311)","cobQ(311)",1362,1458,1454.6,316,2,"AF310_00626","CFBP5473_00271","CFBP5477_01509"
"g000605","g000605",NA,"hypothetical protein",50,50,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",777,993,852.78,317,1,"AF310_03945","CFBP5473_00693","CFBP5477_02159"
"g003792_000003","g003792","yebC","putative transcriptional regulatory protein",80,21,311,1,1,1,1,0,1,0,311,"putative transcriptional regulatory protein(311):transcriptional regulatory protein YebC(1)","NA(311):yebC(1)",330,849,746.77,317,2,"AF310_03947","CFBP5473_00695","CFBP5477_02161"
"g004552_000002","g004552","nqo5","NADH-quinone oxidoreductase chain 5",70,17,311,1,1,1,0,0,0,0,311,"NADH-quinone oxidoreductase chain 5(311)","nqo5(311)",603,603,603,318,1,"AF310_00036","CFBP5473_01850","CFBP5477_03381"
"g007262_000003","g007262","nuoD","NADH-quinone oxidoreductase subunit D",80,9,311,1,1,1,0,0,0,0,311,"NADH-quinone oxidoreductase subunit D(311)","nuoD(311)",1191,1245,1191.35,318,2,"AF310_00038","CFBP5473_01848","CFBP5477_03379"
"g001839_000001","g001839","bamA","Outer membrane protein assembly factor BamA",60,33,311,1.01,1,2,0,4,0,4,315,"Outer membrane protein assembly factor BamA(315)","bamA(315)",2220,2355,2329.5,319,1,"AF310_00436","CFBP5473_01448","CFBP5477_02940"
"g000597_000001","g000597","lpxD","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ",60,51,311,1,1,1,309,0,309,0,311,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ(309):UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase(226):UDP-3-O-acylglucosamine N-acyltransferase(85)","lpxD(311):fabZ(309)",465,1527,770.68,319,2,"(AF310_00434:AF310_00435)","(CFBP5473_01449:CFBP5473_01450)","(CFBP5477_02941:CFBP5477_02942)"
"g001050_1_000003","g001050_1","glpK","Glycerol kinase",70,26,311,1,1,2,0,1,0,1,312,"Glycerol kinase(312)","glpK(312)",1494,1536,1497.97,320,1,"AF310_04075","CFBP5473_00782","CFBP5477_02244"
"g000984_000002","g000984","lig","DNA ligase",70,40,311,1,1,1,0,0,0,0,311,"DNA ligase(311)","lig(311)",1614,1638,1627.6,320,2,"AF310_02906","CFBP5473_02289","CFBP5477_00651"
"g000663","g000663","iolC","5-dehydro-2-deoxygluconokinase",50,49,311,1.09,1,2,4,27,4,27,338,"5-dehydro-2-deoxygluconokinase(338):hypothetical protein(4)","iolC(338):NA(4)",147,1995,1882.47,321,1,"AF310_02470;AF310_04242","CFBP5473_03973;CFBP5473_04375","CFBP5477_04134"
"g000489_000001","g000489","iolD","3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase",60,48,311,1.08,1,2,2,25,2,25,336,"3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(338)","iolD(338)",480,1851,1822.22,321,2,"AF310_02471;AF310_04243","CFBP5473_03972;CFBP5473_04376","CFBP5477_04133"
"g001915_000001","g001915",NA,"hypothetical protein",60,30,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",333,783,695.25,322,1,"AF310_00207","CFBP5473_01678","CFBP5477_03206"
"g000891","g000891",NA,"hypothetical protein",50,45,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",921,1020,979.33,322,2,"AF310_00206","CFBP5473_01679","CFBP5477_03207"
"g001700","g001700",NA,"hypothetical protein",50,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",303,342,321.94,323,1,"AF310_03108","CFBP5473_01946","CFBP5477_03504"
"g001865_000001","g001865","ilvA","L-threonine dehydratase biosynthetic IlvA",60,33,311,1,1,2,1,1,1,1,312,"L-threonine dehydratase biosynthetic IlvA(312):hypothetical protein(2)","ilvA(312):NA(2)",153,1377,1254.7,323,2,"AF310_03109","CFBP5473_01947","CFBP5477_03505"
"g000874_000003","g000874","purD","Phosphoribosylamine--glycine ligase",80,45,311,1,1,1,0,0,0,0,311,"Phosphoribosylamine--glycine ligase(311)","purD(311)",1269,1281,1273.66,324,1,"AF310_01075","CFBP5473_02424","CFBP5477_00800"
"g002338_000002","g002338","yhgF","Protein YhgF",70,29,311,1,1,1,1,0,1,0,311,"Protein YhgF(312)","yhgF(312)",948,2325,2310.05,324,2,"AF310_01076","CFBP5473_02423","CFBP5477_00799"
"g001806","g001806",NA,"hypothetical protein",50,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",381,420,394.67,325,1,"AF310_04499","CFBP5473_02371","CFBP5477_00753"
"g000863","g000863",NA,"hypothetical protein",50,46,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,786,753.44,325,2,"AF310_04498","CFBP5473_02370","CFBP5477_00752"
"g001462_000003","g001462",NA,"hypothetical protein",80,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",396,546,426.96,326,1,"AF310_03018","CFBP5473_00883","CFBP5477_02345"
"g000322","g000322",NA,"hypothetical protein",50,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",333,468,378.24,326,2,"AF310_03017","CFBP5473_00884","CFBP5477_02346"
"g000579_000001","g000579","yfiH","Polyphenol oxidase",60,53,311,1,1,1,1,0,1,0,311,"Polyphenol oxidase(311):hypothetical protein(1)","yfiH(265):rl5(46):NA(1)",186,831,794.56,327,1,"AF310_01427","CFBP5473_00973","CFBP5477_02449"
"g001986_000002","g001986","doeA","Ectoine hydrolase",70,32,311,1,1,1,2,0,2,0,311,"Ectoine hydrolase(309):hypothetical protein(4)","doeA(309):NA(4)",306,1155,1145.14,327,2,"AF310_01426","CFBP5473_00972","CFBP5477_02448"
"g005375_000003","g005375",NA,"2-haloacrylate reductase",80,14,311,1,1,1,0,0,0,0,311,"2-haloacrylate reductase(311)","NA(311)",1029,1029,1029,328,1,"AF310_03086","CFBP5473_01924","CFBP5477_03485"
"g001646_000002","g001646","lpxL","Lipid A biosynthesis lauroyltransferase",70,35,311,1.01,1,2,0,2,0,2,313,"Lipid A biosynthesis lauroyltransferase(112):Lipid A biosynthesis myristoyltransferase 2(82):Lipid A biosynthesis myristoyltransferase(72):Lipid A biosynthesis myristoyltransferase 1(47)","lpxL(112):lpxM2(82):lpxM(72):lpxM1(47)",621,972,930.68,328,2,"AF310_03085","CFBP5473_01923","CFBP5477_03484"
"g001767_000002","g001767","ureE","Urease accessory protein UreE",70,29,311,1,1,1,0,0,0,0,311,"Urease accessory protein UreE(235):Urease accessory protein UreE 1(76)","ureE(235):ureE1(76)",462,810,501.26,329,1,"AF310_03025","CFBP5473_00876","CFBP5477_02338"
"g000091","g000091","ureF","Urease accessory protein UreF",50,87,311,1,1,1,0,0,0,0,311,"Urease accessory protein UreF(311)","ureF(311)",624,735,678.88,329,2,"AF310_03024","CFBP5473_00877","CFBP5477_02339"
"g005680_000004","g005680","cytR","HTH-type transcriptional repressor CytR",90,13,311,1,1,2,1,1,1,1,312,"HTH-type transcriptional repressor CytR(311):Maltose regulon regulatory protein MalI(1):HTH-type transcriptional repressor PurR(1)","cytR(311):malI(1):purR(1)",255,1041,1019.88,330,1,"AF310_02765","CFBP5473_00580","CFBP5477_02019"
"g000531_000001","g000531","ghrB","2-ketogluconate reductase",60,51,311,1,1,2,0,1,0,1,312,"2-ketogluconate reductase(308):Glyoxylate/hydroxypyruvate reductase B(4)","NA(308):ghrB(4)",957,1029,964.44,330,2,"AF310_02766","CFBP5473_00581","CFBP5477_02020"
"g002861_000002","g002861","rimP","Ribosome maturation factor RimP",70,26,311,1,1,1,0,0,0,0,311,"Ribosome maturation factor RimP(311)","rimP(311)",393,789,606.7,331,1,"AF310_01723","CFBP5473_00065","CFBP5477_01302"
"g005906_000004","g005906","nusA","Transcription termination/antitermination protein NusA",90,12,311,1,1,1,2,0,2,0,311,"Transcription termination/antitermination protein NusA(311):hypothetical protein(2)","nusA(311):NA(2)",282,1623,1603.08,331,2,"(AF310_01721:AF310_01722)","(CFBP5473_00063:CFBP5473_00064)","CFBP5477_01301"
"g002416_1_000007","g002416_1","parA","Chromosome partitioning protein ParA",80,24,311,1,1,1,0,0,0,0,311,"Chromosome partitioning protein ParA(311)","parA(311)",792,867,796.3,332,1,"AF310_00608","CFBP5473_00253","CFBP5477_01491"
"g002759_000003","g002759","parB","Chromosome-partitioning protein ParB",80,23,311,1,1,1,0,0,0,0,311,"Chromosome-partitioning protein ParB(311)","parB(311)",786,885,882.2,332,2,"AF310_00609","CFBP5473_00254","CFBP5477_01492"
"g001538_000002","g001538","cinA","hypothetical protein",70,36,311,1,1,1,2,0,2,0,311,"hypothetical protein(312):Putative competence-damage inducible protein(1)","NA(312):cinA(1)",255,846,778.17,333,1,"AF310_00127","CFBP5473_01759","CFBP5477_03288"
"g002610","g002610",NA,"hypothetical protein",50,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",189,846,841.78,333,2,"AF310_00126","CFBP5473_01760","CFBP5477_03289"
"g000469_000002","g000469","yggS","Pyridoxal phosphate homeostasis protein",70,56,311,1,1,1,0,0,0,0,311,"Pyridoxal phosphate homeostasis protein(311)","NA(209):yggS(102)",660,660,660,334,1,"AF310_00641","CFBP5473_00286","CFBP5477_01524"
"g001731_000003","g001731","leuS","Leucine--tRNA ligase",80,34,311,1,1,1,4,0,4,0,311,"Leucine--tRNA ligase(315)","leuS(315)",567,2631,2597.54,334,2,"AF310_00642","CFBP5473_00287","CFBP5477_01525"
"g002068_000002","g002068","ppdK","Pyruvate%2C phosphate dikinase",70,23,311,1,1,2,5,1,5,1,312,"Pyruvate%2C phosphate dikinase(313):hypothetical protein(4)","ppdK(313):NA(4)",141,2994,2661.14,335,1,"AF310_02948","CFBP5473_02332","CFBP5477_00716"
"g001318_000003","g001318","smc","Chromosome partition protein Smc",80,33,311,1,1,2,2,1,2,1,312,"Chromosome partition protein Smc(314)","smc(314)",192,3519,3432.47,335,2,"AF310_02954","CFBP5473_02338","CFBP5477_00721"
"g004050_000003","g004050","gltB","Ferredoxin-dependent glutamate synthase 1",80,18,311,1,1,1,2,0,2,0,311,"Ferredoxin-dependent glutamate synthase 1(311):hypothetical protein(2)","gltB(311):NA(2)",1062,4755,4706.12,336,1,"AF310_02819","CFBP5473_00634","CFBP5477_02096"
"g004083_000004","g004083","gltD","Glutamate synthase [NADPH] small chain",90,16,311,1,1,1,1,0,1,0,311,"Glutamate synthase [NADPH] small chain(312)","gltD(312)",666,1458,1447.33,336,2,"AF310_02816","CFBP5473_00631","CFBP5477_02093"
"g001610_1_000001","g001610_1","rcsC","Sensor histidine kinase RcsC",60,29,311,1,1,2,6,1,6,1,312,"Sensor histidine kinase RcsC(312):hypothetical protein(6)","rcsC(312):NA(6)",222,3408,3317.11,337,1,"AF310_03044","CFBP5473_00857","CFBP5477_02319"
"g001732","g001732","cheB","Chemotaxis response regulator protein-glutamate methylesterase",50,33,311,1,1,1,1,0,1,0,311,"Chemotaxis response regulator protein-glutamate methylesterase(254):Sensor histidine kinase RcsC(57):hypothetical protein(1)","cheB(254):rcsC(57):NA(1)",696,1239,931.49,337,2,"AF310_03045","CFBP5473_00856","CFBP5477_02318"
"g002074_000001","g002074","gdh","NAD-specific glutamate dehydrogenase",60,31,311,1,1,1,0,0,0,0,311,"NAD-specific glutamate dehydrogenase(311)","gdh(235):gdhB(76)",4410,4842,4774.8,338,1,"AF310_00660","CFBP5473_00305","CFBP5477_01543"
"g000673_000002","g000673",NA,"hypothetical protein",70,47,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",498,1440,1370.83,338,2,"AF310_00661","CFBP5473_00306","CFBP5477_01544"
"g002263_000003","g002263","hemB","Delta-aminolevulinic acid dehydratase",80,28,311,1,1,1,1,0,1,0,311,"Delta-aminolevulinic acid dehydratase(312)","hemB(312)",483,1020,1010.81,339,1,"AF310_03578","CFBP5473_04137","CFBP5477_04345"
"g002959_000002","g002959",NA,"hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",459,459,459,339,2,"AF310_03577","CFBP5473_04136","CFBP5477_04344"
"g002634_1_000005","g002634_1",NA,"hypothetical protein",80,26,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",294,3831,3780.88,340,1,"AF310_00539","CFBP5473_01345","CFBP5477_02838"
"g001434_1_000010","g001434_1","gpt","Xanthine phosphoribosyltransferase",80,19,311,1,1,1,0,0,0,0,311,"Xanthine phosphoribosyltransferase(311)","gpt(311)",498,792,529.58,340,2,"AF310_00537","CFBP5473_01347","CFBP5477_02840"
"g001631_000002","g001631","recF","DNA replication and repair protein RecF",70,34,311,1,1,1,0,0,0,0,311,"DNA replication and repair protein RecF(311)","recF(311)",1125,1173,1127.46,341,1,"AF310_01706","CFBP5473_00048","CFBP5477_01286"
"g000860_000002","g000860","moeZ","putative adenylyltransferase/sulfurtransferase MoeZ",70,45,311,1,1,1,0,0,0,0,311,"putative adenylyltransferase/sulfurtransferase MoeZ(311)","moeZ(311)",753,831,775.23,341,2,"AF310_01707","CFBP5473_00049","CFBP5477_01287"
"g000901_000001","g000901","lpxI","UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI",60,42,311,1,1,1,0,0,0,0,311,"UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI(311)","lpxI(311)",822,894,876.04,342,1,"AF310_00432","CFBP5473_01452","CFBP5477_02944"
"g000378_000001","g000378","lpxB","Lipid-A-disaccharide synthase",60,57,311,1,1,1,0,0,0,0,311,"Lipid-A-disaccharide synthase(311)","lpxB(311)",1173,1206,1182.6,342,2,"AF310_00431","CFBP5473_01453","CFBP5477_02945"
"g000689_000001","g000689","rnhB","Ribonuclease HII",60,48,311,1,1,2,1,1,1,1,312,"Ribonuclease HII(277):hypothetical protein(34):Ribonuclease HIII(2)","rnhB(277):NA(34):rnhC(2)",219,915,671.3,343,1,"AF310_01052","CFBP5473_02447","CFBP5477_00820"
"g002732_000002","g002732","atpF","ATP synthase subunit b",70,27,311,1,1,2,0,1,0,1,312,"ATP synthase subunit b(312)","atpF(312)",480,492,487.52,343,2,"AF310_01050","CFBP5473_02449","CFBP5477_00824"
"g005240_000004","g005240","carB","Carbamoyl-phosphate synthase large chain",90,13,311,1,1,1,3,0,3,0,311,"Carbamoyl-phosphate synthase large chain(314)","carB(314)",1059,3489,3446.77,344,1,"AF310_01471","CFBP5473_01017","CFBP5477_02494"
"g005115_000003","g005115","greA","Transcription elongation factor GreA",80,15,311,1,1,1,0,0,0,0,311,"Transcription elongation factor GreA(311)","greA(311)",477,477,477,344,2,"AF310_01465","CFBP5473_01011","CFBP5477_02488"
"g000170_1_000006","g000170_1","ibpA","Small heat shock protein IbpA",70,24,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(311)","ibpA(311)",465,486,475.73,345,1,"AF310_02804","CFBP5473_00619","CFBP5477_02082"
"g001430","g001430","pldB","Lysophospholipase L2",50,37,311,1,1,1,0,0,0,0,311,"Lysophospholipase L2(309):hypothetical protein(2)","pldB(309):NA(2)",846,1158,963.96,345,2,"AF310_02803","CFBP5473_00618","CFBP5477_02081"
"g002242","g002242","flhB","Flagellar biosynthetic protein FlhB",50,30,311,1,1,1,1,0,1,0,311,"Flagellar biosynthetic protein FlhB(303):hypothetical protein(9)","flhB(303):NA(9)",408,1137,1077.22,346,1,"AF310_00867","CFBP5473_02632","CFBP5477_00980"
"g002175_000001","g002175",NA,"hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",363,450,437.48,346,2,"AF310_00866","CFBP5473_02633","CFBP5477_00981"
"g000723_000003","g000723",NA,"hypothetical protein",80,49,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,744,571.67,347,1,"AF310_01378","CFBP5473_00924","CFBP5477_02401"
"g005956_000003","g005956","gltA","Citrate synthase",80,11,311,1.01,1,2,0,2,0,2,313,"Citrate synthase(313)","gltA(310):aarA(3)",1290,1308,1290.06,348,1,"AF310_00179","CFBP5473_01706","CFBP5477_03233"
"g000824_1_000010","g000824_1","phaA","Acetyl-CoA acetyltransferase",80,40,311,1.09,1,3,1,27,1,28,339,"Acetyl-CoA acetyltransferase(340)","phaA(340)",441,1188,1176.37,349,1,"AF310_00663","CFBP5473_00308","CFBP5477_01546"
"g004827_000002","g004827",NA,"hypothetical protein",70,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",573,579,575.22,350,1,"AF310_00662","CFBP5473_00307","CFBP5477_01545"
"g000116","g000116","def","Peptide deformylase",50,80,311,1,1,1,0,0,0,0,311,"Peptide deformylase(311)","def(311)",486,594,495.96,351,1,"AF310_00199","CFBP5473_01686","CFBP5477_03214"
"g004209_000003","g004209",NA,"hypothetical protein",80,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,708,702.5,352,1,"AF310_00706","CFBP5473_00351","CFBP5477_01589"
"g004055_000003","g004055","yheS","putative ABC transporter ATP-binding protein YheS",80,19,311,1,1,1,0,0,0,0,311,"putative ABC transporter ATP-binding protein YheS(311)","yheS(311)",1284,1917,1622.74,353,1,"AF310_02479","CFBP5473_03123","CFBP5477_04560"
"g003198_000002","g003198",NA,"hypothetical protein",70,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",603,675,611.66,354,1,"AF310_02974","CFBP5473_02358","CFBP5477_00741"
"g001985_000002","g001985","pepF1","hypothetical protein",70,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(280):Oligoendopeptidase F%2C plasmid(31)","NA(280):pepF1(31)",1845,1884,1853.88,355,1,"AF310_02830","CFBP5473_00645","CFBP5477_02110"
"g001153_000003","g001153","comM","Competence protein ComM",80,29,311,1,1,1,61,0,61,0,311,"Competence protein ComM(370):hypothetical protein(11)","comM(370):NA(11)",216,1632,1250.96,356,1,"AF310_01890","CFBP5473_03861","CFBP5477_04024"
"g003500_000002","g003500","glnD","Bifunctional uridylyltransferase/uridylyl-removing enzyme",70,22,311,1,1,1,3,0,3,0,311,"Bifunctional uridylyltransferase/uridylyl-removing enzyme(314)","glnD(314)",675,2931,2810.37,357,1,"AF310_01630","CFBP5473_02846","CFBP5477_01210"
"g002195_000001","g002195","ndvB","Cyclic beta-(1%2C2)-glucan synthase NdvB",60,26,311,1.01,1,2,2,4,2,4,315,"Cyclic beta-(1%2C2)-glucan synthase NdvB(317)","ndvB(317)",309,8547,8366.64,358,1,"AF310_00640","CFBP5473_00285","CFBP5477_01523"
"g000284","g000284","dmsA","Dimethyl sulfoxide reductase DmsA",50,65,311,1,1,1,108,0,108,0,311,"Dimethyl sulfoxide reductase DmsA(181):Putative dimethyl sulfoxide reductase chain YnfE(112):GDP-mannose pyrophosphatase NudK(108):putative dimethyl sulfoxide reductase chain YnfF(17):Nitrate reductase(1)","dmsA(181):ynfE(112):nudK(108):ynfF(17):napA(1)",594,2817,1772.36,359,1,"AF310_03555","CFBP5473_04114","CFBP5477_04321"
"g001104_000002","g001104","aroA","3-phosphoshikimate 1-carboxyvinyltransferase",70,40,311,1,1,1,0,0,0,0,311,"3-phosphoshikimate 1-carboxyvinyltransferase(311)","aroA(311)",1185,1302,1269.22,360,1,"AF310_01066","CFBP5473_02433","CFBP5477_00806"
"g002190_000002","g002190","srmB","ATP-dependent RNA helicase SrmB",70,29,311,1,1,1,3,0,3,0,311,"ATP-dependent RNA helicase SrmB(175):ATP-dependent RNA helicase RhlB(133):hypothetical protein(6)","srmB(175):rhlB(133):NA(6)",636,2637,2497.34,361,1,"AF310_04277","CFBP5473_02707","CFBP5477_01034"
"g002680_000001","g002680","sasA","Adaptive-response sensory-kinase SasA",60,27,311,1,1,1,0,0,0,0,311,"Adaptive-response sensory-kinase SasA(231):Sensor histidine kinase RcsC(80)","sasA(231):rcsC(80)",1530,1536,1534.42,362,1,"AF310_03274","CFBP5473_01305","CFBP5477_02797"
"g002741_000002","g002741",NA,"hypothetical protein",70,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1062,1107,1098.1,363,1,"AF310_01807","CFBP5473_00149","CFBP5477_01387"
"g001994","g001994",NA,"hypothetical protein",50,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",579,774,591.29,364,1,"AF310_04744","CFBP5473_01892","CFBP5477_03454"
"g000128_1_000002","g000128_1",NA,"hypothetical protein",60,29,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",447,621,610.58,365,1,"AF310_01918","CFBP5473_03833","CFBP5477_04010"
"g001611_1_000001","g001611_1","qseB","Transcriptional regulatory protein QseB",60,27,311,1.01,1,2,0,2,0,2,313,"Transcriptional regulatory protein QseB(178):Swarming motility regulation protein RssB(134):Transcriptional regulatory protein BasR(1)","qseB(178):rssB(134):basR(1)",630,762,658.97,366,1,"AF310_01290","CFBP5473_03540","CFBP5477_03693"
"g000466_000002","g000466",NA,"hypothetical protein",70,55,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",156,483,418.76,367,1,"AF310_01484","CFBP5473_01030","CFBP5477_02511"
"g005014_1_000005","g005014_1","ilvD","Dihydroxy-acid dehydratase",80,12,311,1,1,1,1,0,1,0,311,"Dihydroxy-acid dehydratase(312)","ilvD(312)",567,1884,1831.2,368,1,"AF310_03296","CFBP5473_01283","CFBP5477_02774"
"g004472_000003","g004472","menF","Isochorismate synthase MenF",80,17,311,1,1,1,0,0,0,0,311,"Isochorismate synthase MenF(306):Carbamoyl-phosphate synthase small chain(5)","menF(306):carA(5)",2190,2190,2190,369,1,"AF310_04626","CFBP5473_00813","CFBP5477_02275"
"g004197_1_000003","g004197_1","yieH","6-phosphogluconate phosphatase",70,18,311,1,1,1,0,0,0,0,311,"6-phosphogluconate phosphatase(311)","yieH(311)",684,759,691.1,370,1,"AF310_02965","CFBP5473_02349","CFBP5477_00732"
"g002045_000002","g002045","sppA","hypothetical protein",70,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(289):Putative signal peptide peptidase SppA(22)","NA(289):sppA(22)",642,882,864.41,371,1,"AF310_01063","CFBP5473_02436","CFBP5477_00809"
"g000026","g000026","soxA","Monomeric sarcosine oxidase",50,137,311,1.58,1,3,1,176,1,179,490,"Monomeric sarcosine oxidase(486):hypothetical protein(4):N-methyl-L-tryptophan oxidase(1)","soxA(486):NA(4):solA(1)",237,1197,1179.38,372,1,"AF310_01539;AF310_01542","CFBP5473_01085;CFBP5473_01088","CFBP5477_02566;CFBP5477_02569;CFBP5477_02570"
"g003298_000003","g003298","lexA","LexA repressor",80,24,311,1,1,1,0,0,0,0,311,"LexA repressor(311)","lexA(311)",366,792,721.81,373,1,"AF310_00183","CFBP5473_01702","CFBP5477_03229"
"g001424","g001424","hisC","Histidinol-phosphate aminotransferase",50,36,311,1,1,2,0,1,0,1,312,"Histidinol-phosphate aminotransferase(159):hypothetical protein(138):Vitamin B6 salvage pathway transcriptional repressor PtsJ(8):HTH-type transcriptional regulator TauR(7)","hisC(159):NA(138):ptsJ(8):tauR(7)",702,1443,1413.46,374,1,"AF310_00535","CFBP5473_01349","CFBP5477_02842"
"g001726_000003","g001726","dapb1","Dipeptidyl aminopeptidase BI",80,29,311,1,1,1,3,0,3,0,311,"Dipeptidyl aminopeptidase BI(311):Protease 2(3)","dapb1(311):ptrB(3)",246,2196,2098.85,375,1,"AF310_04890","CFBP5473_02234","CFBP5477_00598"
"g000121","g000121",NA,"hypothetical protein",50,77,311,1.27,1,3,3,80,3,84,395,"hypothetical protein(398)","NA(398)",174,651,568.48,376,1,"AF310_00318","CFBP5473_01567","CFBP5477_03090"
"g000556","g000556","cobH","Precorrin-8X methylmutase",50,53,311,1,1,1,2,0,2,0,311,"Precorrin-8X methylmutase(260):hypothetical protein(53)","cobH(260):NA(53)",633,1764,801.67,377,1,"AF310_00632","CFBP5473_00277","CFBP5477_01515"
"g003240_000003","g003240",NA,"hypothetical protein",80,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,513,510.82,378,1,"AF310_03406","CFBP5473_01153","CFBP5477_02637"
"g002943_000001","g002943",NA,"hypothetical protein",60,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",366,396,377.35,379,1,"AF310_00936","CFBP5473_02563","CFBP5477_00938"
"g000155","g000155","menF","Isochorismate synthase MenF",50,74,311,1,1,1,0,0,0,0,311,"Isochorismate synthase MenF(216):Aminodeoxychorismate synthase component 1(95)","menF(216):pabB(95)",927,1254,1156.56,380,1,"AF310_00395","CFBP5473_01489","CFBP5477_03011"
"g000138_1_000001","g000138_1","gntK","Gluconokinase",60,49,311,1,1,1,0,0,0,0,311,"Gluconokinase(260):Thermoresistant gluconokinase(51)","NA(260):gntK(51)",504,546,520.36,381,1,"AF310_01683","CFBP5473_00025","CFBP5477_01263"
"g002378_000001","g002378","ycaD","putative MFS-type transporter YcaD",60,25,311,1,1,1,1,0,1,0,311,"putative MFS-type transporter YcaD(312)","ycaD(312)",444,1296,1280.08,382,1,"AF310_03926","CFBP5473_00674","CFBP5477_02140"
