"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","TR3","Eu2_1NK","Eu3_2RS","A19_93","AS1A61","Eu3_2NK"
"g001089","g001089","dctB","C4-dicarboxylate transport sensor protein DctB",50,41,309,1,1,1,0,0,0,0,309,"C4-dicarboxylate transport sensor protein DctB(309)","dctB(309)",1710,2010,1844.3,760,1,"TR3_03739","Eu2_1NK_01826","Eu3_2RS_02608","A19_93_03143","AS1A61_02467","Eu3_2NK_00142"
"g001762_1_000005","g001762_1","dctA","C4-dicarboxylate transport protein",70,22,309,1.01,1,2,0,2,0,2,311,"C4-dicarboxylate transport protein(310):hypothetical protein(1)","dctA(310):NA(1)",135,1350,1332.01,760,2,"TR3_03738","Eu2_1NK_01825","Eu3_2RS_02607","A19_93_03142","AS1A61_02468","Eu3_2NK_00141"
"g001198","g001198","ydaF","hypothetical protein",50,40,309,1,1,1,2,0,2,0,309,"hypothetical protein(310):Putative ribosomal N-acetyltransferase YdaF(1)","NA(310):ydaF(1)",162,582,564.88,761,1,"TR3_04335","Eu2_1NK_03859","Eu3_2RS_00419","A19_93_00419","AS1A61_00462","Eu3_2NK_02313"
"g001180_1_000003","g001180_1","takP","Alpha-keto acid-binding periplasmic protein TakP",70,21,309,1,1,2,0,1,0,1,310,"Alpha-keto acid-binding periplasmic protein TakP(310)","takP(310)",1095,1161,1102.78,762,1,"TR3_04834","Eu2_1NK_02710","Eu3_2RS_05355","A19_93_05293","AS1A61_05098","Eu3_2NK_05237"
"g001475","g001475",NA,"hypothetical protein",50,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",828,864,828.73,763,1,"TR3_02738","Eu2_1NK_00798","Eu3_2RS_05081","A19_93_05022","AS1A61_04588","Eu3_2NK_04965"
"g000948","g000948","msrB","Peptide methionine sulfoxide reductase MsrB",50,41,309,1.05,1,3,0,13,0,15,324,"Peptide methionine sulfoxide reductase MsrB(324)","msrB(324)",408,534,425.3,764,1,"TR3_01909","Eu2_1NK_00199","Eu3_2RS_03568","A19_93_02944","AS1A61_02640","Eu3_2NK_03433"
"g000642_000001","g000642","mnaT","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",60,50,309,1.28,1,2,0,85,0,85,394,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase(238):L-amino acid N-acyltransferase MnaT(156)","NA(156):mnaT(156):pitA(75):yncA(7)",495,531,507.99,765,1,"TR3_01912","Eu2_1NK_00196","Eu3_2RS_03565","A19_93_02941","AS1A61_02643","Eu3_2NK_03430"
"g001109_000002","g001109","queA","S-adenosylmethionine:tRNA ribosyltransferase-isomerase",70,39,309,1,1,1,1,0,1,0,309,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase(310)","queA(310)",162,1155,1076.34,766,1,"TR3_02715","Eu2_1NK_00820","Eu3_2RS_05105","A19_93_05046","AS1A61_04564","Eu3_2NK_04989"
"g002157_000001","g002157","minC","Septum site-determining protein MinC",60,31,309,1,1,1,0,0,0,0,309,"Septum site-determining protein MinC(309)","minC(309)",726,888,747.49,767,1,"TR3_03761","Eu2_1NK_01848","Eu3_2RS_02630","A19_93_03165","AS1A61_02445","Eu3_2NK_00164"
"g006181_000003","g006181","secE","Protein translocase subunit SecE",80,9,309,1,1,1,0,0,0,0,309,"Protein translocase subunit SecE(309)","secE(309)",201,201,201,768,1,"TR3_00095","Eu2_1NK_01523","Eu3_2RS_01141","A19_93_01048","AS1A61_00972","Eu3_2NK_00735"
"g003204_000002","g003204",NA,"hypothetical protein",70,24,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",588,687,617.78,769,1,"TR3_04509","Eu2_1NK_02519","Eu3_2RS_00784","A19_93_00783","AS1A61_00097","Eu3_2NK_02678"
"g000361_000002","g000361","cmpC","Bicarbonate transport ATP-binding protein CmpC",70,60,309,1,1,1,0,0,0,0,309,"Bicarbonate transport ATP-binding protein CmpC(174):Nitrate transport protein NrtA(134):hypothetical protein(1)","cmpC(174):nrtA(134):NA(1)",549,1299,1278.69,770,1,"TR3_04976","Eu2_1NK_02836","Eu3_2RS_05230","A19_93_05168","AS1A61_05223","Eu3_2NK_05112"
"g002168","g002168","ygaV","hypothetical protein",50,31,309,1,1,1,0,0,0,0,309,"hypothetical protein(306):putative HTH-type transcriptional regulator YgaV(3)","NA(306):ygaV(3)",291,336,302.85,771,1,"TR3_04721","Eu2_1NK_02308","Eu3_2RS_00570","A19_93_00570","AS1A61_00311","Eu3_2NK_02464"
"g002886_000002","g002886","rhtB","Homoserine/homoserine lactone efflux protein",70,25,309,1,1,1,2,0,2,0,309,"Homoserine/homoserine lactone efflux protein(307):hypothetical protein(4)","rhtB(307):NA(4)",231,675,614.65,772,1,"TR3_03205","Eu2_1NK_03126","Eu3_2RS_03884","A19_93_02386","AS1A61_03141","Eu3_2NK_01839"
"g000423_000002","g000423",NA,"hypothetical protein",70,58,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",201,279,214.37,773,1,"TR3_02101","Eu2_1NK_04428","Eu3_2RS_01296","A19_93_04027","AS1A61_04062","Eu3_2NK_00889"
"g000112","g000112",NA,"hypothetical protein",50,80,309,1,1,1,4,0,4,0,309,"hypothetical protein(313)","NA(313)",228,591,565.1,774,1,"TR3_04447","Eu2_1NK_02582","Eu3_2RS_00940","A19_93_00847","AS1A61_00033","Eu3_2NK_02833"
"g001014","g001014","iolB","5-deoxy-glucuronate isomerase",50,43,309,1.08,1,2,0,24,0,24,333,"5-deoxy-glucuronate isomerase(333)","iolB(333)",741,1044,810.91,775,1,"TR3_00733;TR3_03817","Eu2_1NK_00973;Eu2_1NK_01905","Eu3_2RS_02687","A19_93_03222","AS1A61_02388","Eu3_2NK_00221"
"g000119_000001","g000119","purU","Formyltetrahydrofolate deformylase",60,77,309,1.94,1,5,2,210,2,292,601,"Formyltetrahydrofolate deformylase(603)","purU(603)",144,1038,836.26,776,1,"TR3_04486","Eu2_1NK_02542","Eu3_2RS_00807","A19_93_00806","AS1A61_00074","Eu3_2NK_02701"
"g002370_000003","g002370","garB","Glutathione amide reductase",80,29,309,1,1,1,0,0,0,0,309,"Glutathione amide reductase(309)","garB(309)",1386,1434,1388.23,777,1,"TR3_02899","Eu2_1NK_03583","Eu3_2RS_00148","A19_93_00148","AS1A61_00732","Eu3_2NK_03995"
"g000818","g000818","oprF","hypothetical protein",50,45,309,1,1,2,1,1,1,1,310,"hypothetical protein(310):Outer membrane porin F(1)","NA(310):oprF(1)",552,2637,2347.22,778,1,"TR3_02880","Eu2_1NK_03605","Eu3_2RS_00167","A19_93_00167","AS1A61_00713","Eu3_2NK_04014"
"g001996_000003","g001996",NA,"hypothetical protein",80,31,309,1,1,2,0,1,0,1,310,"hypothetical protein(310)","NA(310)",894,987,947.12,779,1,"TR3_04811","Eu2_1NK_02734","Eu3_2RS_05332","A19_93_05270","AS1A61_05121","Eu3_2NK_05214"
"g002914_1_000001","g002914_1","mcbR","HTH-type transcriptional regulator McbR",60,24,309,1,1,1,0,0,0,0,309,"HTH-type transcriptional regulator McbR(109):hypothetical protein(105):putative D-xylose utilization operon transcriptional repressor(88):HTH-type transcriptional repressor RspR(7)","mcbR(109):NA(105):gntR(88):rspR(7)",669,849,698.32,780,1,"TR3_01755","Eu2_1NK_00087","Eu3_2RS_03451","A19_93_02827","AS1A61_02757","Eu3_2NK_03316"
"g000290","g000290",NA,"hypothetical protein",50,65,309,1.27,1,3,3,82,3,84,393,"hypothetical protein(396)","NA(396)",480,1080,760.24,781,1,"TR3_02617","Eu2_1NK_03444","Eu3_2RS_00012","A19_93_00012","AS1A61_00868","Eu3_2NK_03859"
"g000333_000001","g000333","rutB","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB",60,62,309,1,1,2,0,1,0,1,310,"Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB(179):hypothetical protein(131)","rutB(179):NA(131)",558,594,567.79,782,1,"TR3_02927","Eu2_1NK_03083","Eu3_2RS_03842","A19_93_02344","AS1A61_03183","Eu3_2NK_01797"
"g001709_000001","g001709",NA,"putative protein",60,35,309,1,1,1,0,0,0,0,309,"putative protein(309)","NA(309)",813,828,820.21,783,1,"TR3_04580","Eu2_1NK_02449","Eu3_2RS_00716","A19_93_00715","AS1A61_00165","Eu3_2NK_02610"
"g001044","g001044",NA,"hypothetical protein",50,41,309,1,1,1,1,0,1,0,309,"hypothetical protein(310)","NA(310)",330,1785,1663.39,784,1,"TR3_02098","Eu2_1NK_04431","Eu3_2RS_01299","A19_93_04030","AS1A61_04059","Eu3_2NK_00892"
"g003376_000001","g003376","sbp","Sulfate-binding protein",60,23,309,1,1,1,0,0,0,0,309,"Sulfate-binding protein(309)","sbp(309)",1017,1155,1031.56,785,1,"TR3_01723","Eu2_1NK_00120","Eu3_2RS_03487","A19_93_02863","AS1A61_02721","Eu3_2NK_03352"
"g001736","g001736","clsA","putative cardiolipin synthase YwiE",50,34,309,1,1,1,0,0,0,0,309,"putative cardiolipin synthase YwiE(143):Cardiolipin synthase A(111):Major cardiolipin synthase ClsA(55)","clsA(166):ywiE(143)",1449,1578,1465.04,786,1,"TR3_03562","Eu2_1NK_01651","Eu3_2RS_02003","A19_93_01684","AS1A61_01572","Eu3_2NK_01966"
"g001154_000003","g001154","trmFO","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO",80,35,309,1,1,1,0,0,0,0,309,"Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO(309)","trmFO(309)",1377,1716,1453.53,787,1,"TR3_02837","Eu2_1NK_03649","Eu3_2RS_00211","A19_93_00211","AS1A61_00669","Eu3_2NK_04058"
"g001150_1_000003","g001150_1","ligA","DNA ligase",70,38,309,1,1,1,0,0,0,0,309,"DNA ligase(309)","ligA(309)",1905,2433,2170.73,788,1,"TR3_04301","Eu2_1NK_03893","Eu3_2RS_00455","A19_93_00455","AS1A61_00426","Eu3_2NK_02349"
"g001380_000002","g001380",NA,"hypothetical protein",70,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",210,345,220.35,789,1,"TR3_04324",NA,"Eu3_2RS_00430","A19_93_00430","AS1A61_00451","Eu3_2NK_02324"
"g002594_000001","g002594","rnpA","Ribonuclease P protein component",60,28,309,1,1,1,0,0,0,0,309,"Ribonuclease P protein component(242):hypothetical protein(67)","rnpA(242):NA(67)",195,414,348.63,790,1,"TR3_03197","Eu2_1NK_03134","Eu3_2RS_03892","A19_93_02394","AS1A61_03133","Eu3_2NK_01847"
"g001151_1_000002","g001151_1","yihS","Sulfoquinovose isomerase",70,36,309,1.01,1,2,1,2,1,2,311,"Sulfoquinovose isomerase(312)","yihS(311):NA(1)",567,2487,1251.68,791,1,"TR3_04764","Eu2_1NK_03963","Eu3_2RS_00527","A19_93_00527","AS1A61_00354","Eu3_2NK_02421"
"g000575_000001","g000575","dhfrIII","IS1595 family transposase ISSsu9",60,53,309,1,1,1,0,0,0,0,309,"IS1595 family transposase ISSsu9(286):Dihydrofolate reductase type 3(23)","NA(286):dhfrIII(23)",216,555,519.76,792,1,"TR3_04329","Eu2_1NK_03865","Eu3_2RS_00425","A19_93_00425","AS1A61_00456","Eu3_2NK_02319"
"g000063_1_000004","g000063_1","gbpR","HTH-type transcriptional regulator GbpR",70,28,309,1.02,1,2,41,5,41,5,314,"HTH-type transcriptional regulator GbpR(309):Beta-ketoadipyl-CoA thiolase(44):3-ketoacyl-CoA thiolase(2)","gbpR(309):pcaF(44):fadA(2)",840,1533,970.34,793,1,"TR3_03788","Eu2_1NK_01875","Eu3_2RS_02657","A19_93_03192","AS1A61_02418","Eu3_2NK_00191"
"g000526","g000526",NA,"hypothetical protein",50,53,309,1,1,1,2,0,2,0,309,"hypothetical protein(311)","NA(311)",171,1395,1091.2,794,1,"TR3_02227","Eu2_1NK_04608","Eu3_2RS_02386","A19_93_04205","AS1A61_03884","Eu3_2NK_02189"
"g001012_000001","g001012","allE","(S)-ureidoglycine aminohydrolase",60,42,309,1.02,1,3,2,6,2,7,316,"(S)-ureidoglycine aminohydrolase(312):hypothetical protein(6)","allE(312):NA(6)",183,837,809.17,795,1,"TR3_03774","Eu2_1NK_01861","Eu3_2RS_02643","A19_93_03178","AS1A61_02432","Eu3_2NK_00177"
"g001223_000001","g001223","mrpG","Na(+)/H(+) antiporter subunit G",60,39,309,1,1,1,0,0,0,0,309,"Na(+)/H(+) antiporter subunit G(308):hypothetical protein(1)","mrpG(308):NA(1)",234,366,346.76,796,1,"TR3_01902","Eu2_1NK_00206","Eu3_2RS_03575","A19_93_02951","AS1A61_02633","Eu3_2NK_03440"
"g001935_1_000003","g001935_1","hcaC","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit",80,32,309,1.02,1,2,0,7,0,7,316,"3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit(288):Assimilatory nitrite reductase [NAD(P)H] small subunit(25):hypothetical protein(3)","hcaC(288):nasE(25):NA(3)",330,348,335.72,797,1,"TR3_04971","Eu2_1NK_02841","Eu3_2RS_05225","A19_93_05163","AS1A61_05228","Eu3_2NK_05107"
"g002016_000001","g002016","alx","Putative membrane-bound redox modulator Alx",60,27,309,1,1,1,1,0,1,0,309,"Putative membrane-bound redox modulator Alx(310)","alx(310)",342,1014,980.87,798,1,"TR3_02894","Eu2_1NK_03588","Eu3_2RS_00153","A19_93_00153","AS1A61_00727","Eu3_2NK_04000"
"g002347","g002347","mprF","Phosphatidylglycerol lysyltransferase",50,27,309,1,1,1,2,0,2,0,309,"Phosphatidylglycerol lysyltransferase(308):hypothetical protein(3)","mprF(308):NA(3)",582,2640,2588.58,799,1,"TR3_03752","Eu2_1NK_01839","Eu3_2RS_02621","A19_93_03156","AS1A61_02454","Eu3_2NK_00155"
"g001752","g001752",NA,"hypothetical protein",50,34,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",1260,1437,1320.94,800,1,"TR3_03305","Eu2_1NK_03277","Eu3_2RS_03213","A19_93_02532","AS1A61_02995","Eu3_2NK_03078"
"g001083_000003","g001083","etfB","Electron transfer flavoprotein subunit beta",80,42,309,1.43,1,5,1,99,1,132,441,"Electron transfer flavoprotein subunit beta(441):Protein FixA(1)","etfB(441):fixA(1)",258,768,744.98,801,1,"TR3_00596","Eu2_1NK_04245;Eu2_1NK_05097","Eu3_2RS_04267","A19_93_03846","AS1A61_03695","Eu3_2NK_03725"
"g000236_1_000007","g000236_1","folD","Bifunctional protein FolD protein",80,51,309,1.39,1,4,0,78,0,122,431,"Bifunctional protein FolD protein(431)","folD(431)",153,936,798.44,802,1,"TR3_03265","Eu2_1NK_03317","Eu3_2RS_03253","A19_93_02629","AS1A61_02955","Eu3_2NK_03118"
"g001200_000001","g001200","chaC","Glutathione-specific gamma-glutamylcyclotransferase",60,40,309,1,1,1,0,0,0,0,309,"Glutathione-specific gamma-glutamylcyclotransferase(309)","chaC(309)",498,573,532.97,803,1,"TR3_00578","Eu2_1NK_04262","Eu3_2RS_04283","A19_93_03862","AS1A61_03711","Eu3_2NK_03741"
"g000239_1_000005","g000239_1","etfA","Electron transfer flavoprotein subunit alpha",80,64,309,1.52,1,5,0,107,0,160,469,"Electron transfer flavoprotein subunit alpha(469)","etfA(469)",126,960,859.41,804,1,"TR3_00595","Eu2_1NK_04246;Eu2_1NK_05096","Eu3_2RS_04268","A19_93_03847","AS1A61_03696","Eu3_2NK_03726"
"g001733_000001","g001733",NA,"hypothetical protein",60,34,308,1,1,2,3,1,3,1,309,"hypothetical protein(312)","NA(312)",165,1923,1886.45,805,1,"TR3_02198","Eu2_1NK_04637","Eu3_2RS_02357","A19_93_04234","AS1A61_03855","Eu3_2NK_02218"
"g004814_000002","g004814","dppB","Dipeptide transport system permease protein DppB",70,16,308,1,1,2,0,1,0,1,309,"Dipeptide transport system permease protein DppB(191):Glutathione transport system permease protein GsiC(67):Nickel transport system permease protein NikB(51)","dppB(191):gsiC(67):nikB(51)",999,999,999,805,2,"TR3_02199","Eu2_1NK_04636","Eu3_2RS_02358","A19_93_04233","AS1A61_03856","Eu3_2NK_02217"
"g002201_1_000003","g002201_1",NA,"hypothetical protein",70,27,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",1146,1191,1177.94,805,3,"TR3_02200","Eu2_1NK_04635","Eu3_2RS_02359","A19_93_04232","AS1A61_03857","Eu3_2NK_02216"
"g003020_000003","g003020","murG","hypothetical protein",80,24,308,1,1,2,2,1,2,1,309,"hypothetical protein(162):UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase(149)","NA(162):murG(149)",381,1302,1203.52,805,4,"TR3_02201","Eu2_1NK_04634","Eu3_2RS_02360","A19_93_04231","AS1A61_03858","Eu3_2NK_02215"
"g000382_000003","g000382","mshA","D-inositol-3-phosphate glycosyltransferase",80,40,308,1,1,2,6,1,6,1,309,"D-inositol-3-phosphate glycosyltransferase(308):hypothetical protein(6):GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase(1)","mshA(308):NA(6):pimB(1)",225,1341,1233.56,805,5,"TR3_02202","Eu2_1NK_04633","Eu3_2RS_02361","A19_93_04230","AS1A61_03859","Eu3_2NK_02214"
"g000561_000001","g000561","murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase",60,50,308,1.01,1,2,2,2,2,2,310,"UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase(310):hypothetical protein(2)","murG(310):NA(2)",489,1188,1146.17,805,6,"TR3_02203","Eu2_1NK_04632","Eu3_2RS_02362","A19_93_04229","AS1A61_03860","Eu3_2NK_02213"
"g001691_000001","g001691","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,35,308,1,1,2,0,1,0,1,309,"Putative L-lactate dehydrogenase operon regulatory protein(287):Transcriptional regulator NanR(17):HTH-type transcriptional repressor NanR(3):HTH-type transcriptional regulator LutR(1):Pyruvate dehydrogenase complex repressor(1)","lldR(287):nanR(20):lutR(1):pdhR(1)",690,912,766.85,806,1,"TR3_04097","Eu2_1NK_02183","Eu3_2RS_02973","A19_93_03509","AS1A61_02102","Eu3_2NK_00507"
"g003192_000002","g003192","gsiB","Glutathione-binding protein GsiB",70,24,308,1,1,1,0,0,0,0,308,"Glutathione-binding protein GsiB(220):Periplasmic dipeptide transport protein(88)","gsiB(220):dppA(88)",1509,1512,1509.26,806,2,"TR3_04098","Eu2_1NK_02184","Eu3_2RS_02974","A19_93_03510","AS1A61_02101","Eu3_2NK_00508"
"g004817_1_000003","g004817_1","gsiC","Glutathione transport system permease protein GsiC",70,15,308,1,1,1,1,0,1,0,308,"Glutathione transport system permease protein GsiC(298):Dipeptide transport system permease protein DppB(11)","gsiC(298):dppB(11)",228,960,944.4,806,3,"TR3_04099","Eu2_1NK_02185","Eu3_2RS_02975","A19_93_03511","AS1A61_02100","Eu3_2NK_00509"
"g002293_1_000004","g002293_1","gsiD","Glutathione transport system permease protein GsiD",80,29,308,1,1,1,1,0,1,0,308,"Glutathione transport system permease protein GsiD(305):putative D%2CD-dipeptide transport system permease protein DdpC(3):hypothetical protein(1)","gsiD(305):ddpC(3):NA(1)",159,879,871.17,806,4,"TR3_04100","Eu2_1NK_02186","Eu3_2RS_02976","A19_93_03512","AS1A61_02099","Eu3_2NK_00510"
"g001325_000002","g001325","ywrD","Glutathione hydrolase-like YwrD proenzyme",70,38,308,1,1,1,1,0,1,0,308,"Glutathione hydrolase-like YwrD proenzyme(294):Glutathione hydrolase proenzyme(11):Acylase ACY 1 proenzyme(3):hypothetical protein(1)","ywrD(294):ggt(11):acyI(3):NA(1)",351,1788,1779.9,806,5,"TR3_04101","Eu2_1NK_02187","Eu3_2RS_02977","A19_93_03513","AS1A61_02098","Eu3_2NK_00511"
"g002004","g002004","rbn","Ribonuclease BN",50,32,308,1,1,1,0,0,0,0,308,"Ribonuclease BN(308)","rbn(308)",666,942,844.84,807,1,"TR3_02190","Eu2_1NK_04645","Eu3_2RS_02349","A19_93_04242","AS1A61_03847","Eu3_2NK_02226"
"g000100","g000100",NA,"hypothetical protein",50,82,308,1,1,2,1,1,1,1,309,"hypothetical protein(310)","NA(310)",297,750,741.5,807,2,"TR3_02195","Eu2_1NK_04640","Eu3_2RS_02354","A19_93_04237","AS1A61_03852","Eu3_2NK_02221"
"g000139","g000139","mshA","D-inositol-3-phosphate glycosyltransferase",50,77,308,1,1,2,0,1,0,1,309,"D-inositol-3-phosphate glycosyltransferase(303):N-acetyl-alpha-D-glucosaminyl L-malate synthase(6)","mshA(303):bshA(6)",1032,1194,1096.72,807,3,"TR3_02194","Eu2_1NK_04641","Eu3_2RS_02353","A19_93_04238","AS1A61_03851","Eu3_2NK_02222"
"g001241_1_000003","g001241_1","ydbM","hypothetical protein",70,36,308,1,1,2,0,1,0,1,309,"hypothetical protein(140):Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase(97):Putative acyl-CoA dehydrogenase YdbM(46):Glutaryl-CoA dehydrogenase(26)","NA(237):ydbM(46):Acd(26)",1155,1215,1189.35,808,1,"TR3_02184","Eu2_1NK_04651","Eu3_2RS_02343","A19_93_04248","AS1A61_03841","Eu3_2NK_02232"
"g003736_000003","g003736",NA,"Amino acid--[acyl-carrier-protein] ligase",80,21,308,1,1,2,0,1,0,1,309,"Amino acid--[acyl-carrier-protein] ligase(309)","NA(309)",699,972,908.57,808,2,"TR3_02185","Eu2_1NK_04650","Eu3_2RS_02344","A19_93_04247","AS1A61_03842","Eu3_2NK_02231"
"g000687_000001","g000687",NA,"hypothetical protein",60,49,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",963,1041,980.4,808,3,"TR3_02186","Eu2_1NK_04649","Eu3_2RS_02345","A19_93_04246","AS1A61_03843","Eu3_2NK_02230"
"g003782_000002","g003782","cysT","Sulfate transport system permease protein CysT",70,18,308,1,1,2,0,1,0,1,309,"Sulfate transport system permease protein CysT(309)","cysT(309)",825,909,858.84,809,1,"TR3_01722","Eu2_1NK_00121","Eu3_2RS_03488","A19_93_02864","AS1A61_02720","Eu3_2NK_03353"
"g000374_1_000004","g000374_1","cysW","Sulfate transport system permease protein CysW",70,29,308,1,1,2,0,1,0,1,309,"Sulfate transport system permease protein CysW(309)","cysW(309)",795,879,871.43,809,2,"TR3_01721","Eu2_1NK_00122","Eu3_2RS_03489","A19_93_02865","AS1A61_02719","Eu3_2NK_03354"
"g000483_1_000001","g000483_1","cysA","Sulfate/thiosulfate import ATP-binding protein CysA",60,28,308,1,1,2,1,1,1,1,309,"Sulfate/thiosulfate import ATP-binding protein CysA(308):Vitamin B12 import ATP-binding protein BtuD(1):hypothetical protein(1)","cysA(308):NA(1):btuD(1)",207,1068,1038.53,809,3,"TR3_01720","Eu2_1NK_00123","Eu3_2RS_03490","A19_93_02866","AS1A61_02718","Eu3_2NK_03355"
"g000478_1_000004","g000478_1","gsiB","Glutathione-binding protein GsiB",70,52,308,1,1,1,1,0,1,0,308,"Glutathione-binding protein GsiB(309)","gsiB(309)",480,1665,1532.06,810,1,"TR3_05032","Eu2_1NK_02781","Eu3_2RS_05287","A19_93_05225","AS1A61_05166","Eu3_2NK_05169"
"g001268_1_000003","g001268_1","gsiC","Glutathione transport system permease protein GsiC",70,38,308,1,1,1,0,0,0,0,308,"Glutathione transport system permease protein GsiC(259):Dipeptide transport system permease protein DppB(49)","gsiC(259):dppB(49)",945,1020,952.5,810,2,"TR3_04768","Eu2_1NK_02780","Eu3_2RS_05288","A19_93_05226","AS1A61_05165","Eu3_2NK_05170"
"g001136_1_000001","g001136_1","gsiD","Glutathione transport system permease protein GsiD",60,40,308,1,1,1,0,0,0,0,308,"Glutathione transport system permease protein GsiD(306):hypothetical protein(2)","gsiD(306):NA(2)",819,876,839.18,810,3,"TR3_04769","Eu2_1NK_02779","Eu3_2RS_05289","A19_93_05227","AS1A61_05164","Eu3_2NK_05171"
"g002238_000001","g002238","kdpA","Potassium-transporting ATPase potassium-binding subunit",60,30,308,1,1,1,0,0,0,0,308,"Potassium-transporting ATPase potassium-binding subunit(308)","kdpA(308)",1704,1710,1705.52,811,1,"TR3_00959","Eu2_1NK_04009","Eu3_2RS_04028","A19_93_03607","AS1A61_03456","Eu3_2NK_03486"
"g003316_000001","g003316","kdpB","Potassium-transporting ATPase ATP-binding subunit",60,22,308,1,1,2,1,1,1,1,309,"Potassium-transporting ATPase ATP-binding subunit(310)","kdpB(310)",219,2091,2063.93,811,2,"TR3_00958","Eu2_1NK_04008","Eu3_2RS_04027","A19_93_03606","AS1A61_03455","Eu3_2NK_03485"
"g000598","g000598","kdpC","Potassium-transporting ATPase KdpC subunit",50,52,308,1,1,1,0,0,0,0,308,"Potassium-transporting ATPase KdpC subunit(308)","kdpC(308)",564,606,579.09,811,3,"TR3_00957","Eu2_1NK_04007","Eu3_2RS_04026","A19_93_03605","AS1A61_03454","Eu3_2NK_03484"
"g004568_000001","g004568","dppB","Dipeptide transport system permease protein DppB",60,13,308,1,1,1,1,0,1,0,308,"Dipeptide transport system permease protein DppB(158):Glutathione transport system permease protein GsiC(151)","dppB(158):gsiC(151)",303,1074,926.54,812,1,"TR3_03975","Eu2_1NK_02062","Eu3_2RS_02852","A19_93_03387","AS1A61_02223","Eu3_2NK_00386"
"g002760_000001","g002760","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,27,308,1,1,1,0,0,0,0,308,"putative D%2CD-dipeptide transport system permease protein DdpC(308)","ddpC(308)",858,882,875.45,812,2,"TR3_03976","Eu2_1NK_02063","Eu3_2RS_02853","A19_93_03388","AS1A61_02222","Eu3_2NK_00387"
"g003005_1_000003","g003005_1",NA,"6-deoxy-6-sulfo-D-gluconate dehydratase",70,21,308,1,1,1,1,0,1,0,308,"6-deoxy-6-sulfo-D-gluconate dehydratase(309)","NA(309)",780,1767,1725.89,813,1,"TR3_01546","Eu2_1NK_04824","Eu3_2RS_04760","A19_93_04704","AS1A61_04844","Eu3_2NK_04646"
"g003464_000001","g003464","proA","hypothetical protein",60,23,308,1,1,2,0,1,0,1,309,"hypothetical protein(301):4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase(8)","NA(301):proA(8)",711,726,719.25,813,2,"TR3_01547","Eu2_1NK_04823","Eu3_2RS_04759","A19_93_04703","AS1A61_04843","Eu3_2NK_04645"
"g002501","g002501","bepF","Efflux pump periplasmic linker BepF",50,27,308,1,1,1,0,0,0,0,308,"Efflux pump periplasmic linker BepF(277):Multidrug resistance protein MdtA(31)","bepF(277):mdtA(31)",1185,1230,1189.48,814,1,"TR3_04074","Eu2_1NK_02161","Eu3_2RS_02951","A19_93_03487","AS1A61_02124","Eu3_2NK_00485"
