"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AGR1_1","CFBP5506","Hayward0363","CFBP5507","YIC5082","NCPPB2657","GBBC3283"
"g000400_2_000002","g000400_2","rpsU","30S ribosomal protein S21",70,46,291,1.41,1,3,0,112,0,118,409,"30S ribosomal protein S21(409)","rpsU(409)",204,330,240.63,1043,1,"AGR1_1_03095","CFBP5506_00071","Hayward0363_04245","CFBP5507_04671;CFBP5507_05195","YIC5082_02975","NCPPB2657_02694","GBBC3283_04380"
"g003818_000002","g003818","clpS2","ATP-dependent Clp protease adapter protein ClpS 2",70,21,291,1,1,1,0,0,0,0,291,"ATP-dependent Clp protease adapter protein ClpS 2(291)","clpS2(291)",309,318,313.27,1044,1,"AGR1_1_00417","CFBP5506_03519","Hayward0363_00328","CFBP5507_02907","YIC5082_02146","NCPPB2657_03698","GBBC3283_00498"
"g000617_000001","g000617",NA,"hypothetical protein",60,50,291,1,1,2,0,1,0,1,292,"hypothetical protein(292)","NA(292)",339,456,434.95,1045,1,"AGR1_1_03657","CFBP5506_00575","Hayward0363_03741","CFBP5507_03806","YIC5082_02455","NCPPB2657_03183","GBBC3283_01077"
"g000019","g000019","imuB","Protein ImuB",50,153,291,1.79,1,9,21,157,21,229,520,"Protein ImuB(485):Tyrosine recombinase XerD(25):Tyrosine recombinase XerC(20):hypothetical protein(11)","imuB(485):xerD(25):xerC(20):NA(11)",231,1524,1333.59,1046,1,"(AGR1_1_04989:AGR1_1_05006);AGR1_1_00004;AGR1_1_02939;AGR1_1_03011;AGR1_1_03277;AGR1_1_05419;AGR1_1_05604;AGR1_1_05740;AGR1_1_05763","CFBP5506_00157","Hayward0363_04159","CFBP5507_00291;CFBP5507_00491;CFBP5507_04194;CFBP5507_04819","YIC5082_03066","NCPPB2657_01844;NCPPB2657_02788","GBBC3283_00680"
"g000219_000001","g000219",NA,"hypothetical protein",60,68,291,1.86,1,5,6,195,6,249,540,"hypothetical protein(546)","NA(546)",138,1752,1617.38,1047,1,"AGR1_1_00404","CFBP5506_03532","Hayward0363_00315","CFBP5507_00535;CFBP5507_02919","YIC5082_02134","NCPPB2657_03710","GBBC3283_00510"
"g000339_1_000001","g000339_1",NA,"D-threonine aldolase",60,55,291,1,1,2,0,1,0,1,292,"D-threonine aldolase(292)","NA(292)",1086,1131,1096.58,1048,1,"AGR1_1_03980","CFBP5506_00905","Hayward0363_03411","CFBP5507_03491","YIC5082_00235","NCPPB2657_02325","GBBC3283_03452"
"g001809_1_000002","g001809_1","rhtB","Homoserine/homoserine lactone efflux protein",70,25,290,1,1,1,2,0,2,0,290,"Homoserine/homoserine lactone efflux protein(290):hypothetical protein(2)","rhtB(290):NA(2)",219,672,634.23,1050,1,"AGR1_1_00888","CFBP5506_04126","Hayward0363_00678","CFBP5507_02573","YIC5082_03263","NCPPB2657_01578","GBBC3283_00035"
"g000580_000001","g000580",NA,"hypothetical protein",60,53,290,1,1,1,0,0,0,0,290,"hypothetical protein(290)","NA(290)",264,342,313.33,1051,1,"AGR1_1_02680","CFBP5506_03152","Hayward0363_02563","CFBP5507_04957","YIC5082_01470","NCPPB2657_05158","GBBC3283_02644"
"g002320_000002","g002320","nrdH","Glutaredoxin-like protein NrdH",70,30,289,1,1,2,0,1,0,1,290,"Glutaredoxin-like protein NrdH(290)","nrdH(290)",222,225,222.12,1052,1,"AGR1_1_02558","CFBP5506_01002","Hayward0363_02327","CFBP5507_00637","YIC5082_00219","NCPPB2657_04574","GBBC3283_04847"
"g001937_000001","g001937","nrdI","Protein NrdI",60,32,289,1,1,2,0,1,0,1,290,"Protein NrdI(290)","nrdI(290)",396,429,407.72,1052,2,"AGR1_1_02557","CFBP5506_01003","Hayward0363_02326","CFBP5507_00638","YIC5082_00218","NCPPB2657_04575","GBBC3283_04846"
"g003319_000004","g003319","nrdE","Ribonucleoside-diphosphate reductase subunit alpha",90,22,289,1,1,2,1,1,1,1,290,"Ribonucleoside-diphosphate reductase subunit alpha(213):Ribonucleoside-diphosphate reductase subunit alpha 1(77):hypothetical protein(1)","nrdE(213):nrdE1(77):NA(1)",675,2211,2164.23,1052,3,"AGR1_1_02556","CFBP5506_01004","Hayward0363_02325","CFBP5507_00639","YIC5082_00217","NCPPB2657_04576","GBBC3283_04845"
"g003557_000003","g003557","nrdF2","Ribonucleoside-diphosphate reductase subunit beta nrdF2",80,22,289,1,1,2,0,1,0,1,290,"Ribonucleoside-diphosphate reductase subunit beta nrdF2(207):Ribonucleoside-diphosphate reductase 2 subunit beta(83)","nrdF2(207):nrdF(83)",975,1014,982.57,1052,4,"AGR1_1_02555","CFBP5506_01005","Hayward0363_02324","CFBP5507_00640","YIC5082_00216","NCPPB2657_04577","GBBC3283_04844"
"g003760_1_000003","g003760_1","yecS","L-cystine transport system permease protein YecS",70,19,289,1,1,1,0,0,0,0,289,"L-cystine transport system permease protein YecS(288):putative glutamine ABC transporter permease protein GlnM(1)","yecS(288):glnM(1)",459,660,658.61,1053,1,"AGR1_1_01315","CFBP5506_01962","Hayward0363_01082","CFBP5507_01992","YIC5082_03718","NCPPB2657_01144","GBBC3283_01221"
"g003286_000002","g003286","fliY","L-cystine-binding protein FliY",70,23,289,1,1,1,1,0,1,0,289,"L-cystine-binding protein FliY(270):ABC transporter glutamine-binding protein GlnH(19):hypothetical protein(1)","fliY(270):glnH(19):NA(1)",354,795,785.11,1054,1,"AGR1_1_01317","CFBP5506_01964","Hayward0363_01084","CFBP5507_01990","YIC5082_03720","NCPPB2657_01142","GBBC3283_01219"
"g000543","g000543","ehpR","Phenazine antibiotic resistance protein EhpR",50,53,289,1,1,1,0,0,0,0,289,"Phenazine antibiotic resistance protein EhpR(289)","ehpR(289)",366,378,370.33,1055,1,"AGR1_1_01829","CFBP5506_01734","Hayward0363_01593","CFBP5507_01414","YIC5082_04223","NCPPB2657_00468","GBBC3283_01633"
"g003190_000001","g003190",NA,"hypothetical protein",60,22,288,1.01,1,2,1,3,1,3,291,"hypothetical protein(292)","NA(292)",312,1314,1283.23,1056,1,"AGR1_1_03172","CFBP5506_00124","Hayward0363_04192","CFBP5507_04226","YIC5082_03034","NCPPB2657_02756","GBBC3283_00648"
"g003898_000002","g003898","yecS","L-cystine transport system permease protein YecS",70,20,288,1,1,1,0,0,0,0,288,"L-cystine transport system permease protein YecS(285):Glutamine transport system permease protein GlnP(3)","yecS(285):glnP(3)",492,708,671.61,1057,1,"AGR1_1_01316","CFBP5506_01963","Hayward0363_01083","CFBP5507_01991","YIC5082_03719","NCPPB2657_01143","GBBC3283_01220"
"g001614","g001614","yejF","putative ABC transporter ATP-binding protein YejF",50,35,288,1,1,1,0,0,0,0,288,"putative ABC transporter ATP-binding protein YejF(287):Dipeptide transport ATP-binding protein DppD(1)","yejF(287):dppD(1)",1008,1686,1666.32,1058,1,"AGR1_1_04160","CFBP5506_02826","Hayward0363_02779","CFBP5507_03362","YIC5082_01194","NCPPB2657_04941","GBBC3283_04101"
"g000455_1_000003","g000455_1","aam","Acylamidase",70,54,288,1,1,1,0,0,0,0,288,"Acylamidase(288)","aam(288)",1386,1419,1395.85,1059,1,"AGR1_1_04372","CFBP5506_02611","Hayward0363_02996","CFBP5507_04517","YIC5082_04524","NCPPB2657_04184","GBBC3283_02880"
"g000612_1_000001","g000612_1",NA,"hypothetical protein",60,44,288,1,1,1,1,0,1,0,288,"hypothetical protein(289)","NA(289)",252,816,699.77,1060,1,"AGR1_1_01830","CFBP5506_01733","Hayward0363_01594","CFBP5507_01413","YIC5082_04224","NCPPB2657_00467","GBBC3283_01632"
"g001949_000001","g001949","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",60,30,288,1,1,1,3,0,3,0,288,"Monofunctional biosynthetic peptidoglycan transglycosylase(286):Penicillin-binding protein 1F(4):hypothetical protein(1)","mtgA(286):pbpF(4):NA(1)",327,2271,2157.97,1061,1,"AGR1_1_01770","CFBP5506_02409","Hayward0363_01530","CFBP5507_01473","YIC5082_04164","NCPPB2657_00526","GBBC3283_01691"
"g003733_000001","g003733","nadA","Quinolinate synthase A",60,21,287,1,1,1,0,0,0,0,287,"Quinolinate synthase A(287)","nadA(287)",972,1071,973.09,1062,1,"AGR1_1_05267","CFBP5506_03984","Hayward0363_03258","CFBP5507_05311","YIC5082_02898","NCPPB2657_04482","GBBC3283_03201"
"g001881_1_000004","g001881_1","garR","2-hydroxy-3-oxopropionate reductase",80,30,287,1,1,1,0,0,0,0,287,"2-hydroxy-3-oxopropionate reductase(287)","garR(287)",885,978,893.23,1063,1,"AGR1_1_05281","CFBP5506_03970","Hayward0363_03272","CFBP5507_05325","YIC5082_02884","NCPPB2657_04468","GBBC3283_03187"
"g000616_000001","g000616","yidD","Putative membrane protein insertion efficiency factor",60,51,287,1,1,1,0,0,0,0,287,"Putative membrane protein insertion efficiency factor(287)","yidD(287)",255,450,381.83,1064,1,"AGR1_1_00999","CFBP5506_04236","Hayward0363_00788","CFBP5507_02397","YIC5082_03374","NCPPB2657_01465","GBBC3283_01530"
"g000481_2_000006","g000481_2","hipO","Hippurate hydrolase",70,20,287,1,1,2,0,1,0,1,288,"Hippurate hydrolase(288)","hipO(288)",408,1164,1161.38,1065,1,"AGR1_1_04366","CFBP5506_02617","Hayward0363_02990","CFBP5507_04523","YIC5082_04518","NCPPB2657_04190","GBBC3283_02874"
"g003653","g003653","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",50,21,286,1,1,1,0,0,0,0,286,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(286)","ddpA(286)",1560,1614,1593.06,1066,1,"AGR1_1_03459","CFBP5506_00342","Hayward0363_03974","CFBP5507_04014","YIC5082_02239","NCPPB2657_02967","GBBC3283_00862"
"g004346","g004346","ddpB","putative D%2CD-dipeptide transport system permease protein DdpB",50,18,286,1,1,1,0,0,0,0,286,"putative D%2CD-dipeptide transport system permease protein DdpB(247):Dipeptide transport system permease protein DppB(39)","ddpB(247):dppB(39)",1023,1071,1030.01,1066,2,"AGR1_1_03464","CFBP5506_00347","Hayward0363_03969","CFBP5507_04009","YIC5082_02244","NCPPB2657_02972","GBBC3283_00867"
"g004647_000001","g004647","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,17,286,1,1,1,0,0,0,0,286,"putative D%2CD-dipeptide transport system permease protein DdpC(285):Glutathione transport system permease protein GsiD(1)","ddpC(285):gsiD(1)",858,891,879.72,1066,3,"AGR1_1_03463","CFBP5506_00346","Hayward0363_03970","CFBP5507_04010","YIC5082_02243","NCPPB2657_02971","GBBC3283_00866"
"g000985","g000985","gsiA","Glutathione import ATP-binding protein GsiA",50,42,286,1,1,1,1,0,1,0,286,"Glutathione import ATP-binding protein GsiA(282):putative ABC transporter ATP-binding protein YejF(3):Oligopeptide transport ATP-binding protein OppF(1):Oligopeptide transport ATP-binding protein OppD(1)","gsiA(282):yejF(3):oppF(1):oppD(1)",843,1668,1645.26,1066,4,"AGR1_1_03462","CFBP5506_00345","Hayward0363_03971","CFBP5507_04011","YIC5082_02242","NCPPB2657_02970","GBBC3283_00865"
"g001515_1_000002","g001515_1",NA,"hypothetical protein",60,12,286,1,1,1,0,0,0,0,286,"hypothetical protein(286)","NA(286)",1548,1566,1556.82,1066,5,"AGR1_1_03461","CFBP5506_00344","Hayward0363_03972","CFBP5507_04012","YIC5082_02241","NCPPB2657_02969","GBBC3283_00864"
"g005649","g005649",NA,"hypothetical protein",50,13,286,1,1,1,0,0,0,0,286,"hypothetical protein(286)","NA(286)",1104,1134,1132.32,1066,6,"AGR1_1_03460","CFBP5506_00343","Hayward0363_03973","CFBP5507_04013","YIC5082_02240","NCPPB2657_02968","GBBC3283_00863"
"g003437_000001","g003437",NA,"hypothetical protein",60,23,286,1.01,1,2,0,4,0,4,290,"hypothetical protein(290)","NA(290)",159,195,161.78,1068,1,"AGR1_1_00984","CFBP5506_04221","Hayward0363_00773","CFBP5507_02411","YIC5082_03359","NCPPB2657_01481","GBBC3283_01545"
"g005530","g005530","decR","DNA-binding transcriptional activator DecR",50,14,285,1,1,1,0,0,0,0,285,"DNA-binding transcriptional activator DecR(285)","decR(285)",462,477,463.47,1069,1,"AGR1_1_05283","CFBP5506_03968","Hayward0363_03274","CFBP5507_05327","YIC5082_02882","NCPPB2657_04466","GBBC3283_03185"
"g002765","g002765","ygeA","Putative racemase YgeA",50,27,285,1,1,1,0,0,0,0,285,"Putative racemase YgeA(285)","ygeA(285)",714,855,723.47,1069,2,"AGR1_1_05284","CFBP5506_03967","Hayward0363_03275","CFBP5507_05328","YIC5082_02881","NCPPB2657_04465","GBBC3283_03184"
"g000120_1_000001","g000120_1","polC","DNA polymerase III PolC-type",60,77,285,1.21,1,3,5,52,5,59,344,"DNA polymerase III PolC-type(341):hypothetical protein(8)","polC(341):NA(8)",186,1572,935.58,1070,1,"AGR1_1_03061;AGR1_1_05074","CFBP5506_00039","Hayward0363_04277","CFBP5507_04705","YIC5082_02941","NCPPB2657_02658","GBBC3283_04348"
"g001085","g001085",NA,"hypothetical protein",50,40,285,1.01,1,2,0,2,0,2,287,"hypothetical protein(287)","NA(287)",435,2496,2276.48,1071,1,"AGR1_1_00202","CFBP5506_03703","Hayward0363_00120","CFBP5507_03115","YIC5082_01926","NCPPB2657_03907","GBBC3283_03560"
"g001793","g001793",NA,"hypothetical protein",50,34,285,1,1,1,1,0,1,0,285,"hypothetical protein(286)","NA(286)",123,576,559.31,1072,1,"AGR1_1_02131","CFBP5506_01428","Hayward0363_01899","CFBP5507_01111","YIC5082_00945","NCPPB2657_00160","GBBC3283_02245"
"g001373_1_000002","g001373_1","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase",70,36,285,1,1,1,0,0,0,0,285,"3-methyl-2-oxobutanoate hydroxymethyltransferase(285)","panB(285)",819,870,832.04,1073,1,"AGR1_1_03541","CFBP5506_00423","Hayward0363_03893","CFBP5507_03933","YIC5082_02321","NCPPB2657_03049","GBBC3283_00943"
"g001624","g001624","mshA","D-inositol-3-phosphate glycosyltransferase",50,33,285,1,1,1,1,0,1,0,285,"D-inositol-3-phosphate glycosyltransferase(265):Putative glycosyltransferase EpsD(18):Glycogen synthase(1):Alpha-D-kanosaminyltransferase(1):hypothetical protein(1)","mshA(265):epsD(18):NA(2):kanE(1)",459,1182,1136.63,1074,1,"AGR1_1_01466","CFBP5506_02108","Hayward0363_01228","CFBP5507_01842","YIC5082_03865","NCPPB2657_00994","GBBC3283_02026"
"g002510_000001","g002510",NA,"hypothetical protein",60,27,285,1,1,2,0,1,0,1,286,"hypothetical protein(286)","NA(286)",1074,1263,1244.51,1075,1,"AGR1_1_01468","CFBP5506_02110","Hayward0363_01230","CFBP5507_01840","YIC5082_03867","NCPPB2657_00992","GBBC3283_02024"
"g002726","g002726","metI","D-methionine transport system permease protein MetI",50,27,285,1.39,1,3,0,110,0,111,396,"D-methionine transport system permease protein MetI(310):Methionine import system permease protein MetP(85):hypothetical protein(1)","metI(310):metP(85):NA(1)",351,669,658.02,1076,1,"AGR1_1_04361","CFBP5506_02623","Hayward0363_02984","CFBP5507_04529","YIC5082_04513","NCPPB2657_04195","GBBC3283_02869"
"g003303","g003303",NA,"hypothetical protein",50,24,285,1,1,1,0,0,0,0,285,"hypothetical protein(285)","NA(285)",411,423,418.83,1077,1,"AGR1_1_02105","CFBP5506_01454","Hayward0363_01873","CFBP5507_01137","YIC5082_00919","NCPPB2657_00186","GBBC3283_02271"
"g003969_000002","g003969","uppP","Undecaprenyl-diphosphatase",70,18,285,1.01,1,2,1,2,1,2,287,"Undecaprenyl-diphosphatase(288)","uppP(288)",279,810,802.5,1078,1,"AGR1_1_02347","CFBP5506_01213","Hayward0363_02114","CFBP5507_00859","YIC5082_04625","NCPPB2657_04792","GBBC3283_03852"
"g004129_000003","g004129","oxyR","Hydrogen peroxide-inducible genes activator",80,19,284,1,1,1,0,0,0,0,284,"Hydrogen peroxide-inducible genes activator(146):HTH-type transcriptional regulator CynR(138)","oxyR(146):cynR(138)",894,939,921.73,1079,1,"AGR1_1_04122","CFBP5506_02865","Hayward0363_02740","CFBP5507_03324","YIC5082_01155","NCPPB2657_04980","GBBC3283_04062"
"g001804_000001","g001804","hndA","NADP-reducing hydrogenase subunit HndA",60,34,284,1,1,1,0,0,0,0,284,"NADP-reducing hydrogenase subunit HndA(156):NADH-quinone oxidoreductase subunit E(128)","hndA(156):nuoE(128)",480,480,480,1079,2,"AGR1_1_04121","CFBP5506_02866","Hayward0363_02739","CFBP5507_03323","YIC5082_01154","NCPPB2657_04981","GBBC3283_04061"
"g001324_000002","g001324","rsxC","hypothetical protein",70,38,284,1,1,1,0,0,0,0,284,"hypothetical protein(281):Electron transport complex subunit RsxC(2):NADP-reducing hydrogenase subunit HndC(1)","NA(281):rsxC(2):hndC(1)",1557,1569,1559.24,1079,3,"AGR1_1_04120","CFBP5506_02867","Hayward0363_02738","CFBP5507_03322","YIC5082_01153","NCPPB2657_04982","GBBC3283_04060"
"g004974_000004","g004974","sfrA","Putative formate dehydrogenase",90,14,284,1,1,1,2,0,2,0,284,"Putative formate dehydrogenase(284):NADPH-Fe(3+) oxidoreductase subunit alpha(1):hypothetical protein(1)","NA(285):sfrA(1)",219,2883,2861.2,1079,4,"AGR1_1_04119","CFBP5506_02868","Hayward0363_02737","CFBP5507_03321","YIC5082_01152","NCPPB2657_04983","GBBC3283_04059"
"g000258_000001","g000258","nadB","L-aspartate oxidase",60,67,284,1,1,2,1,1,1,1,285,"L-aspartate oxidase(232):hypothetical protein(54)","nadB(232):NA(54)",312,1572,1547.59,1080,1,"AGR1_1_05268","CFBP5506_03983","Hayward0363_03259","CFBP5507_05312","YIC5082_02897","NCPPB2657_04481","GBBC3283_03200"
"g000541_1_000003","g000541_1","nadC","putative nicotinate-nucleotide pyrophosphorylase [carboxylating]",70,52,284,1,1,2,0,1,0,1,285,"putative nicotinate-nucleotide pyrophosphorylase [carboxylating](185):Nicotinate-nucleotide pyrophosphorylase [carboxylating](99):hypothetical protein(1)","nadC(284):NA(1)",342,882,856.57,1080,2,"AGR1_1_05269","CFBP5506_03982","Hayward0363_03260","CFBP5507_05313","YIC5082_02896","NCPPB2657_04480","GBBC3283_03199"
"g000011_1_000001","g000011_1","xerC","Tyrosine recombinase XerC",60,222,284,1.93,1,5,54,163,55,265,549,"Tyrosine recombinase XerC(370):hypothetical protein(230):Tyrosine recombinase XerD(4)","xerC(370):NA(230):xerD(4)",147,1455,901.93,1081,1,"AGR1_1_05029;AGR1_1_05094;AGR1_1_05524;AGR1_1_05702",NA,NA,"CFBP5507_00333","YIC5082_01775","NCPPB2657_02095;NCPPB2657_02504","GBBC3283_03658;GBBC3283_04248;GBBC3283_04446"
"g003324_000001","g003324","kefC","Glutathione-regulated potassium-efflux system protein KefC",60,13,284,1,1,1,1,0,1,0,284,"Glutathione-regulated potassium-efflux system protein KefC(285)","kefC(285)",264,1881,1834.27,1082,1,"AGR1_1_01999","CFBP5506_01562","Hayward0363_01765","CFBP5507_01243","YIC5082_04394","NCPPB2657_00293","GBBC3283_02376"
"g000966_000001","g000966",NA,"hypothetical protein",60,43,284,1,1,1,0,0,0,0,284,"hypothetical protein(284)","NA(284)",234,471,308.66,1083,1,"AGR1_1_04118","CFBP5506_02869","Hayward0363_02736","CFBP5507_03320","YIC5082_01151","NCPPB2657_04984","GBBC3283_04058"
"g000296_000002","g000296","panC","Pantothenate synthetase",70,65,284,1,1,1,0,0,0,0,284,"Pantothenate synthetase(284)","panC(284)",870,891,876.58,1084,1,"AGR1_1_03540","CFBP5506_00422","Hayward0363_03894","CFBP5507_03934","YIC5082_02320","NCPPB2657_03048","GBBC3283_00942"
"g002763_000003","g002763",NA,"hypothetical protein",80,24,284,1,1,1,0,0,0,0,284,"hypothetical protein(284)","NA(284)",741,885,824.07,1085,1,"AGR1_1_00921","CFBP5506_04158","Hayward0363_00710","CFBP5507_02540","YIC5082_03295","NCPPB2657_01545","GBBC3283_00003"
"g001006","g001006","bioB","Biotin synthase",50,43,284,1,1,2,1,1,1,1,285,"Biotin synthase(286)","bioB(286)",216,1035,1004.47,1086,1,"AGR1_1_03875","CFBP5506_00793","Hayward0363_03522","CFBP5507_03584","YIC5082_02636","NCPPB2657_03403","GBBC3283_03368"
"g003094","g003094",NA,"hypothetical protein",50,25,284,1,1,1,0,0,0,0,284,"hypothetical protein(284)","NA(284)",516,543,535.89,1087,1,"AGR1_1_02102","CFBP5506_01457","Hayward0363_01870","CFBP5507_01140","YIC5082_00916","NCPPB2657_00189","GBBC3283_02274"
"g007605_000002","g007605",NA,"hypothetical protein",70,9,284,1,1,1,0,0,0,0,284,"hypothetical protein(284)","NA(284)",153,156,154.4,1088,1,"AGR1_1_01024","CFBP5506_04260","Hayward0363_00812","CFBP5507_02372","YIC5082_03399","NCPPB2657_01440","GBBC3283_01504"
"g003070_000002","g003070",NA,"hypothetical protein",70,25,284,1,1,1,0,0,0,0,284,"hypothetical protein(284)","NA(284)",666,903,901.08,1089,1,"AGR1_1_05266","CFBP5506_03985","Hayward0363_03257","CFBP5507_05310","YIC5082_02899","NCPPB2657_04483","GBBC3283_03202"
"g000883","g000883","iaaA","Isoaspartyl peptidase",50,45,283,1,1,2,2,1,2,1,284,"Isoaspartyl peptidase(215):hypothetical protein(71)","iaaA(215):NA(71)",228,990,771.92,1091,1,"AGR1_1_03456","CFBP5506_00339","Hayward0363_03977","CFBP5507_04017","YIC5082_02236","NCPPB2657_02964","GBBC3283_00859"
"g000379_1_000001","g000379_1","cnbH","2-amino-5-chloromuconic acid deaminase",60,56,283,1.01,1,2,2,2,2,2,285,"2-amino-5-chloromuconic acid deaminase(284):Glutamyl-tRNA(Gln) amidotransferase subunit A(2):hypothetical protein(1)","cnbH(284):gatA(2):NA(1)",324,1479,1356.23,1092,1,"AGR1_1_03291","CFBP5506_00171","Hayward0363_04145","CFBP5507_04180","YIC5082_03080","NCPPB2657_02802","GBBC3283_00694"
"g000025_2","g000025_2","davD","Glutarate-semialdehyde dehydrogenase DavD",50,105,283,1.36,1,5,3,70,3,101,384,"Glutarate-semialdehyde dehydrogenase DavD(240):Succinate-semialdehyde dehydrogenase [NADP(+)] GabD(141):NAD/NADP-dependent betaine aldehyde dehydrogenase(2):hypothetical protein(2):3-sulfolactaldehyde dehydrogenase(2)","davD(240):gabD(141):NA(4):betB(2)",141,1581,1437.73,1093,1,"AGR1_1_04415;AGR1_1_04956",NA,NA,"CFBP5507_00122;CFBP5507_00185;CFBP5507_04474",NA,"NCPPB2657_01842","GBBC3283_03750"
"g001847_1_000001","g001847_1","mntH","Divalent metal cation transporter MntH",60,31,283,1.04,1,3,1,8,1,11,294,"Divalent metal cation transporter MntH(295)","mntH(295)",615,1587,1338.27,1094,1,"AGR1_1_01011;AGR1_1_05492;AGR1_1_05507","CFBP5506_04248","Hayward0363_00800","CFBP5507_02385","YIC5082_03386","NCPPB2657_01453","GBBC3283_01518"
"g002119_1_000001","g002119_1","galE1","UDP-glucose 4-epimerase",60,26,283,1.02,1,3,0,6,0,7,290,"UDP-glucose 4-epimerase(290)","NA(237):galE1(53)",957,1104,1017.13,1095,1,"AGR1_1_03359","CFBP5506_00240","Hayward0363_04076","CFBP5507_04111","YIC5082_03149","NCPPB2657_02871","GBBC3283_00766"
"g000784_000003","g000784","bglA","Beta-glucosidase",80,43,283,1,1,2,0,1,0,1,284,"Beta-glucosidase(218):Beta-glucosidase A(64):1%2C4-beta-D-glucan glucohydrolase(2)","bglA(282):gghA(2)",1374,1551,1378.25,1096,1,"AGR1_1_04364","CFBP5506_02620","Hayward0363_02987","CFBP5507_04526","YIC5082_04516","NCPPB2657_04192","GBBC3283_02872"
"g004134_000001","g004134","adhT","Alcohol dehydrogenase",60,18,282,1.04,1,3,1,8,1,10,292,"Alcohol dehydrogenase(293)","adhT(208):NA(85)",357,1083,1037.21,1097,1,"AGR1_1_02063","CFBP5506_01497","Hayward0363_01830","CFBP5507_01179","YIC5082_00877","NCPPB2657_00229","GBBC3283_02313"
"g001455_1_000001","g001455_1",NA,"hypothetical protein",60,26,282,1,1,1,0,0,0,0,282,"hypothetical protein(282)","NA(282)",447,522,470.65,1099,1,"AGR1_1_02109","CFBP5506_01450","Hayward0363_01877","CFBP5507_01133","YIC5082_00923","NCPPB2657_00182","GBBC3283_02267"
"g005525_000003","g005525","rpmB","50S ribosomal protein L28",80,14,282,1,1,1,0,0,0,0,282,"50S ribosomal protein L28(282)","rpmB(282)",291,462,297.05,1100,1,"AGR1_1_03659","CFBP5506_00577","Hayward0363_03739","CFBP5507_03804","YIC5082_02457","NCPPB2657_03185","GBBC3283_01079"
"g001960_1_000002","g001960_1","gsiB","Glutathione-binding protein GsiB",70,26,281,1,1,2,2,1,2,1,282,"Glutathione-binding protein GsiB(165):Periplasmic oligopeptide-binding protein(108):hypothetical protein(6):Periplasmic murein peptide-binding protein(4):Nickel-binding periplasmic protein(1)","gsiB(165):oppA(108):NA(6):mppA(4):nikA(1)",666,1710,1693.86,1101,1,"AGR1_1_04367","CFBP5506_02616","Hayward0363_02991","CFBP5507_04522","YIC5082_04519","NCPPB2657_04189","GBBC3283_02875"
"g005388_000003","g005388","dppB","Dipeptide transport system permease protein DppB",80,12,281,1,1,2,1,1,1,1,282,"Dipeptide transport system permease protein DppB(281):Glutathione transport system permease protein GsiC(1):hypothetical protein(1)","dppB(281):NA(1):gsiC(1)",411,1011,1007.25,1101,2,"AGR1_1_04368","CFBP5506_02615","Hayward0363_02992","CFBP5507_04521","YIC5082_04520","NCPPB2657_04188","GBBC3283_02876"
"g004788_000002","g004788","oppC","Oligopeptide transport system permease protein OppC",70,15,281,1,1,2,1,1,1,1,282,"Oligopeptide transport system permease protein OppC(149):Glutathione transport system permease protein GsiD(110):Dipeptide transport system permease protein DppC(24)","oppC(149):gsiD(110):dppC(24)",375,933,917.13,1101,3,"AGR1_1_04369","CFBP5506_02614","Hayward0363_02993","CFBP5507_04520","YIC5082_04521","NCPPB2657_04187","GBBC3283_02877"
"g000644","g000644",NA,"hypothetical protein",50,50,281,1,1,2,0,1,0,1,282,"hypothetical protein(282)","NA(282)",435,480,458.94,1102,1,"AGR1_1_00418","CFBP5506_03518","Hayward0363_00329","CFBP5507_02906","YIC5082_02147","NCPPB2657_03697","GBBC3283_00497"
"g004518","g004518","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",50,17,280,1,1,1,0,0,0,0,280,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(280)","ugpB(280)",1050,1389,1346.39,1103,1,"AGR1_1_03067","CFBP5506_00043","Hayward0363_04273","CFBP5507_04699","YIC5082_02945","NCPPB2657_02664","GBBC3283_04352"
"g004783","g004783","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",50,15,280,1,1,1,0,0,0,0,280,"sn-glycerol-3-phosphate transport system permease protein UgpA(280)","ugpA(280)",885,948,900.36,1103,2,"AGR1_1_03068","CFBP5506_00044","Hayward0363_04272","CFBP5507_04698","YIC5082_02946","NCPPB2657_02665","GBBC3283_04353"
"g003986","g003986","lacG","Lactose transport system permease protein LacG",50,20,280,1,1,1,0,0,0,0,280,"Lactose transport system permease protein LacG(276):hypothetical protein(4)","lacG(276):NA(4)",312,915,892.66,1103,3,"AGR1_1_03069","CFBP5506_00045","Hayward0363_04271","CFBP5507_04697","YIC5082_02947","NCPPB2657_02666","GBBC3283_04354"
