"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Tul003","S2","CFBP6927","M109cC1478"
"g001744","g001744","pstC1","hypothetical protein",50,33,310,1,1,1,2,0,2,0,310,"hypothetical protein(311):Phosphate transport system permease protein PstC 1(1)","NA(311):pstC1(1)",462,1524,1479.05,728,1,"Tul003_00095","S2_00943","CFBP6927_00351","(M109cC1478_02648:M109cC1478_02649)"
"g001341_000001","g001341","tdk","Thymidine kinase",60,37,310,1,1,1,1,0,1,0,310,"Thymidine kinase(310):hypothetical protein(1)","tdk(310):NA(1)",123,609,579.96,729,1,"Tul003_01948","S2_01527","CFBP6927_02210","M109cC1478_00462"
"g001967","g001967",NA,"hypothetical protein",50,31,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",1167,1185,1174.05,730,1,"Tul003_00761","S2_00400","CFBP6927_01023","M109cC1478_01701"
"g000570_000001","g000570","ispA","Farnesyl diphosphate synthase",60,52,310,1,1,1,0,0,0,0,310,"Farnesyl diphosphate synthase(250):hypothetical protein(60)","NA(236):ispA(74)",897,1053,911.58,731,1,"Tul003_02410","S2_02316","CFBP6927_02667","M109cC1478_04292"
"g003758_000002","g003758","yncA","hypothetical protein",70,21,310,1,1,1,0,0,0,0,310,"hypothetical protein(292):L-methionine sulfoximine/L-methionine sulfone acetyltransferase(18)","NA(292):yncA(18)",489,492,489.03,732,1,"Tul003_00540","S2_00648","CFBP6927_00798","M109cC1478_01470"
"g001840_000003","g001840","metH","Methionine synthase",80,31,310,1,1,1,2,0,2,0,310,"Methionine synthase(312)","metH(312)",1218,3777,3751.4,733,1,"Tul003_01818","S2_01672","CFBP6927_02081","(M109cC1478_00592:M109cC1478_00593)"
"g003280_1_000005","g003280_1","livH","High-affinity branched-chain amino acid transport system permease protein LivH",80,20,310,1.01,1,2,0,3,0,3,313,"High-affinity branched-chain amino acid transport system permease protein LivH(313)","livH(313)",903,1065,903.52,734,1,"Tul003_02093","S2_01380","CFBP6927_02353","M109cC1478_00316"
"g001818_000002","g001818","tlyA","16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA",70,34,310,1,1,1,0,0,0,0,310,"16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA(310)","tlyA(310)",447,885,760.55,735,1,"Tul003_00393","S2_00792","CFBP6927_00651","M109cC1478_01323"
"g000680_1_000004","g000680_1","tag","DNA-3-methyladenine glycosylase 1",70,44,310,1,1,1,0,0,0,0,310,"DNA-3-methyladenine glycosylase 1(310)","tag(310)",630,681,631.92,736,1,"Tul003_00324","S2_00863","CFBP6927_00582","M109cC1478_01254"
"g000336","g000336",NA,"hypothetical protein",50,57,310,1,1,2,0,1,0,1,311,"hypothetical protein(311)","NA(311)",450,1539,1098.58,737,1,"Tul003_03079","S2_04431","CFBP6927_04582","M109cC1478_04646"
"g003178_000001","g003178",NA,"hypothetical protein",60,24,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",1263,1368,1278.19,738,1,"Tul003_03649","S2_02529","CFBP6927_03602","M109cC1478_05837"
"g000692","g000692",NA,"hypothetical protein",50,49,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",348,516,365.25,739,1,"Tul003_01580","S2_03459","CFBP6927_01826","M109cC1478_02978"
"g003269","g003269",NA,"hypothetical protein",50,24,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",156,234,159.7,740,1,"Tul003_03658","S2_02520","CFBP6927_03611","M109cC1478_05846"
"g001569_000001","g001569","bcp","Peroxiredoxin Bcp",60,36,310,1,1,1,0,0,0,0,310,"Peroxiredoxin Bcp(286):Putative peroxiredoxin bcp(24)","bcp(310)",468,534,473.87,741,1,"Tul003_01508","S2_03531","CFBP6927_01749","M109cC1478_02489"
"g000270","g000270","recX","Regulatory protein RecX",50,65,310,1,1,1,0,0,0,0,310,"Regulatory protein RecX(310)","recX(310)",459,693,568.95,742,1,"Tul003_03979","S2_03250","CFBP6927_03948","M109cC1478_03254"
"g001458_1_000001","g001458_1","fdhC","Fructose dehydrogenase cytochrome subunit",60,36,310,1,1,1,0,0,0,0,310,"Fructose dehydrogenase cytochrome subunit(257):Nicotinate dehydrogenase subunit B(53)","fdhC(257):nicB(53)",912,921,918.11,743,1,"Tul003_00535","S2_00653","CFBP6927_00793","M109cC1478_01465"
"g000697_000001","g000697","phnO","hypothetical protein",60,50,310,1,1,1,0,0,0,0,310,"hypothetical protein(296):Aminoalkylphosphonate N-acetyltransferase(14)","NA(296):phnO(14)",456,474,470.13,744,1,"Tul003_01008","S2_00192","CFBP6927_01229","M109cC1478_01949"
"g003583_000003","g003583","ccmB","Heme exporter protein B",80,22,310,1,1,1,0,0,0,0,310,"Heme exporter protein B(310)","ccmB(310)",603,663,659.83,745,1,"Tul003_02374","S2_02280","CFBP6927_02632","M109cC1478_04257"
"g000812","g000812","pcaR","Pca regulon regulatory protein",50,47,310,1.02,1,2,0,6,0,6,316,"Pca regulon regulatory protein(316)","pcaR(316)",738,828,759.42,746,1,"Tul003_03032","S2_04479","CFBP6927_04628","M109cC1478_04693"
"g004745_000003","g004745","nuoM","NADH-quinone oxidoreductase subunit M",80,13,310,1,1,1,0,0,0,0,310,"NADH-quinone oxidoreductase subunit M(310)","nuoM(310)",1455,1512,1511.82,747,1,"Tul003_00966","S2_00235","CFBP6927_01187","M109cC1478_01993"
"g000114","g000114","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",50,80,310,1,1,1,0,0,0,0,310,"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(297):Glycine oxidase(13)","mnmC(297):thiO(13)",1110,1254,1179.44,748,1,"Tul003_01995","S2_01478","CFBP6927_02256","M109cC1478_00415"
"g001505","g001505",NA,"hypothetical protein",50,35,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",2049,2490,2384.43,749,1,"Tul003_01889","S2_01585","CFBP6927_02151","M109cC1478_00523"
"g000447_1_000004","g000447_1",NA,"Electron transfer flavoprotein-ubiquinone oxidoreductase",80,41,310,1.14,1,3,2,41,2,43,353,"Electron transfer flavoprotein-ubiquinone oxidoreductase(355)","NA(355)",171,1725,1622.38,750,1,"Tul003_00652","S2_00533","CFBP6927_00912","M109cC1478_01589"
"g002905_000002","g002905","chpT","Protein phosphotransferase ChpT",70,25,310,1,1,1,0,0,0,0,310,"Protein phosphotransferase ChpT(310)","chpT(310)",645,660,648.99,751,1,"Tul003_02105","S2_01369","CFBP6927_02364","M109cC1478_00304"
"g001472_000001","g001472",NA,"hypothetical protein",60,37,310,1.47,1,3,1,132,1,146,456,"hypothetical protein(457)","NA(457)",159,309,287.38,752,1,"Tul003_00999;Tul003_05217","S2_00201","CFBP6927_01220","M109cC1478_01958;M109cC1478_03800"
"g008553_000004","g008553","rplV","50S ribosomal protein L22",90,8,310,1,1,1,0,0,0,0,310,"50S ribosomal protein L22(310)","rplV(310)",390,399,392.25,753,1,"Tul003_01609","S2_03428","CFBP6927_01857","M109cC1478_02949"
"g001041_000002","g001041","xseA","Exodeoxyribonuclease 7 large subunit",70,42,310,1,1,1,0,0,0,0,310,"Exodeoxyribonuclease 7 large subunit(310)","xseA(310)",1590,1653,1610.02,754,1,"Tul003_02782","S2_01091","CFBP6927_00203","M109cC1478_05267"
"g000486_000002","g000486","qorA","2-haloacrylate reductase",70,55,310,1,1,1,1,0,1,0,310,"2-haloacrylate reductase(160):Quinone oxidoreductase 1(147):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(3):hypothetical protein(1)","NA(161):qorA(147):ppsC(3)",441,1170,1004.66,755,1,"Tul003_00482","S2_00706","CFBP6927_00738","M109cC1478_01412"
"g000048_3_000004","g000048_3","cspA","Cold shock protein CspA",70,45,310,1.88,1,8,0,157,0,272,582,"Cold shock protein CspA(581):hypothetical protein(1)","cspA(581):NA(1)",207,252,210.58,756,1,"Tul003_04151;Tul003_04668;Tul003_04766","S2_04240;S2_05567","CFBP6927_02901","M109cC1478_00125;M109cC1478_03697"
"g006663_000004","g006663","sdhB","Succinate dehydrogenase iron-sulfur subunit",90,11,310,1,1,1,0,0,0,0,310,"Succinate dehydrogenase iron-sulfur subunit(310)","sdhB(310)",780,780,780,757,1,"Tul003_02328","S2_02233","CFBP6927_02585","M109cC1478_04211"
"g003717_1_000002","g003717_1","pdtaR","putative transcriptional regulatory protein pdtaR",70,18,310,1,1,1,1,0,1,0,310,"putative transcriptional regulatory protein pdtaR(309):hypothetical protein(2)","pdtaR(309):NA(2)",240,687,591.37,758,1,"Tul003_03838","S2_04015","CFBP6927_03791","M109cC1478_06026"
"g002203_000001","g002203","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",60,30,309,1,1,2,0,1,0,1,310,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(310)","ddpA(310)",1638,1659,1642.04,759,1,"Tul003_04532","S2_05538","CFBP6927_04516","M109cC1478_00884"
"g000250_1_000009","g000250_1","dppB","Dipeptide transport system permease protein DppB",70,25,309,1,1,2,0,1,0,1,310,"Dipeptide transport system permease protein DppB(310)","dppB(310)",1068,1080,1068.24,759,2,"Tul003_04533","S2_05539","CFBP6927_04517","M109cC1478_00883"
"g000137_1_000004","g000137_1","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",70,23,309,1,1,2,0,1,0,1,310,"putative D%2CD-dipeptide transport system permease protein DdpC(310)","ddpC(310)",927,945,931.26,759,3,"Tul003_04534","S2_05540","CFBP6927_04518","M109cC1478_00882"
"g000068_1_000005","g000068_1","oppD","Oligopeptide transport ATP-binding protein OppD",70,31,309,1,1,2,0,1,0,1,310,"Oligopeptide transport ATP-binding protein OppD(166):putative D%2CD-dipeptide transport ATP-binding protein DdpD(97):Dipeptide transport ATP-binding protein DppD(47)","oppD(166):ddpD(97):dppD(47)",834,849,835.93,759,4,"Tul003_04535","S2_05541","CFBP6927_04519","M109cC1478_00881"
"g000040_1_000017","g000040_1","oppF","Oligopeptide transport ATP-binding protein OppF",70,27,309,1,1,2,0,1,0,1,310,"Oligopeptide transport ATP-binding protein OppF(310)","oppF(310)",750,759,750.54,759,5,"Tul003_04536","S2_05542","CFBP6927_04520","M109cC1478_00880"
"g001089","g001089","dctB","C4-dicarboxylate transport sensor protein DctB",50,41,309,1,1,1,0,0,0,0,309,"C4-dicarboxylate transport sensor protein DctB(309)","dctB(309)",1710,2010,1844.3,760,1,"Tul003_03195","S2_01901","CFBP6927_03145","M109cC1478_05450"
"g001762_1_000005","g001762_1","dctA","C4-dicarboxylate transport protein",70,22,309,1.01,1,2,0,2,0,2,311,"C4-dicarboxylate transport protein(310):hypothetical protein(1)","dctA(310):NA(1)",135,1350,1332.01,760,2,"Tul003_03196","S2_01902","CFBP6927_03146","M109cC1478_05451"
"g001198","g001198","ydaF","hypothetical protein",50,40,309,1,1,1,2,0,2,0,309,"hypothetical protein(310):Putative ribosomal N-acetyltransferase YdaF(1)","NA(310):ydaF(1)",162,582,564.88,761,1,"Tul003_01709","S2_01783","CFBP6927_01972",NA
"g001180_1_000003","g001180_1","takP","Alpha-keto acid-binding periplasmic protein TakP",70,21,309,1,1,2,0,1,0,1,310,"Alpha-keto acid-binding periplasmic protein TakP(310)","takP(310)",1095,1161,1102.78,762,1,"Tul003_03266","S2_01972","CFBP6927_03217","M109cC1478_05521"
"g001475","g001475",NA,"hypothetical protein",50,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",828,864,828.73,763,1,"Tul003_01533","S2_03506","CFBP6927_01775","M109cC1478_02515"
"g000948","g000948","msrB","Peptide methionine sulfoxide reductase MsrB",50,41,309,1.05,1,3,0,13,0,15,324,"Peptide methionine sulfoxide reductase MsrB(324)","msrB(324)",408,534,425.3,764,1,"Tul003_00563;Tul003_03893","S2_00625;S2_03336","CFBP6927_00821;CFBP6927_03846","M109cC1478_01494;M109cC1478_02108;M109cC1478_03167"
"g000642_000001","g000642","mnaT","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",60,50,309,1.28,1,2,0,85,0,85,394,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase(238):L-amino acid N-acyltransferase MnaT(156)","NA(156):mnaT(156):pitA(75):yncA(7)",495,531,507.99,765,1,"Tul003_00561","S2_00627","CFBP6927_00819","M109cC1478_01491"
"g001109_000002","g001109","queA","S-adenosylmethionine:tRNA ribosyltransferase-isomerase",70,39,309,1,1,1,1,0,1,0,309,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase(310)","queA(310)",162,1155,1076.34,766,1,"Tul003_01329","S2_02962","CFBP6927_01578","M109cC1478_03527"
"g002157_000001","g002157","minC","Septum site-determining protein MinC",60,31,309,1,1,1,0,0,0,0,309,"Septum site-determining protein MinC(309)","minC(309)",726,888,747.49,767,1,"Tul003_03144","S2_01849","CFBP6927_03094","M109cC1478_05398"
"g006181_000003","g006181","secE","Protein translocase subunit SecE",80,9,309,1,1,1,0,0,0,0,309,"Protein translocase subunit SecE(309)","secE(309)",201,201,201,768,1,"Tul003_01631","S2_03406","CFBP6927_01879","M109cC1478_02928"
"g003204_000002","g003204",NA,"hypothetical protein",70,24,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",588,687,617.78,769,1,"Tul003_02106","S2_01368","CFBP6927_02365","M109cC1478_00303"
"g000361_000002","g000361","cmpC","Bicarbonate transport ATP-binding protein CmpC",70,60,309,1,1,1,0,0,0,0,309,"Bicarbonate transport ATP-binding protein CmpC(174):Nitrate transport protein NrtA(134):hypothetical protein(1)","cmpC(174):nrtA(134):NA(1)",549,1299,1278.69,770,1,"Tul003_03837","S2_04014","CFBP6927_03790","M109cC1478_06025"
"g002168","g002168","ygaV","hypothetical protein",50,31,309,1,1,1,0,0,0,0,309,"hypothetical protein(306):putative HTH-type transcriptional regulator YgaV(3)","NA(306):ygaV(3)",291,336,302.85,771,1,"Tul003_01852","S2_01621","CFBP6927_02114",NA
"g002886_000002","g002886","rhtB","Homoserine/homoserine lactone efflux protein",70,25,309,1,1,1,2,0,2,0,309,"Homoserine/homoserine lactone efflux protein(307):hypothetical protein(4)","rhtB(307):NA(4)",231,675,614.65,772,1,"Tul003_02826","S2_01048","CFBP6927_00245","M109cC1478_02542"
"g000423_000002","g000423",NA,"hypothetical protein",70,58,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",201,279,214.37,773,1,"Tul003_02515","S2_02420","CFBP6927_02771","M109cC1478_04398"
"g000112","g000112",NA,"hypothetical protein",50,80,309,1,1,1,4,0,4,0,309,"hypothetical protein(313)","NA(313)",228,591,565.1,774,1,"Tul003_03637","S2_02541","CFBP6927_03590","M109cC1478_05824"
"g001014","g001014","iolB","5-deoxy-glucuronate isomerase",50,43,309,1.08,1,2,0,24,0,24,333,"5-deoxy-glucuronate isomerase(333)","iolB(333)",741,1044,810.91,775,1,"Tul003_03066","S2_04443","CFBP6927_04594","M109cC1478_04658"
"g000119_000001","g000119","purU","Formyltetrahydrofolate deformylase",60,77,309,1.94,1,5,2,210,2,292,601,"Formyltetrahydrofolate deformylase(603)","purU(603)",144,1038,836.26,776,1,"Tul003_02130","S2_05367","CFBP6927_02389","M109cC1478_00279"
"g002370_000003","g002370","garB","Glutathione amide reductase",80,29,309,1,1,1,0,0,0,0,309,"Glutathione amide reductase(309)","garB(309)",1386,1434,1388.23,777,1,"Tul003_01263","S2_03028","CFBP6927_01512","M109cC1478_03460"
"g000818","g000818","oprF","hypothetical protein",50,45,309,1,1,2,1,1,1,1,310,"hypothetical protein(310):Outer membrane porin F(1)","NA(310):oprF(1)",552,2637,2347.22,778,1,"Tul003_01555","S2_03484","CFBP6927_01798","M109cC1478_03004"
"g001996_000003","g001996",NA,"hypothetical protein",80,31,309,1,1,2,0,1,0,1,310,"hypothetical protein(310)","NA(310)",894,987,947.12,779,1,"Tul003_03152","S2_01857","CFBP6927_03102","M109cC1478_05406"
"g002914_1_000001","g002914_1","mcbR","HTH-type transcriptional regulator McbR",60,24,309,1,1,1,0,0,0,0,309,"HTH-type transcriptional regulator McbR(109):hypothetical protein(105):putative D-xylose utilization operon transcriptional repressor(88):HTH-type transcriptional repressor RspR(7)","mcbR(109):NA(105):gntR(88):rspR(7)",669,849,698.32,780,1,"Tul003_00446","S2_00739","CFBP6927_00704","M109cC1478_01377"
"g000290","g000290",NA,"hypothetical protein",50,65,309,1.27,1,3,3,82,3,84,393,"hypothetical protein(396)","NA(396)",480,1080,760.24,781,1,"Tul003_01119","S2_00082","CFBP6927_01340","M109cC1478_01838"
"g000333_000001","g000333","rutB","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB",60,62,309,1,1,2,0,1,0,1,310,"Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB(179):hypothetical protein(131)","rutB(179):NA(131)",558,594,567.79,782,1,"Tul003_02778","S2_01095","CFBP6927_00199","M109cC1478_05262"
"g001709_000001","g001709",NA,"putative protein",60,35,309,1,1,1,0,0,0,0,309,"putative protein(309)","NA(309)",813,828,820.21,783,1,"Tul003_02005","S2_01468","CFBP6927_02266","M109cC1478_00404"
"g001044","g001044",NA,"hypothetical protein",50,41,309,1,1,1,1,0,1,0,309,"hypothetical protein(310)","NA(310)",330,1785,1663.39,784,1,"Tul003_02512","S2_02417","CFBP6927_02767","M109cC1478_04395"
"g003376_000001","g003376","sbp","Sulfate-binding protein",60,23,309,1,1,1,0,0,0,0,309,"Sulfate-binding protein(309)","sbp(309)",1017,1155,1031.56,785,1,"Tul003_00477","S2_00710","CFBP6927_00734","M109cC1478_01408"
"g001736","g001736","clsA","putative cardiolipin synthase YwiE",50,34,309,1,1,1,0,0,0,0,309,"putative cardiolipin synthase YwiE(143):Cardiolipin synthase A(111):Major cardiolipin synthase ClsA(55)","clsA(166):ywiE(143)",1449,1578,1465.04,786,1,"Tul003_02153","S2_03643","CFBP6927_02412","M109cC1478_03958"
"g001154_000003","g001154","trmFO","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO",80,35,309,1,1,1,0,0,0,0,309,"Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO(309)","trmFO(309)",1377,1716,1453.53,787,1,"Tul003_01318","S2_02973","CFBP6927_01566","M109cC1478_03516"
"g001150_1_000003","g001150_1","ligA","DNA ligase",70,38,309,1,1,1,0,0,0,0,309,"DNA ligase(309)","ligA(309)",1905,2433,2170.73,788,1,"Tul003_01751","S2_01738","CFBP6927_02012","M109cC1478_00662"
"g001380_000002","g001380",NA,"hypothetical protein",70,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",210,345,220.35,789,1,"Tul003_01720","S2_01772","CFBP6927_01984","M109cC1478_00690"
"g002594_000001","g002594","rnpA","Ribonuclease P protein component",60,28,309,1,1,1,0,0,0,0,309,"Ribonuclease P protein component(242):hypothetical protein(67)","rnpA(242):NA(67)",195,414,348.63,790,1,"Tul003_00060","S2_00977","CFBP6927_00316","M109cC1478_02613"
"g001151_1_000002","g001151_1","yihS","Sulfoquinovose isomerase",70,36,309,1.01,1,2,1,2,1,2,311,"Sulfoquinovose isomerase(312)","yihS(311):NA(1)",567,2487,1251.68,791,1,"Tul003_01819","S2_01671","CFBP6927_02082","M109cC1478_00591"
"g000575_000001","g000575","dhfrIII","IS1595 family transposase ISSsu9",60,53,309,1,1,1,0,0,0,0,309,"IS1595 family transposase ISSsu9(286):Dihydrofolate reductase type 3(23)","NA(286):dhfrIII(23)",216,555,519.76,792,1,"Tul003_01714","S2_01778","CFBP6927_01978","M109cC1478_00696"
"g000063_1_000004","g000063_1","gbpR","HTH-type transcriptional regulator GbpR",70,28,309,1.02,1,2,41,5,41,5,314,"HTH-type transcriptional regulator GbpR(309):Beta-ketoadipyl-CoA thiolase(44):3-ketoacyl-CoA thiolase(2)","gbpR(309):pcaF(44):fadA(2)",840,1533,970.34,793,1,"Tul003_03035","S2_04476","CFBP6927_04625","M109cC1478_04690"
"g000526","g000526",NA,"hypothetical protein",50,53,309,1,1,1,2,0,2,0,309,"hypothetical protein(311)","NA(311)",171,1395,1091.2,794,1,"Tul003_02315","S2_02220","CFBP6927_02572","M109cC1478_04198"
"g001012_000001","g001012","allE","(S)-ureidoglycine aminohydrolase",60,42,309,1.02,1,3,2,6,2,7,316,"(S)-ureidoglycine aminohydrolase(312):hypothetical protein(6)","allE(312):NA(6)",183,837,809.17,795,1,"Tul003_03103","S2_01808","CFBP6927_03052","M109cC1478_05357"
"g001223_000001","g001223","mrpG","Na(+)/H(+) antiporter subunit G",60,39,309,1,1,1,0,0,0,0,309,"Na(+)/H(+) antiporter subunit G(308):hypothetical protein(1)","mrpG(308):NA(1)",234,366,346.76,796,1,"Tul003_00570","S2_00618","CFBP6927_00828","M109cC1478_01501"
"g001935_1_000003","g001935_1","hcaC","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit",80,32,309,1.02,1,2,0,7,0,7,316,"3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit(288):Assimilatory nitrite reductase [NAD(P)H] small subunit(25):hypothetical protein(3)","hcaC(288):nasE(25):NA(3)",330,348,335.72,797,1,"Tul003_03832","S2_04009","CFBP6927_03785","M109cC1478_06020"
"g002016_000001","g002016","alx","Putative membrane-bound redox modulator Alx",60,27,309,1,1,1,1,0,1,0,309,"Putative membrane-bound redox modulator Alx(310)","alx(310)",342,1014,980.87,798,1,"Tul003_01537","S2_03502","CFBP6927_01779","M109cC1478_02519"
"g002347","g002347","mprF","Phosphatidylglycerol lysyltransferase",50,27,309,1,1,1,2,0,2,0,309,"Phosphatidylglycerol lysyltransferase(308):hypothetical protein(3)","mprF(308):NA(3)",582,2640,2588.58,799,1,"Tul003_02186","S2_03609","CFBP6927_02445","M109cC1478_03925"
"g001752","g001752",NA,"hypothetical protein",50,34,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",1260,1437,1320.94,800,1,"Tul003_00223","S2_05205","CFBP6927_00483","M109cC1478_02754"
"g001083_000003","g001083","etfB","Electron transfer flavoprotein subunit beta",80,42,309,1.43,1,5,1,99,1,132,441,"Electron transfer flavoprotein subunit beta(441):Protein FixA(1)","etfB(441):fixA(1)",258,768,744.98,801,1,"Tul003_03497","S2_02733","CFBP6927_03452","M109cC1478_05755"
"g000236_1_000007","g000236_1","folD","Bifunctional protein FolD protein",80,51,309,1.39,1,4,0,78,0,122,431,"Bifunctional protein FolD protein(431)","folD(431)",153,936,798.44,802,1,"Tul003_00243","S2_05185","CFBP6927_00503","M109cC1478_02774"
"g001200_000001","g001200","chaC","Glutathione-specific gamma-glutamylcyclotransferase",60,40,309,1,1,1,0,0,0,0,309,"Glutathione-specific gamma-glutamylcyclotransferase(309)","chaC(309)",498,573,532.97,803,1,"Tul003_03512","S2_02718","CFBP6927_03467","M109cC1478_05770"
"g000239_1_000005","g000239_1","etfA","Electron transfer flavoprotein subunit alpha",80,64,309,1.52,1,5,0,107,0,160,469,"Electron transfer flavoprotein subunit alpha(469)","etfA(469)",126,960,859.41,804,1,"Tul003_03498","S2_02732","CFBP6927_03453","M109cC1478_05756"
"g001733_000001","g001733",NA,"hypothetical protein",60,34,308,1,1,2,3,1,3,1,309,"hypothetical protein(312)","NA(312)",165,1923,1886.45,805,1,"Tul003_02275","S2_02180","CFBP6927_02532","M109cC1478_04158"
"g004814_000002","g004814","dppB","Dipeptide transport system permease protein DppB",70,16,308,1,1,2,0,1,0,1,309,"Dipeptide transport system permease protein DppB(191):Glutathione transport system permease protein GsiC(67):Nickel transport system permease protein NikB(51)","dppB(191):gsiC(67):nikB(51)",999,999,999,805,2,"Tul003_02276","S2_02181","CFBP6927_02533","M109cC1478_04159"
"g002201_1_000003","g002201_1",NA,"hypothetical protein",70,27,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",1146,1191,1177.94,805,3,"Tul003_02277","S2_02182","CFBP6927_02534","M109cC1478_04160"
"g003020_000003","g003020","murG","hypothetical protein",80,24,308,1,1,2,2,1,2,1,309,"hypothetical protein(162):UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase(149)","NA(162):murG(149)",381,1302,1203.52,805,4,"Tul003_02278","S2_02183","CFBP6927_02535","M109cC1478_04161"
"g000382_000003","g000382","mshA","D-inositol-3-phosphate glycosyltransferase",80,40,308,1,1,2,6,1,6,1,309,"D-inositol-3-phosphate glycosyltransferase(308):hypothetical protein(6):GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase(1)","mshA(308):NA(6):pimB(1)",225,1341,1233.56,805,5,"Tul003_02279","S2_02184","CFBP6927_02536","M109cC1478_04162"
"g000561_000001","g000561","murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase",60,50,308,1.01,1,2,2,2,2,2,310,"UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase(310):hypothetical protein(2)","murG(310):NA(2)",489,1188,1146.17,805,6,"Tul003_02280","S2_02185","CFBP6927_02537","M109cC1478_04163"
"g001691_000001","g001691","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,35,308,1,1,2,0,1,0,1,309,"Putative L-lactate dehydrogenase operon regulatory protein(287):Transcriptional regulator NanR(17):HTH-type transcriptional repressor NanR(3):HTH-type transcriptional regulator LutR(1):Pyruvate dehydrogenase complex repressor(1)","lldR(287):nanR(20):lutR(1):pdhR(1)",690,912,766.85,806,1,"Tul003_02857","S2_03881","CFBP6927_04810","M109cC1478_04936"
"g003192_000002","g003192","gsiB","Glutathione-binding protein GsiB",70,24,308,1,1,1,0,0,0,0,308,"Glutathione-binding protein GsiB(220):Periplasmic dipeptide transport protein(88)","gsiB(220):dppA(88)",1509,1512,1509.26,806,2,"Tul003_02856","S2_03882","CFBP6927_04811","M109cC1478_04937"
"g004817_1_000003","g004817_1","gsiC","Glutathione transport system permease protein GsiC",70,15,308,1,1,1,1,0,1,0,308,"Glutathione transport system permease protein GsiC(298):Dipeptide transport system permease protein DppB(11)","gsiC(298):dppB(11)",228,960,944.4,806,3,"Tul003_02855","S2_03883","CFBP6927_04812","M109cC1478_04938"
"g002293_1_000004","g002293_1","gsiD","Glutathione transport system permease protein GsiD",80,29,308,1,1,1,1,0,1,0,308,"Glutathione transport system permease protein GsiD(305):putative D%2CD-dipeptide transport system permease protein DdpC(3):hypothetical protein(1)","gsiD(305):ddpC(3):NA(1)",159,879,871.17,806,4,"Tul003_02854","S2_03884","CFBP6927_04813","M109cC1478_04939"
"g001325_000002","g001325","ywrD","Glutathione hydrolase-like YwrD proenzyme",70,38,308,1,1,1,1,0,1,0,308,"Glutathione hydrolase-like YwrD proenzyme(294):Glutathione hydrolase proenzyme(11):Acylase ACY 1 proenzyme(3):hypothetical protein(1)","ywrD(294):ggt(11):acyI(3):NA(1)",351,1788,1779.9,806,5,"Tul003_02853","S2_03885","CFBP6927_04814","M109cC1478_04940"
"g002004","g002004","rbn","Ribonuclease BN",50,32,308,1,1,1,0,0,0,0,308,"Ribonuclease BN(308)","rbn(308)",666,942,844.84,807,1,"Tul003_02267","S2_02172","CFBP6927_02524","M109cC1478_04150"
