"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DSM25558","DSM25559","B203","SBV_31","SBV_32","SBV33","NCPPB1650"
"g004616_000003","g004616","rph","Ribonuclease PH",80,17,311,1,1,1,0,0,0,0,311,"Ribonuclease PH(311)","rph(311)",717,924,719.45,212,2,"DSM25558_01195","DSM25559_03591","B203_02606","SBV_31_03920","SBV_32_03952","SBV33_03921","NCPPB1650_00313"
"g003517_000002","g003517","hrcA","Heat-inducible transcription repressor HrcA",70,22,311,1,1,1,0,0,0,0,311,"Heat-inducible transcription repressor HrcA(311)","hrcA(311)",1047,1227,1090.65,212,3,"DSM25558_01196","DSM25559_03590","B203_02605","SBV_31_03919","SBV_32_03951","SBV33_03920","NCPPB1650_00314"
"g000222_1_000001","g000222_1","potA","Spermidine/putrescine import ATP-binding protein PotA",60,33,311,1,1,1,1,0,1,0,311,"Spermidine/putrescine import ATP-binding protein PotA(306):Vitamin B12 import ATP-binding protein BtuD(6)","potA(306):btuD(6)",555,1230,1144.22,213,1,"(DSM25558_04013:DSM25558_04014)","DSM25559_01827","B203_02176","SBV_31_01572","SBV_32_01588","SBV33_01560","NCPPB1650_03266"
"g002002_1_000001","g002002_1","potH","Putrescine transport system permease protein PotH",60,30,311,1,1,1,0,0,0,0,311,"Putrescine transport system permease protein PotH(311)","potH(311)",906,954,913.51,213,2,"DSM25558_04015","DSM25559_01828","B203_02175","SBV_31_01573","SBV_32_01589","SBV33_01561","NCPPB1650_03267"
"g003635_1_000003","g003635_1","ydcV","Inner membrane ABC transporter permease protein YdcV",70,19,311,1,1,1,0,0,0,0,311,"Inner membrane ABC transporter permease protein YdcV(309):hypothetical protein(2)","ydcV(309):NA(2)",813,822,814.37,213,3,"DSM25558_04016","DSM25559_01829","B203_02174","SBV_31_01574","SBV_32_01590","SBV33_01562","NCPPB1650_03268"
"g000911_000003","g000911",NA,"hypothetical protein",80,27,311,1.02,1,2,2,6,2,6,317,"hypothetical protein(319)","NA(319)",339,7164,6356.77,214,1,"(DSM25558_01972:DSM25558_01973)","DSM25559_00615","B203_00805","SBV_31_04926","SBV_32_04460","SBV33_04770","NCPPB1650_04046"
"g001500","g001500",NA,"hypothetical protein",50,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",267,375,368.77,214,2,"DSM25558_01974","DSM25559_00616","B203_00806","SBV_31_04927","SBV_32_04459","SBV33_04769","NCPPB1650_04047"
"g002964_1_000005","g002964_1","fdxE","Ferredoxin-6",80,22,311,1,1,1,0,0,0,0,311,"Ferredoxin-6(311)","fdxE(311)",321,321,321,214,3,"DSM25558_01975","DSM25559_00617","B203_00807","SBV_31_04928","SBV_32_04458","SBV33_04768","NCPPB1650_04048"
"g004161_000002","g004161","eda","KHG/KDPG aldolase",70,19,311,1,1,2,0,1,0,1,312,"KHG/KDPG aldolase(312)","eda(312)",639,639,639,215,1,"DSM25558_00759","DSM25559_00917","B203_03821","SBV_31_02618","SBV_32_02321","SBV33_02620","NCPPB1650_01670"
"g003121_000001","g003121","yebE","hypothetical protein",60,24,311,1,1,2,1,1,1,1,312,"hypothetical protein(312):Inner membrane protein YebE(1)","NA(312):yebE(1)",324,714,699.03,215,2,"DSM25558_00760","DSM25559_00916","B203_03822","SBV_31_02619","SBV_32_02320","SBV33_02621","NCPPB1650_01669"
"g000153_1_000001","g000153_1",NA,"hypothetical protein",60,71,311,1.05,1,2,0,16,0,16,327,"hypothetical protein(327)","NA(327)",402,441,412.75,216,1,"DSM25558_02314","DSM25559_03779","B203_01100","SBV_31_03073","SBV_32_02976","SBV33_02943","NCPPB1650_02782"
"g003334_000003","g003334","rnj","Ribonuclease J",80,23,311,1,1,1,0,0,0,0,311,"Ribonuclease J(311)","rnj(311)",1668,1740,1671.09,216,2,"DSM25558_02315","DSM25559_03780","B203_01101","SBV_31_03072","SBV_32_02977","SBV33_02944","NCPPB1650_02781"
"g002387_1_000003","g002387_1","xdh","D-xylose dehydrogenase",80,28,311,1,1,1,0,0,0,0,311,"D-xylose dehydrogenase(224):Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(86):hypothetical protein(1)","xdh(224):iolG(86):NA(1)",183,1134,1130.94,217,1,"DSM25558_00678","DSM25559_02878","B203_03416","SBV_31_00712","SBV_32_00711","SBV33_00710","NCPPB1650_04866"
"g001233_1_000001","g001233_1",NA,"hypothetical protein",60,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",762,765,763.44,217,2,"DSM25558_00677","DSM25559_02877","B203_03415","SBV_31_00711","SBV_32_00710","SBV33_00709","NCPPB1650_04865"
"g002031_000002","g002031",NA,"hypothetical protein",70,32,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",339,495,491.41,218,1,"DSM25558_02708","DSM25559_04017","B203_01324","SBV_31_02851","SBV_32_03198","SBV33_03165","NCPPB1650_02560"
"g000414_1_000061","g000414_1","cheW","Chemotaxis protein CheW",90,10,311,1,1,1,0,0,0,0,311,"Chemotaxis protein CheW(311)","cheW(311)",465,489,466.84,218,2,"DSM25558_02709","DSM25559_04016","B203_01323","SBV_31_02852","SBV_32_03197","SBV33_03164","NCPPB1650_02561"
"g001315","g001315","lptD","LPS-assembly protein LptD",50,38,311,1.02,1,2,0,5,0,5,316,"LPS-assembly protein LptD(316)","lptD(316)",654,2394,2363.41,219,1,"DSM25558_00128","DSM25559_05185","B203_04657","SBV_31_02084","SBV_32_02104","SBV33_02074","NCPPB1650_03780"
"g002447_000001","g002447","lptG","hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):Lipopolysaccharide export system permease protein LptG(1)","NA(310):lptG(1)",1083,1101,1088.01,219,2,"DSM25558_00127","DSM25559_05184","B203_04658","SBV_31_02085","SBV_32_02105","SBV33_02075","NCPPB1650_03781"
"g001850_000002","g001850","fadD","Long-chain-fatty-acid--CoA ligase",70,33,311,1,1,1,1,0,1,0,311,"Long-chain-fatty-acid--CoA ligase(312)","fadD(312)",276,1764,1702.47,220,1,"DSM25558_04597","DSM25559_03367","B203_02385","SBV_31_03701","SBV_32_03733","SBV33_03702","NCPPB1650_00532"
"g002209_000003","g002209","pgi","Glucose-6-phosphate isomerase",80,29,311,1,1,1,0,0,0,0,311,"Glucose-6-phosphate isomerase(311)","pgi(311)",1626,1632,1626.34,220,2,"DSM25558_04598","DSM25559_03368","B203_02386","SBV_31_03702","SBV_32_03734","SBV33_03703","NCPPB1650_00531"
"g000320_000002","g000320",NA,"hypothetical protein",70,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",801,879,803.37,221,1,"DSM25558_02141","DSM25559_03227","B203_00934","SBV_31_03243","SBV_32_02806","SBV33_02773","NCPPB1650_02952"
"g004042_000004","g004042","uvrA","UvrABC system protein A",90,10,311,1,1,1,2,0,2,0,311,"UvrABC system protein A(314)","uvrA(314)",471,2997,2885.75,221,2,"DSM25558_02140","DSM25559_03226","B203_00933","SBV_31_03244","SBV_32_02805","SBV33_02772","NCPPB1650_02953"
"g003463_1_000004","g003463_1","atpB","ATP synthase subunit a",80,16,311,1.01,1,2,0,2,0,2,313,"ATP synthase subunit a(313)","atpB(313)",750,846,776.63,222,1,"DSM25558_04090","DSM25559_01904","B203_02104","SBV_31_01647","SBV_32_01665","SBV33_01636","NCPPB1650_03342"
"g010783_000004","g010783","atpE","ATP synthase subunit c",90,6,311,1,1,1,0,0,0,0,311,"ATP synthase subunit c(311)","atpE(311)",228,228,228,222,2,"DSM25558_04091","DSM25559_01905","B203_02103","SBV_31_01648","SBV_32_01666","SBV33_01637","NCPPB1650_03343"
"g001880","g001880","corA","Magnesium transport protein CorA",50,32,311,1,1,1,0,0,0,0,311,"Magnesium transport protein CorA(311)","corA(311)",870,1029,976.92,223,1,"DSM25558_04086","DSM25559_01900","B203_02108","SBV_31_01643","SBV_32_01661","SBV33_01632","NCPPB1650_03338"
"g002043_1_000001","g002043_1",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",342,366,357.53,223,2,"DSM25558_04089","DSM25559_01903","B203_02105","SBV_31_01646","SBV_32_01664","SBV33_01635","NCPPB1650_03341"
"g003144_000001","g003144",NA,"hypothetical protein",60,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",732,750,736.22,224,1,"DSM25558_03896","DSM25559_01757","B203_02245","SBV_31_01471","SBV_32_01487","SBV33_01459","NCPPB1650_00820"
"g002828_000002","g002828","fliF","Flagellar M-ring protein",70,26,311,1,1,1,3,0,3,0,311,"Flagellar M-ring protein(314)","fliF(314)",681,1701,1668.95,224,2,"DSM25558_03895","DSM25559_01756","B203_02246","SBV_31_01470","SBV_32_01486","SBV33_01458","NCPPB1650_00819"
"g004268_000003","g004268","flhA","Flagellar biosynthesis protein FlhA",80,18,311,1,1,1,0,0,0,0,311,"Flagellar biosynthesis protein FlhA(311)","flhA(311)",1995,2094,2088.46,225,1,"DSM25558_03976","DSM25559_01790","B203_02212","SBV_31_01536","SBV_32_01552","SBV33_01524","NCPPB1650_03230"
"g002968","g002968",NA,"hypothetical protein",50,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",726,756,753.63,225,2,"DSM25558_03977","DSM25559_01791","B203_02211","SBV_31_01537","SBV_32_01553","SBV33_01525","NCPPB1650_03231"
"g002986_1_000007","g002986_1","acnA","Aconitate hydratase A",90,22,311,1,1,1,3,0,3,0,311,"Aconitate hydratase A(314)","acnA(314)",771,2817,2664.75,226,1,"DSM25558_04374","DSM25559_01642","B203_04234","SBV_31_04198","SBV_32_04230","SBV33_04199","NCPPB1650_05056"
"g000291_000001","g000291","ccmA","Cytochrome c biogenesis ATP-binding export protein CcmA",60,65,311,1,1,1,0,0,0,0,311,"Cytochrome c biogenesis ATP-binding export protein CcmA(311)","ccmA(311)",558,666,647.25,226,2,"DSM25558_04373","DSM25559_01641","B203_04235","SBV_31_04197","SBV_32_04229","SBV33_04198","NCPPB1650_05057"
"g002048_000002","g002048","hemF","Oxygen-dependent coproporphyrinogen-III oxidase",70,32,311,1,1,1,0,0,0,0,311,"Oxygen-dependent coproporphyrinogen-III oxidase(311)","hemF(311)",912,918,912.54,227,1,"DSM25558_02634","DSM25559_04226","B203_01498","SBV_31_02220","SBV_32_02719","SBV33_02221","NCPPB1650_02068"
"g000847_000002","g000847","trmL","tRNA (cytidine(34)-2'-O)-methyltransferase",70,43,311,1,1,1,1,0,1,0,311,"tRNA (cytidine(34)-2'-O)-methyltransferase(312)","trmL(312)",171,558,470.36,227,2,"DSM25558_02630","DSM25559_04222","B203_01495","SBV_31_02216","SBV_32_02723","SBV33_02217","NCPPB1650_02072"
"g002324_000002","g002324","gloA","Lactoylglutathione lyase",70,30,311,1,1,1,0,0,0,0,311,"Lactoylglutathione lyase(311)","gloA(311)",441,441,441,228,1,"DSM25558_02414","DSM25559_03876","B203_01193","SBV_31_02978","SBV_32_03071","SBV33_03038","NCPPB1650_02687"
"g003936_000003","g003936",NA,"hypothetical protein",80,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",579,579,579,228,2,"DSM25558_02415","DSM25559_03877","B203_01194","SBV_31_02977","SBV_32_03072","SBV33_03039","NCPPB1650_02686"
"g002496_000003","g002496",NA,"hypothetical protein",80,25,311,1,1,1,5,0,5,0,311,"hypothetical protein(316)","NA(316)",303,1632,1502.18,229,1,"DSM25558_05084","DSM25559_00550","B203_00740","SBV_31_04861","SBV_32_04525","SBV33_04835","NCPPB1650_03981"
"g006442_000004","g006442","rpsD","30S ribosomal protein S4",90,11,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S4(311)","rpsD(311)",618,618,618,229,2,"DSM25558_05088","DSM25559_00552","B203_00743","SBV_31_04863","SBV_32_04523","SBV33_04833","NCPPB1650_03983"
"g004943_000002","g004943","rpsT","30S ribosomal protein S20",70,16,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S20(311)","rpsT(311)",267,369,270.36,230,1,"DSM25558_01185","DSM25559_03601","B203_02615","SBV_31_03930","SBV_32_03962","SBV33_03931","NCPPB1650_00303"
"g002824_1_000004","g002824_1","dnaA","Chromosomal replication initiator protein DnaA",70,24,311,1,1,1,0,0,0,0,311,"Chromosomal replication initiator protein DnaA(311)","dnaA(311)",1290,1575,1514.9,230,2,"DSM25558_01186","DSM25559_03600","B203_02614","SBV_31_03929","SBV_32_03961","SBV33_03930","NCPPB1650_00304"
"g000744_000002","g000744",NA,"hypothetical protein",70,46,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",606,1296,1251.88,231,1,"DSM25558_04460","DSM25559_05382","B203_04149","SBV_31_04283","SBV_32_04315","SBV33_04284","NCPPB1650_04971"
"g000695_000001","g000695",NA,"hypothetical protein",60,50,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",696,804,766.29,231,2,"DSM25558_04461","DSM25559_05381","B203_04148","SBV_31_04284","SBV_32_04316","SBV33_04285","NCPPB1650_04970"
"g002117_000003","g002117","metAA","Homoserine O-acetyltransferase",80,27,311,1,1,1,0,0,0,0,311,"Homoserine O-acetyltransferase(311)","metAA(311)",927,1005,928.03,232,1,"DSM25558_00989","DSM25559_01578","B203_04299","SBV_31_04132","SBV_32_04164","SBV33_04133","NCPPB1650_05122"
"g001191_000001","g001191","mro","Aldose 1-epimerase",60,40,311,1,1,1,0,0,0,0,311,"Aldose 1-epimerase(311)","mro(160):galM(151)",1011,1026,1020.37,232,2,"DSM25558_00990","DSM25559_01579","B203_04298","SBV_31_04133","SBV_32_04165","SBV33_04134","NCPPB1650_05121"
"g001523_000003","g001523",NA,"Aminopeptidase T",80,36,311,1,1,1,0,0,0,0,311,"Aminopeptidase T(311)","NA(311)",1239,1377,1244.94,233,1,"DSM25558_03845","DSM25559_03431","B203_02445","SBV_31_03760","SBV_32_03792","SBV33_03761","NCPPB1650_00473"
"g000548_000002","g000548","ybaK","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK",70,54,311,1,1,1,0,0,0,0,311,"Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK(311)","ybaK(311)",363,477,475.32,233,2,"DSM25558_03844","DSM25559_03430","B203_02444","SBV_31_03759","SBV_32_03791","SBV33_03760","NCPPB1650_00474"
"g000191_000001","g000191","mcl2","(3S)-malyl-CoA thioesterase",60,71,311,1,1,1,0,0,0,0,311,"(3S)-malyl-CoA thioesterase(311)","mcl2(311)",867,945,907.65,234,1,"DSM25558_00958","DSM25559_01547","B203_04330","SBV_31_04101","SBV_32_04133","SBV33_04102","NCPPB1650_05153"
"g003135_000002","g003135",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",207,207,207,234,2,"DSM25558_00959","DSM25559_01548","B203_04329","SBV_31_04102","SBV_32_04134","SBV33_04103","NCPPB1650_05152"
"g004306_1_000005","g004306_1",NA,"putative protein",90,17,311,1,1,1,0,0,0,0,311,"putative protein(308):hypothetical protein(3)","NA(311)",1395,1863,1415.05,235,1,"DSM25558_01756","DSM25559_04319","B203_01590","SBV_31_02313","SBV_32_02626","SBV33_02315","NCPPB1650_01975"
"g002696_1_000002","g002696_1",NA,"hypothetical protein",70,26,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",348,948,938.73,235,2,"DSM25558_01757","DSM25559_04320","B203_01591","SBV_31_02314","SBV_32_02625","SBV33_02316","NCPPB1650_01974"
"g000674_1_000008","g000674_1","dapE","Succinyl-diaminopimelate desuccinylase",80,29,311,1,1,1,0,0,0,0,311,"Succinyl-diaminopimelate desuccinylase(310):hypothetical protein(1)","dapE(310):NA(1)",504,1392,1387.09,236,1,"DSM25558_01168","DSM25559_03619","B203_02633","SBV_31_03948","SBV_32_03980","SBV33_03949","NCPPB1650_00285"
"g000951_000001","g000951","slyA","hypothetical protein",60,41,311,1,1,1,0,0,0,0,311,"hypothetical protein(149):Transcriptional regulator SlyA(93):HTH-type transcriptional regulator MhqR(69)","NA(149):slyA(93):mhqR(69)",372,540,437.58,236,2,"DSM25558_01167","DSM25559_03620","B203_02634","SBV_31_03949","SBV_32_03981","SBV33_03950","NCPPB1650_00284"
"g002878_1_000004","g002878_1","talB","Transaldolase B",80,25,311,1.02,1,2,0,6,0,6,317,"Transaldolase B(228):Transaldolase(89)","talB(228):tal(89)",957,966,963.85,237,1,"DSM25558_03395","DSM25559_00945","B203_03794","SBV_31_02635","SBV_32_02304","SBV33_02637","NCPPB1650_01653"
"g002120_1_000004","g002120_1","deoR","Deoxyribonucleoside regulator",70,24,311,1.01,1,2,1,2,1,2,313,"Deoxyribonucleoside regulator(313):hypothetical protein(1)","deoR(313):NA(1)",405,1032,988.74,237,2,"DSM25558_03396","DSM25559_00946","B203_03793","SBV_31_02636","SBV_32_02303","SBV33_02638","NCPPB1650_01652"
"g000558_000002","g000558","alr","Alanine racemase%2C biosynthetic",70,52,311,1,1,1,0,0,0,0,311,"Alanine racemase%2C biosynthetic(272):Alanine racemase%2C catabolic(39)","alr(272):dadX(39)",1164,1194,1171.46,238,1,"DSM25558_00255","DSM25559_04873","B203_04634","SBV_31_02060","SBV_32_02080","SBV33_02050","NCPPB1650_03756"
"g004758_000003","g004758","radA","DNA repair protein RadA",80,16,311,1,1,1,0,0,0,0,311,"DNA repair protein RadA(311)","radA(311)",1290,1407,1403.94,238,2,"DSM25558_00258","DSM25559_04875","B203_04631","SBV_31_02058","SBV_32_02078","SBV33_02048","NCPPB1650_03754"
"g000866_000001","g000866","pbpC","Penicillin-binding protein 1C",60,45,311,1,1,2,0,1,0,1,312,"Penicillin-binding protein 1C(165):Monofunctional biosynthetic peptidoglycan transglycosylase(145):hypothetical protein(2)","pbpC(165):mtgA(145):NA(2)",567,2100,2075.88,239,1,"DSM25558_03674","DSM25559_02623","B203_03163","SBV_31_00457","SBV_32_00456","SBV33_00455","NCPPB1650_04611"
"g000774","g000774","yfhM","putative lipoprotein YfhM",50,45,311,1,1,2,5,1,5,1,312,"putative lipoprotein YfhM(311):hypothetical protein(6)","yfhM(311):NA(6)",411,5571,5398.82,239,2,"DSM25558_03673","DSM25559_02624","B203_03164","SBV_31_00458","SBV_32_00457","SBV33_00456","NCPPB1650_04612"
"g003338_000003","g003338","rnd","Ribonuclease D",80,20,311,1,1,1,0,0,0,0,311,"Ribonuclease D(311)","rnd(311)",1146,1317,1157.34,240,1,"DSM25558_00089","DSM25559_05145","B203_04700","SBV_31_02124","SBV_32_02144","SBV33_02114","NCPPB1650_03820"
"g004272_000003","g004272","aspS","Aspartate--tRNA(Asp/Asn) ligase",80,16,311,1,1,1,1,0,1,0,311,"Aspartate--tRNA(Asp/Asn) ligase(311):Aspartate--tRNA ligase(1)","aspS(312)",285,1956,1789.79,240,2,"DSM25558_00087","DSM25559_05144","B203_04701","SBV_31_02125","SBV_32_02145","SBV33_02115","NCPPB1650_03821"
"g003158_000003","g003158","topA","DNA topoisomerase 1",80,24,311,1,1,1,0,0,0,0,311,"DNA topoisomerase 1(311)","topA(311)",2667,2721,2686.6,241,1,"DSM25558_02295","DSM25559_03760","B203_01083","SBV_31_03092","SBV_32_02957","SBV33_02924","NCPPB1650_02801"
"g001245_000002","g001245",NA,"hypothetical protein",70,34,311,1.01,1,2,4,2,4,2,313,"hypothetical protein(317)","NA(317)",213,1185,1124.06,241,2,"DSM25558_02293","DSM25559_03758","B203_01081","SBV_31_03094","SBV_32_02955","SBV33_02922","NCPPB1650_02803"
"g000398_000001","g000398","thiN","hypothetical protein",60,59,311,1,1,1,0,0,0,0,311,"hypothetical protein(273):Thiamine pyrophosphokinase(38)","NA(273):thiN(38)",642,702,657.21,242,1,"DSM25558_00988","DSM25559_01577","B203_04300","SBV_31_04131","SBV_32_04163","SBV33_04132","NCPPB1650_05123"
"g002081_1_000007","g002081_1","uup","ABC transporter ATP-binding protein uup",80,27,311,1,1,1,2,0,2,0,311,"ABC transporter ATP-binding protein uup(313)","uup(313)",678,1833,1816,242,2,"DSM25558_00987","DSM25559_01576","B203_04301","SBV_31_04130","SBV_32_04162","SBV33_04131","NCPPB1650_05124"
"g002410_000002","g002410",NA,"hypothetical protein",70,29,311,1,1,2,1,1,1,1,312,"hypothetical protein(313)","NA(313)",264,1056,993.8,243,1,"DSM25558_00772","DSM25559_00905","B203_03838","SBV_31_02592","SBV_32_02347","SBV33_02594","NCPPB1650_01696"
"g001509_1_000007","g001509_1","yciC","Putative metal chaperone YciC",80,29,311,1.01,1,2,0,2,0,2,313,"Putative metal chaperone YciC(238):hypothetical protein(75)","yciC(238):NA(75)",126,1275,1109.77,243,2,"DSM25558_00773;DSM25558_03095","DSM25559_00904","B203_03839","SBV_31_02591","SBV_32_02348","SBV33_02593","NCPPB1650_01697"
"g001713_000002","g001713","recO","DNA repair protein RecO",70,33,311,1,1,1,0,0,0,0,311,"DNA repair protein RecO(311)","recO(311)",738,795,776.08,244,1,"DSM25558_01358","DSM25559_04914","B203_04593","SBV_31_02020","SBV_32_02040","SBV33_02010","NCPPB1650_03716"
"g000281","g000281","ycbX","putative protein YcbX",50,65,311,1,1,1,0,0,0,0,311,"putative protein YcbX(311)","ycbX(311)",843,858,846.26,244,2,"DSM25558_00296","DSM25559_04912","B203_04595","SBV_31_02022","SBV_32_02042","SBV33_02012","NCPPB1650_03718"
"g000437_000001","g000437","catE","Catechol-2%2C3-dioxygenase",60,57,311,1,1,1,0,0,0,0,311,"Catechol-2%2C3-dioxygenase(311)","catE(311)",798,897,866.59,245,1,"DSM25558_03237","DSM25559_02117","B203_01897","SBV_31_01853","SBV_32_01872","SBV33_01842","NCPPB1650_03548"
"g001903_000001","g001903",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",576,810,666.59,245,2,"DSM25558_03236","DSM25559_02118","B203_01896","SBV_31_01854","SBV_32_01873","SBV33_01843","NCPPB1650_03549"
"g000926_000002","g000926","betA","Oxygen-dependent choline dehydrogenase",70,38,311,1,1,1,0,0,0,0,311,"Oxygen-dependent choline dehydrogenase(311)","betA(311)",834,1728,1653.59,246,1,"DSM25558_02924","DSM25559_02045","B203_01965","SBV_31_01785","SBV_32_01804","SBV33_01774","NCPPB1650_03480"
"g001164_000003","g001164","betB","NAD/NADP-dependent betaine aldehyde dehydrogenase",80,38,311,1,1,1,0,0,0,0,311,"NAD/NADP-dependent betaine aldehyde dehydrogenase(311)","betB(311)",1464,1482,1473.33,246,2,"DSM25558_02923","DSM25559_02044","B203_01966","SBV_31_01784","SBV_32_01803","SBV33_01773","NCPPB1650_03479"
"g000347_000001","g000347",NA,"hypothetical protein",60,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",345,576,501.96,247,1,"DSM25558_02648","DSM25559_04240","B203_01512","SBV_31_02235","SBV_32_02704","SBV33_02236","NCPPB1650_02053"
"g003368_1_000005","g003368_1","leuA","2-isopropylmalate synthase",80,19,311,1,1,1,0,0,0,0,311,"2-isopropylmalate synthase(311)","leuA(311)",1704,1728,1710.59,247,2,"DSM25558_02650","DSM25559_04242","B203_01514","SBV_31_02237","SBV_32_02702","SBV33_02238","NCPPB1650_02051"
"g000657_000001","g000657",NA,"hypothetical protein",60,51,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",345,432,358.23,248,1,"DSM25558_04509","DSM25559_03309","B203_02301","SBV_31_03644","SBV_32_03677","SBV33_03645","NCPPB1650_00660"
"g000855_000002","g000855","pyrD","Dihydroorotate dehydrogenase (quinone)",70,46,311,1,1,1,0,0,0,0,311,"Dihydroorotate dehydrogenase (quinone)(311)","pyrD(311)",1089,1095,1091.15,248,2,"DSM25558_04508","DSM25559_03308","B203_02300","SBV_31_03643","SBV_32_03676","SBV33_03644","NCPPB1650_00661"
"g003361_000002","g003361","nuoN","NADH-quinone oxidoreductase subunit N",70,18,311,1,1,1,1,0,1,0,311,"NADH-quinone oxidoreductase subunit N(311):hypothetical protein(1)","nuoN(311):NA(1)",237,1446,1437.91,249,1,"DSM25558_02317","DSM25559_03782","B203_01103","SBV_31_03070","SBV_32_02979","SBV33_02946","NCPPB1650_02779"
"g001483_000001","g001483","birA","Bifunctional ligase/repressor BirA",60,37,311,1,1,1,0,0,0,0,311,"Bifunctional ligase/repressor BirA(311)","birA(311)",534,789,754.96,249,2,"DSM25558_02316","DSM25559_03781","B203_01102","SBV_31_03071","SBV_32_02978","SBV33_02945","NCPPB1650_02780"
"g000880_000002","g000880",NA,"hypothetical protein",70,44,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",576,648,625.38,250,1,"DSM25558_00283","DSM25559_04901","B203_04606","SBV_31_02033","SBV_32_02053","SBV33_02023","NCPPB1650_03729"
"g000264_000001","g000264",NA,"hypothetical protein",60,62,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",255,576,525.79,250,2,"(DSM25558_00284:DSM25558_00285)","DSM25559_04902","B203_04605","SBV_31_02032","SBV_32_02052","SBV33_02022","NCPPB1650_03728"
"g000259_000001","g000259",NA,"hypothetical protein",60,66,311,1.01,1,2,0,3,0,3,314,"hypothetical protein(312):putative FAD-linked oxidoreductase(2)","NA(314)",150,1461,1198.71,251,1,"DSM25558_04038","DSM25559_01850","B203_02154","SBV_31_01596","SBV_32_01612","SBV33_01584","NCPPB1650_03290"
"g000563_000002","g000563","lutA","Lactate utilization protein A",70,53,311,1,1,1,0,0,0,0,311,"Lactate utilization protein A(309):Anaerobic glycerol-3-phosphate dehydrogenase subunit C(2)","lutA(309):glpC(2)",1302,1329,1309.77,251,2,"DSM25558_04040","DSM25559_01851","B203_02153","SBV_31_01597","SBV_32_01614","SBV33_01585","NCPPB1650_03292"
"g003661_000003","g003661","ilvI","Acetolactate synthase isozyme 3 large subunit",80,21,311,1,1,2,0,1,0,1,312,"Acetolactate synthase isozyme 3 large subunit(312)","ilvI(312)",1779,1794,1791.4,252,1,"DSM25558_04817","DSM25559_03979","B203_01286","SBV_31_02889","SBV_32_03160","SBV33_03127","NCPPB1650_02598"
"g005401_000004","g005401","ilvH","Acetolactate synthase isozyme 3 small subunit",90,14,311,1,1,2,0,1,0,1,312,"Acetolactate synthase isozyme 3 small subunit(304):Acetolactate synthase small subunit(8)","ilvH(312)",573,573,573,252,2,"DSM25558_04816","DSM25559_03978","B203_01285","SBV_31_02890","SBV_32_03159","SBV33_03126","NCPPB1650_02599"
"g000215","g000215","cutC","Copper homeostasis protein CutC",50,70,311,1,1,1,0,0,0,0,311,"Copper homeostasis protein CutC(311)","cutC(311)",711,783,735.35,253,1,"DSM25558_02477","DSM25559_01166","B203_03756","SBV_31_03585","SBV_32_03337","SBV33_03304","NCPPB1650_03166"
"g001117_1_000001","g001117_1","nagK","N-acetyl-D-glucosamine kinase",60,40,311,1,1,1,0,0,0,0,311,"N-acetyl-D-glucosamine kinase(311)","nagK(311)",852,981,923.36,253,2,"DSM25558_03661","DSM25559_02636","B203_03176","SBV_31_00470","SBV_32_00469","SBV33_00468","NCPPB1650_04624"
"g003893_000003","g003893","leuD1","3-isopropylmalate dehydratase small subunit 1",80,20,311,1,1,1,1,0,1,0,311,"3-isopropylmalate dehydratase small subunit 1(215):3-isopropylmalate dehydratase small subunit(97)","leuD1(215):leuD(97)",315,609,604.97,254,1,"DSM25558_04401","DSM25559_01669","B203_04207","SBV_31_04225","SBV_32_04257","SBV33_04226","NCPPB1650_05029"
