"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0009","KCJK1736"
"g000357_000002","g000357","mutY","Adenine DNA glycosylase",70,59,311,1,1,1,0,0,0,0,311,"Adenine DNA glycosylase(273):Endonuclease III(37):hypothetical protein(1)","mutY(273):nth(37):NA(1)",306,1218,1094.82,63,3,"DE0009_01566","KCJK1736_01575"
"g001342_000001","g001342",NA,"hypothetical protein",60,38,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",450,741,527.06,63,4,"DE0009_01565","KCJK1736_01576"
"g002438_000001","g002438",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",666,765,699.52,63,5,"DE0009_01564","KCJK1736_01577"
"g004548_000003","g004548","ctaD","Cytochrome c oxidase subunit 1",80,17,311,1,1,1,1,0,1,0,311,"Cytochrome c oxidase subunit 1(312)","ctaD(312)",618,1716,1685.75,64,1,"DE0009_01596","KCJK1736_01547"
"g002125_000002","g002125","ctaB","Protoheme IX farnesyltransferase",70,31,311,1,1,1,0,0,0,0,311,"Protoheme IX farnesyltransferase(311)","ctaB(311)",525,960,954.71,64,2,"DE0009_01595","KCJK1736_01548"
"g002152_000002","g002152",NA,"hypothetical protein",70,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",132,141,135.44,64,3,"DE0009_01594","KCJK1736_01549"
"g002390_000001","g002390","ctaG","Cytochrome c oxidase assembly protein CtaG",60,29,311,1,1,1,0,0,0,0,311,"Cytochrome c oxidase assembly protein CtaG(311)","ctaG(311)",573,633,617.18,64,4,"DE0009_01593","KCJK1736_01550"
"g003213_000003","g003213","ctaE","Cytochrome c oxidase subunit 3",80,24,311,1,1,1,0,0,0,0,311,"Cytochrome c oxidase subunit 3(311)","ctaE(311)",876,942,882.23,64,5,"DE0009_01592","KCJK1736_01551"
"g000821","g000821","znuA","High-affinity zinc uptake system protein ZnuA",50,46,311,1,1,1,0,0,0,0,311,"High-affinity zinc uptake system protein ZnuA(310):hypothetical protein(1)","znuA(310):NA(1)",693,1113,977.34,65,1,"DE0009_00787","KCJK1736_00461"
"g000566_000002","g000566","btuD","Vitamin B12 import ATP-binding protein BtuD",70,53,311,1,1,1,0,0,0,0,311,"Vitamin B12 import ATP-binding protein BtuD(208):Zinc import ATP-binding protein ZnuC(103)","btuD(208):znuC(103)",855,978,913.62,65,2,"DE0009_00788","KCJK1736_00462"
"g002933_000002","g002933","znuB","High-affinity zinc uptake system membrane protein ZnuB",70,26,311,1,1,1,0,0,0,0,311,"High-affinity zinc uptake system membrane protein ZnuB(311)","znuB(311)",813,882,823.23,65,3,"DE0009_00789","KCJK1736_00463"
"g002060_1_000003","g002060_1","zur","Zinc uptake regulation protein",70,30,311,1,1,1,0,0,0,0,311,"Zinc uptake regulation protein(311)","zur(311)",396,417,406.04,65,4,"DE0009_00790","KCJK1736_00464"
"g000538_1_000002","g000538_1","yrdA","Protein YrdA",70,51,311,1,1,1,0,0,0,0,311,"Protein YrdA(259):Carnitine operon protein CaiE(52)","yrdA(259):caiE(52)",528,546,532.98,65,5,"DE0009_00791","KCJK1736_00465"
"g001398","g001398","ppiD","hypothetical protein",50,34,311,1,1,1,2,0,2,0,311,"hypothetical protein(154):Peptidyl-prolyl cis-trans isomerase D(136):Foldase protein PrsA(23)","NA(154):ppiD(136):prsA(23)",441,1896,1880.94,66,1,"DE0009_00649","KCJK1736_00325"
"g001273_000002","g001273","trpD","Anthranilate phosphoribosyltransferase",70,31,311,1,1,1,1,0,1,0,311,"Anthranilate phosphoribosyltransferase(311):Bifunctional protein TrpGD(1)","trpD(311):trpGD(1)",261,1044,1018.28,66,2,"DE0009_00648","KCJK1736_00324"
"g000810_1_000002","g000810_1","trpC","Indole-3-glycerol phosphate synthase",70,46,311,1,1,1,0,0,0,0,311,"Indole-3-glycerol phosphate synthase(311)","trpC(311)",537,816,815.09,66,3,"DE0009_00647","KCJK1736_00323"
"g000608_000003","g000608","moaC","Cyclic pyranopterin monophosphate synthase",80,48,311,1,1,1,0,0,0,0,311,"Cyclic pyranopterin monophosphate synthase(311)","moaC(311)",480,507,492.38,66,4,"DE0009_00646","KCJK1736_00322"
"g000223_000001","g000223","moeA","Molybdopterin molybdenumtransferase",60,68,311,1,1,1,1,0,1,0,311,"Molybdopterin molybdenumtransferase(312)","moeA(312)",483,1227,1216.3,66,5,"DE0009_00645","KCJK1736_00321"
"g001941_000004","g001941","hisA","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",90,32,311,1,1,1,0,0,0,0,311,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase(311)","hisA(311)",735,753,744.31,67,1,"DE0009_04148","KCJK1736_04885"
"g004405_000003","g004405","hisF","Imidazole glycerol phosphate synthase subunit HisF",80,18,311,1,1,1,0,0,0,0,311,"Imidazole glycerol phosphate synthase subunit HisF(311)","hisF(311)",777,879,783.95,67,2,"DE0009_04146","KCJK1736_04884"
"g001834_000002","g001834","hisE","Phosphoribosyl-ATP pyrophosphatase",70,34,311,1,1,1,0,0,0,0,311,"Phosphoribosyl-ATP pyrophosphatase(311)","hisE(311)",315,327,320.19,67,3,"DE0009_04145","KCJK1736_04883"
"g004351_000002","g004351","coaA","Pantothenate kinase",70,18,311,1,1,1,0,0,0,0,311,"Pantothenate kinase(311)","coaA(311)",969,1059,998.45,67,4,"DE0009_04144","KCJK1736_04882"
"g002134_000003","g002134","arfB","Peptidyl-tRNA hydrolase ArfB",80,31,311,1,1,1,0,0,0,0,311,"Peptidyl-tRNA hydrolase ArfB(309):hypothetical protein(2)","arfB(309):NA(2)",435,579,435.71,67,5,"DE0009_04143","KCJK1736_04881"
"g003472_000003","g003472","grxD","Glutaredoxin 4",80,23,311,1,1,1,0,0,0,0,311,"Glutaredoxin 4(311)","grxD(311)",333,336,335.9,68,1,"DE0009_00488","KCJK1736_00163"
"g001522_1_000003","g001522_1","bcr","Bicyclomycin resistance protein",70,31,311,1,1,1,1,0,1,0,311,"Bicyclomycin resistance protein(311):Multidrug resistance protein MdtL(1)","bcr(311):mdtL(1)",552,1287,1261.75,68,2,"DE0009_00487","KCJK1736_00162"
"g000808_1_000001","g000808_1",NA,"hypothetical protein",60,40,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",339,828,821.91,68,3,"DE0009_00486","KCJK1736_00161"
"g001116_000003","g001116","ttcA","tRNA-cytidine(32) 2-sulfurtransferase",80,41,311,1,1,1,0,0,0,0,311,"tRNA-cytidine(32) 2-sulfurtransferase(307):tRNA 2-thiocytidine biosynthesis protein TtcA(4)","ttcA(311)",870,978,903.81,68,4,"DE0009_00484","KCJK1736_00159"
"g004366_1_000003","g004366_1","glsA","Thermolabile glutaminase",70,17,311,1,1,1,0,0,0,0,311,"Thermolabile glutaminase(311)","glsA(311)",576,930,928.34,68,5,"DE0009_00483","KCJK1736_00158"
"g003407_000003","g003407","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase",80,20,311,1,1,1,0,0,0,0,311,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase(310):hypothetical protein(1)","ispH(310):NA(1)",198,1053,1031.09,69,1,"DE0009_01589","KCJK1736_01554"
"g001119_000002","g001119","thrB","Homoserine kinase",70,41,311,1,1,1,0,0,0,0,311,"Homoserine kinase(311)","thrB(311)",921,1089,969.44,69,2,"DE0009_01588","KCJK1736_01555"
"g003810_000003","g003810","rnhA","Ribonuclease HI",80,21,311,1,1,1,0,0,0,0,311,"Ribonuclease HI(311)","rnhA(311)",441,471,445.26,69,3,"DE0009_01587","KCJK1736_01556"
"g002291_000001","g002291",NA,"hypothetical protein",60,29,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",132,312,307.57,69,4,"DE0009_01586","KCJK1736_01557"
"g002901_000003","g002901","PGdx","Hybrid peroxiredoxin hyPrx5",80,26,311,1,1,1,0,0,0,0,311,"Hybrid peroxiredoxin hyPrx5(306):Peroxiredoxin(5)","PGdx(306):NA(5)",486,519,486.32,69,5,"DE0009_01584","KCJK1736_01559"
"g001521_1_000004","g001521_1","lysA","Diaminopimelate decarboxylase",80,34,311,1,1,1,0,0,0,0,311,"Diaminopimelate decarboxylase(311)","lysA(311)",804,1272,1268.77,70,1,"DE0009_02499","KCJK1736_02838"
"g001037","g001037",NA,"hypothetical protein",50,42,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",681,2778,2704.61,70,2,"DE0009_02500","KCJK1736_02837"
"g004214_000003","g004214","cpdR","Response regulator receiver protein CpdR",80,19,311,1,1,1,0,0,0,0,311,"Response regulator receiver protein CpdR(311)","cpdR(311)",360,369,360.58,70,3,"DE0009_02501","KCJK1736_02836"
"g003308_1_000003","g003308_1","clpB","Chaperone protein ClpB",80,19,311,1,1,1,0,0,0,0,311,"Chaperone protein ClpB(311)","clpB(311)",2601,2631,2615.03,70,4,"DE0009_04161","KCJK1736_01023"
"g002490_000001","g002490",NA,"hypothetical protein",60,23,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",537,1956,1938.44,70,5,"DE0009_02272","KCJK1736_01024"
"g002348_000001","g002348","murJ","putative lipid II flippase MurJ",60,29,311,1,1,1,0,0,0,0,311,"putative lipid II flippase MurJ(309):Lipid II flippase MurJ(1):hypothetical protein(1)","murJ(310):NA(1)",981,1611,1593.3,71,1,"DE0009_01998","KCJK1736_02471"
"g004412_000003","g004412","trpS","Tryptophan--tRNA ligase",80,18,311,1,1,1,0,0,0,0,311,"Tryptophan--tRNA ligase(311)","trpS(311)",1065,1065,1065,71,2,"DE0009_01996","KCJK1736_02473"
"g004608_000003","g004608",NA,"hypothetical protein",80,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",492,492,492,71,3,"DE0009_01995","KCJK1736_02474"
"g004156_000002","g004156","nfuA","Fe/S biogenesis protein NfuA",70,19,311,1,1,1,0,0,0,0,311,"Fe/S biogenesis protein NfuA(311)","nfuA(311)",561,567,564.3,71,4,"DE0009_01994","KCJK1736_02475"
"g000135_000001","g000135","nudC","NADH pyrophosphatase",60,77,311,1,1,1,310,0,310,0,311,"NADH pyrophosphatase(311):hypothetical protein(310)","nudC(311):NA(310)",405,1368,685.87,72,1,"(DE0009_02230:DE0009_02231)","(KCJK1736_02235:KCJK1736_02236)"
"g001734_000002","g001734",NA,"hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1839,1911,1878.86,72,2,"DE0009_02232","KCJK1736_02234"
"g004450_000002","g004450",NA,"Nucleoid-associated protein",70,18,311,1,1,1,0,0,0,0,311,"Nucleoid-associated protein(311)","NA(311)",324,324,324,72,3,"DE0009_02233","KCJK1736_02233"
"g001074_000002","g001074",NA,"hypothetical protein",70,41,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",156,324,305.05,72,4,"DE0009_02088","KCJK1736_02381"
"g004983_1_000005","g004983_1","ettA","Energy-dependent translational throttle protein EttA",80,14,311,1,1,1,0,0,0,0,311,"Energy-dependent translational throttle protein EttA(311)","ettA(311)",1650,1650,1650,73,1,"DE0009_03365","KCJK1736_03791"
"g003063_000002","g003063","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",70,25,311,1,1,1,0,0,0,0,311,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE(310):hypothetical protein(1)","ubiE(310):NA(1)",408,1095,1014.47,73,2,"DE0009_03366","KCJK1736_03790"
"g001692_000002","g001692","metF","5%2C10-methylenetetrahydrofolate reductase",70,35,311,1,1,1,0,0,0,0,311,"5%2C10-methylenetetrahydrofolate reductase(311)","metF(311)",894,918,900.68,73,3,"DE0009_03367","KCJK1736_03789"
"g002087_000002","g002087",NA,"Tn3 family transposase TnXax1",70,30,311,1,1,1,2,0,2,0,311,"Tn3 family transposase TnXax1(180):hypothetical protein(133)","NA(313)",471,1248,1222.49,73,4,"DE0009_03368","KCJK1736_03788"
"g002248","g002248",NA,"hypothetical protein",50,30,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",408,594,449.62,74,1,"DE0009_01367","KCJK1736_04210"
"g003527_000001","g003527","sasA","hypothetical protein",60,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(257):Adaptive-response sensory-kinase SasA(54)","NA(257):sasA(54)",1395,1434,1416.38,74,2,"DE0009_01368","KCJK1736_04209"
"g004545_1_000010","g004545_1","phoP","Transcriptional regulatory protein PhoP",80,11,311,1,1,1,0,0,0,0,311,"Transcriptional regulatory protein PhoP(175):Virulence transcriptional regulatory protein PhoP(133):Transcriptional regulatory protein QseB(3)","phoP(308):qseB(3)",666,720,673.2,74,3,"DE0009_01369","KCJK1736_04208"
"g002612","g002612",NA,"hypothetical protein",50,28,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",228,432,275.32,74,4,"DE0009_01370","KCJK1736_04207"
"g000097","g000097","nnr","Bifunctional NAD(P)H-hydrate repair enzyme Nnr",50,83,311,1,1,1,1,0,1,0,311,"Bifunctional NAD(P)H-hydrate repair enzyme Nnr(311):NAD(P)H-hydrate epimerase(1)","nnr(311):nnrE(1)",738,1515,1469.7,75,1,"DE0009_00566","KCJK1736_00242"
"g005753_2_000012","g005753_2","glnB","Nitrogen regulatory protein P-II",95,3,311,1,1,1,0,0,0,0,311,"Nitrogen regulatory protein P-II(311)","glnB(311)",339,339,339,75,2,"DE0009_00565","KCJK1736_00241"
"g005626_000004","g005626","glnA","Glutamine synthetase",90,13,311,1,1,1,0,0,0,0,311,"Glutamine synthetase(311)","glnA(311)",1410,1410,1410,75,3,"DE0009_00564","KCJK1736_00240"
"g003802_000002","g003802","hspQ","Heat shock protein HspQ",70,21,311,1,1,1,0,0,0,0,311,"Heat shock protein HspQ(311)","hspQ(311)",330,378,337.41,75,4,"DE0009_00562","KCJK1736_00238"
"g003508_000003","g003508","argS","Arginine--tRNA ligase",80,22,311,1,1,1,0,0,0,0,311,"Arginine--tRNA ligase(311)","argS(311)",1758,1887,1767.45,76,1,"DE0009_00624","KCJK1736_00300"
"g003019_000002","g003019",NA,"Deoxyguanosinetriphosphate triphosphohydrolase-like protein",70,25,311,1,1,1,3,0,3,0,311,"Deoxyguanosinetriphosphate triphosphohydrolase-like protein(314)","NA(314)",171,1245,1212.17,76,2,"DE0009_00623","KCJK1736_00299"
"g004011_000002","g004011","erpA","Iron-sulfur cluster insertion protein ErpA",70,20,311,1,1,1,0,0,0,0,311,"Iron-sulfur cluster insertion protein ErpA(311)","erpA(311)",330,333,332.74,76,3,"DE0009_00622","KCJK1736_00298"
"g002742_000003","g002742","xthA","Exodeoxyribonuclease III",80,25,311,1,1,1,0,0,0,0,311,"Exodeoxyribonuclease III(310):hypothetical protein(1)","xthA(310):NA(1)",672,798,795.41,76,4,"DE0009_00621","KCJK1736_00297"
"g006921_000003","g006921","ftsE","Cell division ATP-binding protein FtsE",80,10,311,1,1,1,0,0,0,0,311,"Cell division ATP-binding protein FtsE(311)","ftsE(311)",624,729,654.19,77,1,"DE0009_02504","KCJK1736_02833"
"g002261_000002","g002261",NA,"hypothetical protein",70,27,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",429,1077,999.74,77,2,"DE0009_02505","KCJK1736_02832"
"g001811_000001","g001811",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",630,732,715.96,77,3,"DE0009_02506","KCJK1736_02831"
"g002330_000002","g002330",NA,"hypothetical protein",70,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,819,799.5,77,4,"DE0009_02507","KCJK1736_02830"
"g001829","g001829","guaB","Inosine-5'-monophosphate dehydrogenase",50,34,311,1,1,1,1,0,1,0,311,"Inosine-5'-monophosphate dehydrogenase(308):hypothetical protein(3):Hypoxic response protein 1(1)","guaB(308):NA(3):hrp1(1)",177,468,441.66,78,1,"DE0009_00582","KCJK1736_00258"
"g001080","g001080","glpG","Rhomboid protease GlpG",50,38,311,1,1,1,0,0,0,0,311,"Rhomboid protease GlpG(158):hypothetical protein(153)","glpG(158):NA(153)",738,888,760.84,78,2,"DE0009_00581","KCJK1736_00257"
"g002713","g002713",NA,"hypothetical protein",50,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",516,648,602.22,78,3,"DE0009_00579","KCJK1736_00255"
"g000128_2_000001","g000128_2",NA,"hypothetical protein",60,29,311,1.02,1,3,4,3,4,5,316,"hypothetical protein(320)","NA(320)",522,615,608.29,78,4,"DE0009_00578","KCJK1736_00254"
"g005088_000004","g005088","ruvB","Holliday junction ATP-dependent DNA helicase RuvB",90,15,311,1,1,1,0,0,0,0,311,"Holliday junction ATP-dependent DNA helicase RuvB(311)","ruvB(311)",273,1044,1039.76,79,1,"DE0009_02654","KCJK1736_03575"
"g003749_000003","g003749","ruvA","Holliday junction ATP-dependent DNA helicase RuvA",80,19,311,1,1,1,1,0,1,0,311,"Holliday junction ATP-dependent DNA helicase RuvA(312)","ruvA(312)",294,618,615.23,79,2,"DE0009_02655","KCJK1736_03574"
"g004173_000004","g004173","ruvC","Crossover junction endodeoxyribonuclease RuvC",90,19,311,1,1,1,0,0,0,0,311,"Crossover junction endodeoxyribonuclease RuvC(311)","ruvC(311)",465,513,511.13,79,3,"DE0009_02656","KCJK1736_03573"
"g002121_1_000003","g002121_1",NA,"hypothetical protein",70,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",999,1023,1003.69,79,4,"DE0009_02658","KCJK1736_03571"
"g003526_000002","g003526",NA,"putative signaling protein",70,20,311,1,1,1,1,0,1,0,311,"putative signaling protein(311):hypothetical protein(1)","NA(312)",480,1368,1344.78,80,1,"DE0009_01663","KCJK1736_01480"
"g001956_000002","g001956","mutL","DNA mismatch repair protein MutL",70,27,311,1,1,1,1,0,1,0,311,"DNA mismatch repair protein MutL(312)","mutL(312)",369,1923,1835.04,80,2,"DE0009_01665","KCJK1736_01478"
"g001492_000002","g001492",NA,"hypothetical protein",70,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",222,237,227.79,80,3,"DE0009_01666","KCJK1736_01477"
"g000497","g000497","lpxK","Tetraacyldisaccharide 4'-kinase",50,54,311,1,1,1,2,0,2,0,311,"Tetraacyldisaccharide 4'-kinase(311):hypothetical protein(2)","lpxK(311):NA(2)",192,1104,1045.59,80,4,"DE0009_01667","KCJK1736_01476"
"g002092_000001","g002092","cusC","Cation efflux system protein CusC",60,31,311,1,1,1,1,0,1,0,311,"Cation efflux system protein CusC(178):Solvent efflux pump outer membrane protein SrpC(51):Outer membrane protein OprM(35):Toluene efflux pump outer membrane protein TtgC(22):Antibiotic efflux pump outer membrane protein ArpC(15):Multidrug/solvent efflux pump outer membrane protein MepC(10):hypothetical protein(1)","cusC(178):srpC(51):oprM(35):ttgC(22):arpC(15):mepC(10):NA(1)",129,1509,1446.5,81,1,"DE0009_00206","KCJK1736_02194"
"g003938_000003","g003938","efp","Elongation factor P",80,20,311,1,1,1,0,0,0,0,311,"Elongation factor P(311)","efp(311)",570,570,570,81,2,"DE0009_00207","KCJK1736_02193"
"g000412_000002","g000412","epmA","Elongation factor P--(R)-beta-lysine ligase",70,55,311,1,1,1,1,0,1,0,311,"Elongation factor P--(R)-beta-lysine ligase(312)","epmA(312)",462,1089,1058.96,81,3,"DE0009_00208","KCJK1736_02192"
"g000498_000001","g000498","kamA","L-lysine 2%2C3-aminomutase",60,47,311,1,1,1,1,0,1,0,311,"L-lysine 2%2C3-aminomutase(312)","kamA(312)",372,1077,1054.81,81,4,"DE0009_00209","KCJK1736_02191"
"g000229","g000229","soxG","hypothetical protein",50,69,311,1.05,1,2,0,15,0,15,326,"hypothetical protein(244):Sarcosine oxidase subunit gamma(82)","NA(244):soxG(82)",306,567,544.3,82,1,"DE0009_04256","KCJK1736_00927"
"g000426_1_000003","g000426_1","soxA","Sarcosine oxidase subunit alpha",70,45,311,1,1,2,1,1,1,1,312,"Sarcosine oxidase subunit alpha(313)","soxA(313)",678,2997,2965.88,82,2,"DE0009_04257","KCJK1736_00926"
"g000809_1_000002","g000809_1","soxD","Sarcosine oxidase subunit delta",70,33,311,1,1,2,0,1,0,1,312,"Sarcosine oxidase subunit delta(230):hypothetical protein(82)","soxD(230):NA(82)",315,366,329.44,82,3,"DE0009_04258","KCJK1736_00925"
"g000741_1_000023","g000741_1","soxB","Sarcosine oxidase subunit beta",90,13,311,1,1,2,0,1,0,1,312,"Sarcosine oxidase subunit beta(312)","soxB(312)",987,1254,1253.14,82,4,"DE0009_04260","KCJK1736_00923"
"g001401_1_000001","g001401_1","lnt","Apolipoprotein N-acyltransferase",60,35,311,1,1,1,1,0,1,0,311,"Apolipoprotein N-acyltransferase(312)","lnt(312)",726,1611,1587.15,83,1,"DE0009_01985","KCJK1736_02484"
"g000118_1_000073","g000118_1",NA,"hypothetical protein",90,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",417,423,420.5,83,2,"DE0009_01984","KCJK1736_02485"
"g004515_000003","g004515","metK","S-adenosylmethionine synthase",80,17,311,1,1,1,1,0,1,0,311,"S-adenosylmethionine synthase(312)","metK(312)",309,1266,1252,83,3,"DE0009_01983","KCJK1736_02486"
"g001694_000002","g001694","trmB","tRNA (guanine-N(7)-)-methyltransferase",70,34,311,1,1,1,0,0,0,0,311,"tRNA (guanine-N(7)-)-methyltransferase(311)","trmB(311)",699,738,700.31,83,4,"DE0009_01982","KCJK1736_02487"
"g003471_000002","g003471","blh","Beta-lactamase hydrolase-like protein",70,23,311,1,1,1,0,0,0,0,311,"Beta-lactamase hydrolase-like protein(311)","blh(311)",336,390,338.97,84,1,"DE0009_03359","KCJK1736_03797"
"g000124_000001","g000124",NA,"hypothetical protein",60,80,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",828,864,835.88,84,2,"DE0009_03358","KCJK1736_03798"
"g001248","g001248","ykuD","hypothetical protein",50,39,311,1.07,1,3,1,22,1,23,334,"hypothetical protein(334):Putative L%2CD-transpeptidase YkuD(1)","NA(334):ykuD(1)",264,1479,1357.13,84,3,"DE0009_03357","KCJK1736_03799"
"g003536_000001","g003536","mdh","NAD-dependent methanol dehydrogenase",60,20,311,1,1,1,1,0,1,0,311,"NAD-dependent methanol dehydrogenase(311):hypothetical protein(1)","mdh(311):NA(1)",297,1149,1142.69,84,4,"DE0009_03353","KCJK1736_03803"
"g001520_000001","g001520","sbmA","Peptide antibiotic transporter SbmA",60,35,311,1,1,1,1,0,1,0,311,"Peptide antibiotic transporter SbmA(312)","sbmA(312)",624,1359,1254.26,85,1,"DE0009_03192","KCJK1736_03965"
"g000432","g000432",NA,"hypothetical protein",50,56,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",159,1152,995.05,85,2,"DE0009_03193","KCJK1736_03964"
"g000747","g000747",NA,"hypothetical protein",50,46,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",168,666,581.85,85,3,"DE0009_03194","KCJK1736_03963"
"g002450","g002450",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",672,774,682.48,85,4,"DE0009_03195","KCJK1736_03962"
"g001764_000001","g001764",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1131,1203,1156.75,86,1,"DE0009_00683","KCJK1736_00357"
"g002935_000002","g002935","mkl","putative ribonucleotide transport ATP-binding protein mkl",70,26,311,1,1,1,0,0,0,0,311,"putative ribonucleotide transport ATP-binding protein mkl(179):putative phospholipid import ATP-binding protein MlaF(132)","mkl(179):mlaF(132)",810,876,849.97,86,2,"DE0009_00684","KCJK1736_00358"
"g004094","g004094",NA,"hypothetical protein",50,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1368,1374,1370.55,86,3,"DE0009_00685","KCJK1736_00359"
"g001262_000001","g001262",NA,"hypothetical protein",60,39,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",228,666,610.02,86,4,"DE0009_00686","KCJK1736_00360"
"g001046","g001046",NA,"hypothetical protein",50,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1002,1191,1110.29,87,1,"DE0009_00593","KCJK1736_00269"
"g001337_1_000001","g001337_1",NA,"hypothetical protein",60,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",603,618,609.73,87,2,"DE0009_00592","KCJK1736_00268"
"g001537_000002","g001537","ydjA","Putative NAD(P)H nitroreductase YdjA",70,36,311,1,1,1,0,0,0,0,311,"Putative NAD(P)H nitroreductase YdjA(311)","ydjA(311)",582,597,584.15,87,3,"DE0009_00591","KCJK1736_00267"
"g002381_000001","g002381",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,1197,1003.01,87,4,"DE0009_00590","KCJK1736_00266"
"g001269_000001","g001269","lgt","Prolipoprotein diacylglyceryl transferase",60,39,311,1,1,1,0,0,0,0,311,"Prolipoprotein diacylglyceryl transferase(311)","lgt(311)",813,969,860.66,88,1,"DE0009_03283","KCJK1736_03873"
"g001939_000002","g001939",NA,"hypothetical protein",70,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",261,468,274.87,88,2,"DE0009_03284","KCJK1736_03872"
"g005723_000003","g005723",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",501,501,501,88,3,"DE0009_03285","KCJK1736_03871"
"g001027_1_000005","g001027_1","csaA","putative chaperone CsaA",80,42,311,1,1,1,0,0,0,0,311,"putative chaperone CsaA(311)","csaA(311)",342,360,345.02,88,4,"DE0009_03287","KCJK1736_03869"
"g002079_000002","g002079","atm1","ATM1-type heavy metal exporter",70,29,311,1,1,1,0,0,0,0,311,"ATM1-type heavy metal exporter(310):hypothetical protein(1)","atm1(310):NA(1)",180,1902,1881.73,89,1,"DE0009_01277","KCJK1736_04303"
"g003440_000001","g003440","psd","Phosphatidylserine decarboxylase proenzyme",60,23,311,1,1,1,2,0,2,0,311,"Phosphatidylserine decarboxylase proenzyme(311):hypothetical protein(2)","psd(311):NA(2)",189,918,699.06,89,2,"DE0009_01278","KCJK1736_04302"
"g002302_000002","g002302",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",849,909,874.38,89,3,"DE0009_01279","KCJK1736_04301"
"g001576_000001","g001576",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",129,219,137.9,89,4,"DE0009_01280","KCJK1736_04300"
"g001157_000002","g001157",NA,"hypothetical protein",70,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1605,1740,1628.1,90,1,"DE0009_03072","KCJK1736_02037"
"g001743_000003","g001743",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1152,1179,1167.26,90,2,"DE0009_03073","KCJK1736_02038"
